,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600019.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600585.SH,X600660.SH,X600886.SH,X600795.SH,X000792.SZ,X600362.SH,X000708.SZ,X600010.SH,X600111.SH,X600027.SH,X002460.SZ,X000301.SZ,X002466.SZ,X600489.SH,X601699.SH,X600426.SH,X000983.SZ,X600160.SH,X600803.SH,X000877.SZ,X601991.SH,X000786.SZ,X000630.SZ,X000933.SZ,X600985.SH,X600176.SH,X000807.SZ,X601168.SH,X000408.SZ,X002128.SZ,X600612.SH,X600219.SH,X000932.SZ,X600096.SH,X000883.SZ,X600295.SH,X000027.SZ,X002353.SZ,X600348.SH,X002271.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.229669737382058,0,0,0,0,0.175545682297781,0,0,0.220585254379238,0,-0.0381013524110605,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0356498341320974,0,0,0,0,0,0,0,0,0,0,0,0,-0.122216332299592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0123230891707801,0.107036785725392,0,0,0,0,0
X601088.SH,0.0364105150890667,0,0,0,0.23082451328151,0,0.135427884908297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266010539410694,0,0,0,0,0,0,0,0.00781748409335631,-0.046986908734498,0,0.0235957860378035,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104099985763135,-0.0450491493894682,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.15544433800515,0,0,0,0,0,0.0105096649034807,0,0,0,0,0,0,-0.0332876217922396,0,0,0.159355101784571,0,0,0,0,0.22326517438022,0,0,0,0,0,0,0,0.0711755481629551,0,0,0.0407023697640173,0,0,0,0,0,0,0,0,0,-0.0828441273023451,0,0.0103884381336391,0.00972887308300635,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.030124723690084,0,0.0700860459814285,-0.037254906310879,0,0,0.0355808726060255,0,-0.0781419082242188,0.084788058864554,-0.0146401258763384,0.0868842907823862,0,0,0,0,0,0,0,0.384876432967617,0,0,0.00613060788607123,0,-0.113478317171303,0,0,0,0,0,0,0,0,0,0,-0.0259350206026562,-0.0520171144677278,0,0,0,0,0,0
X600188.SH,0,0.0278789376413139,0,0,0,0,0,0.191741016375294,0.0312646524217829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328132300909858,0,0.100435428550258,-0.00118631696696946,0,0,0,-0.0341351096123821,0,0,0,0,0,0,0,0.181607444438736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0383993186292181,0.0357946634298001,0,0,0,0,0,0,0.0458599564644342,0,0,0.0268394447251539,0,0,0,0,0.0201123451173633,0,0,0,0.197398582348278,0,0,0,0,0,0,0,0,0.146475457592553,0,0,-0.0288704558962961,0,0.0224892281901939,0,0,0,0,-0.0762770126847803,0,-0.00440344027532317,0,-0.0231947985694621,0,0,0,0,0,0,0
X600011.SH,0.0466899398991616,0,0,0,0,0,0,0.0168034115584077,0,0,0,0,0,0.505580301198321,0,0,0,0,0,0.160630058918443,0,0.0378848797955158,0,0,0,0,0,0,0,0,0.108427925325776,0,0,0.0487844722749247,0,0,0,0,0,0.0560653469471872,0,0,0,0,0,0,0,0,0,0.0273409425599779,0,0.015626912660348,-0.0482254419852611,0,0,0,0,0,0
X601898.SH,0,0,0,0,-6.93889390390723e-18,0,0.333241445455295,0,0,0,0.354093158314989,0,0,0,0,0,0,0.125638820100052,-0.0785567970326262,0,-1.38777878078145e-17,0,-0.0875052047899078,0,0.104687435680366,0,0,0,0,0,-0.19550068859545,0,0,0,0.571559952316331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135323652418379,0,0,0,0,0
X600547.SH,0,0,0,0,-0.186734697505193,0,0,0,0,0,0,0,0,0,0,0.0315125987074192,0,0,0,0,0,0,0,0.631076009361922,0,0,0,0,0,0,0,0,0.0650614979024324,0.113003630975897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0342062560093934,0,0,0,0,0
X601600.SH,0.0161539492234439,0,0,0,0,0,0,0,-0.0786515857396435,0,0,0,0,0,0,0,0.188959096342967,0,0,0.226444057883613,-0.0365280891110182,0,0,0,0,0,0,0.0342142070994756,0,0,0,0,0,0.0213713581724413,0,0.039357990737476,0.267300605977267,0.242670305377156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414554866315402,0.205131406409749,0,0,0,0,0
X600585.SH,0,0,0,0.295711084698073,0,0,0,0.0377197275027202,0.00576250359953846,0,0,0,0,0,0,0,0,0.116236572243475,0,0,0,0,-0.000141313115932245,0,0,0,0,0,0,0,0,0,0,0,0,0.127831156378,0,-0.0313068261519309,0,0,0,0,0.0126826076472125,0,0,0,0,0,0,0,0,0,0.00425648834699977,-0.150552536168315,0,0,0,0,0
X600660.SH,0.0377097368266517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0170632844387157,0,0,0,0,0,0,0,0.142396297649254,0,0,0,0,0,0,0,0,0,0,0,-0.0383117153034833,0,0,-0.0345678060161197,0,0,0,0,0,0,0,0,-0.0945211913471789,0,0.0192579267113188,0.0281391968301744,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.0515482803031203,0,0,0,0,0,0,0,0,0.410284804982874,0,0,0,0,0,0.0494714768075925,0,0,-0.0238685516725704,0,0,0,0,0,0,0,0,0.0203846952012135,0,0,0,0,0,0.028844141095986,0,0,0,0,0,0,0,0,0,0,0.0665155815648145,-0.00982770429994623,0,-0.00893951324129514,0,0,0,0,0,0,0
