,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600795.SH,X600547.SH,X601600.SH,X600188.SH,X300072.SZ,X601991.SH,X600027.SH,X600157.SH,X600362.SH,X600111.SH,X601992.SH,X600886.SH,X600489.SH,X600309.SH,X600660.SH,X600623.SH,X002466.SZ,X600299.SH,X000792.SZ,X002075.SZ,X601158.SH,X000709.SZ,X000898.SZ,X000723.SZ,X600352.SH,X000408.SZ,X600583.SH,X000883.SZ,X000959.SZ,X000983.SZ,X600549.SH,X600176.SH,X000539.SZ,X000027.SZ,X002470.SZ,X000630.SZ,X600021.SH,X600126.SH,X000012.SZ,X000060.SZ,X600098.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0363016245275386,0,0,0.0246693744470659,0,-0.00508477883761342,0,0.00824229006848577,0,0,0,0,0.0751807192002143,0,0,0,0,0.009058227641758,0,-8.67361737988404e-19,0.00544761917938844,0.0183067173951919,0,0,0,0.045883882302889,0,0,0,0,0,0,0,0,0.044736964853756,0,0,0,0,0,0,-0.000137487482095083,-0.00600114642681907,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.159806659188709,0,0.124393044142376,0,0,0.00789274462648891,0,0.00733017766791447,0.0249518664396371,0,0,0,0,0,0,0,0,0,-0.00436398290958448,0,0.0300260345618858,0,0,-0.00564780225136241,0,0,0,0,0,0.0351942403721965,0,0,0,0,0,-0.00729025157278246,0,0,0,0,0,0,0.0208306073117767,0,0,0,-0.0062928107196811,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.111576172514105,0.120195065322749,0,-0.017644307359253,0,0.0545259161828875,0.0308215986419535,0,0,0,0,0.0634111172094885,0,0,0,0.0353670332657844,0,0,0.011128990608094,0,0,-0.000964204704780426,0,0,0,0,0,0,0,0,0.0170793810647217,0,0,0,0,0,0,0,0,0,-0.0624490617206323,0,0,0,0,0.0733280307261718,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0372026819615265,0,0,0,0,0.075791884710391,0.0879948566750349,0,0,0,0,0,0,0.206142064125604,-0.00570549329255638,0,0,-0.0154741848557056,0,-0.231182282116302,0,-0.00620763841593887,0,0,0,0,0.231133653632293,0,0,0,-0.0573515259819394,0,0.056198738177283,-0.136610090793733,0,0,0,0,0,0.00753917684717642,0,0,0,0,0.0269396100011624,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0402581854710292,0,0.0548330584507449,0.0711626636421095,0,-1.73472347597681e-18,0,0,0.00421818206536992,0,0,0,0,0.152612458870277,0,0.0396284587860204,0,0,0,0,0,0,0.136125071841222,0,0,0,0,0,0,0,0,0,0,0.0634068125840144,0.0401196804093094,0,0,0,0,0,0,0.00181901859154449,0,0.00476451255821351,0,0,0,-0.0505815205808155,0,0,0,0,0,0
X600585.SH,0,0.287430768042145,0,0,0,0,0,0,0,0,0,0,0.178536528300681,0.0462637886962609,0,0,0,0,0,0.0977905368196184,0,0,0,0.110528520360441,0,0,0,0,-0.13503384929224,0,0,0,0,0.117980510814341,0,0,0,-0.0325667416865026,0,0,0,0,0,0,0,0,0,-0.117488562366796,0,0,0,0.0469890069426421,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.0191929536151998,0,0,0.0609193578797452,0,0,0,0,0,0.017182103182087,0,0,0,0,0.0465546781522547,0,0,0,0,0,0,0,0,0,0.0209556455104055,0,0,0.0686344191270346,0.138402719310438,-0.102407130716521,-0.00828749298158588,0,0,0,0,0,0,-1.73472347597681e-18,0.41498363166762,0,0,0.0422973998537834,-0.0458524641675018,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.124139785045203,0,0,0,0,0.152722525157516,0,0,0,-0.0409312728476202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000346527767670702,0.0133953786273632,0,0,0,0,0.0096751413308667,0,0.210257149161476,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,-0.00352545144978221,0,0,0.0555108685161779,0,0,0,0.0434066958505389,0,0,0.0311027198680786,0,0,0,-0.00578112395586204,0,0,0,0,0.0177651515973038,0,0,0,0,0,0,0,0.0238229558723802,0,0.08373673453462,0.0367189086094691,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0
