,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600547.SH,X600585.SH,X601600.SH,X600660.SH,X600886.SH,X000792.SZ,X600795.SH,X600362.SH,X000708.SZ,X600010.SH,X600489.SH,X600111.SH,X002460.SZ,X600160.SH,X600027.SH,X601699.SH,X000301.SZ,X600426.SH,X002466.SZ,X000983.SZ,X000786.SZ,X600803.SH,X601991.SH,X000877.SZ,X000630.SZ,X600176.SH,X000807.SZ,X600985.SH,X000933.SZ,X002128.SZ,X601168.SH,X000408.SZ,X600219.SH,X002271.SZ,X600612.SH,X600096.SH,X000883.SZ,X600348.SH,X000932.SZ,X000027.SZ,X600995.SH,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.599901171040311,0,0,0.0374314086419488,0,0.0158576459602977,0,0,0.236549257608231,-0.0950087148718226,0,-0.143926545285366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0599281031947192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0247420872369372,0.00814529167788713,0,0,0,0,0,0
X601088.SH,0.139305735523437,0,0,0,0.167907587170651,0.0786353592945401,0,0,0,0,0,0,0,0,0.0399984966276373,0.000967713021950634,0.032385110705147,0,0,0,0,0,0,0,0,0,0,0.168170999462803,0,0,0,0,0,0,0,0.058303867194541,0,0,0,0,0,-0.042479661898578,0,0,0,0,0,0,0,0,0,-0.0121713931767509,-0.00389186600209354,0,0,0,0,0,0
X600028.SH,0.366277115596524,0,0,0,0,0,0,0,0,0,0,0.0240398674744464,0,0,0,0,0.0466403263025224,-0.0167549502756739,0.0811720729673946,0,-0.107446815104662,0,0,0.00873787002976835,0,0,0,0,-0.0689384095155454,0.015069861412934,0,0,0,0,0,0,0,0,0.0585522572711283,0,0,-0.0326457328864776,0,0,0,0,0,0.0516096347332486,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.0444322832624756,0,0,0,0,0,0,0,0,0,0,0,0,0.0395643826273841,0,0,0,0,0,0,0.00819898771666477,0,0,0,0.098061296883675,0,0,0,0,0.31745731495885,0,0,0,0,0,0,0,0,-0.255763072677591,0,0,0,0,0,0,0,0,-0.0277300608525109,0,0,0,0,0,0,0
X600188.SH,0.0425594735848838,0,0,0,0,0.261587545175991,0,0,0.0709746602954989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32164172441056,0,0,-0.0567445385671127,0,-0.073904063628696,0,0,0,0,-0.0241412751997629,0,0,0.00767681097077027,0.0190316731884487,0,0,0,0,0,0,0,0.0793519267982299,0,0,0,0,0,0,-0.00262103720607206,0,0,0,0,0,0
X601898.SH,0,0.106406494240442,0,0,0.164221607189265,0,0,0.181429001180689,0,0.090285990860105,0,0,0,0,0,0.0415362420958278,0,0,0,0,-0.0430876843281943,0,0.117833668732408,0,0,0,0,0,0,0,0,0,0,0,0,0.522464746262757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155396479054081,-0.10455970929436,0,0,0,0,0,0
X600019.SH,0,0,0,0.0962002855035202,0,0,0,0,0.0453967495530489,0,0.0563464847377718,0.0233315647623296,0,0,0,0,0.0555203154137656,0,0,0,0,0,0.0304530226674186,0.0991882567020635,0,0,0,0,0,0,0,0,0,0,0,0.023978826192244,0,0,0.0763751762076951,0,0,0,0,0,0,0,0.130894368149464,0,0,-0.133158782408367,0,0,0.0399613874587441,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.504374053529628,0,0,0,-0.0658815000764546,0,0,0,0.0916608323771342,0,0,0,0,0,-0.0536502249281678,0,0.156925273510459,0,0,0,0,0,0.0132599395510892,0,0,0,0,0,0,0,0.0081038075312466,0,0,0,0,0,0,-0.0456491001641519,0.0458802763271421,0,0,0,0,0,0
X600547.SH,0,0,0,0,-0.283354736221127,0,0,0,0,0,0,0.0522177182526358,0,0,-0.0966799545574375,0.109045625981728,0.0771811116722187,0,0.664543133107143,0,0,0,0,0,-0.0385270658259058,0,0,0,0,0,0,0,0,-0.0462591079540758,0,0,0.158208580101666,0,0,0,0,-0.0686096369911401,0,0,0,0,0,0.0356803070719293,0,0,0,0.0145987359553731,0.00837017052568778,-0.0501242376403331,0,0,0,0,0
X600585.SH,0,0,0,0.0900663679445755,0,0.114933472760145,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0645027012782151,0,0,0,0,0,0,0,0,0,0,0.164994044106588,0,0,0,0,0.0380612171691602,0,0,0,0,-0.0411620322889279,0,0,0.155006522081275,0.0528460609512454,0,0,0,0.0960886966188896,0,0,0,0,0.0169311039368789,-0.0334391604231002,-0.132327245331189,0,0,0,0,0
