,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600019.SH,X600585.SH,X600111.SH,X000792.SZ,X002466.SZ,X000301.SZ,X601600.SH,X600010.SH,X600188.SH,X000708.SZ,X601898.SH,X002271.SZ,X600660.SH,X600011.SH,X600362.SH,X600547.SH,X600426.SH,X600176.SH,X000825.SZ,X600219.SH,X600886.SH,X000807.SZ,X000408.SZ,X000786.SZ,X000983.SZ,X600096.SH,X000932.SZ,X000959.SZ,X000898.SZ,X002080.SZ,X600803.SH,X300037.SZ,X601699.SH,X600801.SH,X600795.SH,X000723.SZ,X002326.SZ,X601991.SH,X000630.SZ,X600295.SH,X002497.SZ,X600157.SH,X600808.SH,X600141.SH,X600352.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0149725243226792,0,0,-0.0316769295394583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000125973139510904,0,0,0,0,0,0.0575582891787362,0.00601097625620579,0,0,0.0594075985752774,0,-0.0705249459709774,0,0.0218274813701239,0,0,0.0722485362956209,0,0,0,0.0268653117088269,0,0,0,0,0,0,-3.46944695195361e-18,-0.032060832613148,0,0,0,0,0,0
X600028.SH,0.157680505191723,0,0,0,-0.0542493094009134,0,0,0,0,-0.0308087760492434,0.0162865859008763,0,0.0523402409492143,0,0,0,0,0,0,0,0,0,0.00154128684712089,0.0199505169132813,0,0,0.0546147544922798,0,0,0.0715427761697784,0,0,0,0,0,0,0,0,0.107561748556503,0,0,0,0,0,0.0516896072289187,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219183086021923,0,0,0.0343004953270963,0,0,0,0,0,0,0,0,-0.0419588145899953,0,0.243966171850943,-0.0214153101379384,0,0,0,0,0,-0.0670516640537762,0,0,0,0,-0.0353974347620899,0,0,0.026481289296718,0,0,0.0707751693254592,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.0428591981687462,0,0,0,0,0,0,0,0,0.0286295818880755,0,0,0,0,0.238167769219499,0.0230268971987888,-0.0543742478651578,0,0.0403997769472479,0,0,0.101616177103348,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00405959070492871,0,0,0,1.73472347597681e-18,0,0
X002460.SZ,0,0,0,0,0,0,0,0.169619295945102,0,0.228686297236339,0,0,0,0,-0.113961973112966,0,0,0,0,0,0,0,0,0.0191657371438037,0,0,0,0,0.109315287094885,-0.0742779406164992,0,0.229966945278893,0,0,0,0,0,0,0,0,0.0138125431935064,0.0910998025831467,0,0,0,0,0,0.0579271384917126,0.220768313806878,0,0,0.0624353716349996,-0.0393197842245196,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0162903977956049,0,0.0714112059973702,0.102916636788326,0.0915887176095837,0,0,0,0,0,0,0,0,0,0,0,-0.00851575160911364,0,0,0,0,0,0,0.457443382412016,0,0.0102611936949103,0,0,0,0,0,-0.00807909636237987,0,0,0,0,0,4.33680868994202e-19,0.0123444835054841,0,0,-0.0460489394372219,0,0,0,0,-0.121478054297216,0,0
X600585.SH,0,0,0,0,-0.0119930868128762,0,0,0,0,0,0,0,0,-0.058982251466542,-0.0452351759204981,0,0.0514670586408983,-0.030500700555424,0,0,0,0,0,0,0.0933681608119468,0,0.047351515128956,-0.0127028750245142,0,0,0,0,0,0,-0.0204237873985226,0,-0.0419583312403348,0,0.678093379063023,0,-0.069588382277997,0,0,0,0,0.0480454550201143,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.54565717204685,-0.164365754067434,0,0,0,0,0,0,0.180846108541591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07729673685288,0,0,0,0,0,0,0,0,0,0,0,0.0294198372082137,0,0,0,0.22669256877092,0,0,0,-0.162194239812209,0,0,0.0495462006423802,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378613501382675,0,-0.0447615290299846,0,0,0,0,0,0,0,-0.163351777264801,0,0,0,0.168236634369167,0,0.148689298831954,0,0,0,0,0,0,0,0,0.0504541742073432,0,-0.339671680446917,0.0352848388894058,0,0,0.183986827470598,0,0,-3.46944695195361e-18,0.00882209932008581,0,0,0.0247968014808647,0.0836621106154708,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.114126960647697,0,0,0.223444319616387,0,0,0,0.282407231456851,0.163736910580311,-0.04356388861568,-0.0988274325556554,0,0,0,0,0,0,0,0,0,0,0,0,0.349428581251578,0,0,0,-0.15064215597942,0,0,0,0,-0.0127630739714426,0,0,0,0,0.0461738260115975,0,0,0,0.103397362814777,0,0,0,0,0,0.0162132360786895,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113814627958685,0,0,0,0,0,0,0,0,0,0,0.218977058677312,0,0,0,0.414958181619162,0,0.00876912771549934,0,0,0,0.135235653323778,0,0,0,-1.38777878078145e-17,0.0992565116006234,0,0.00506224843241877,-0.114180352698745,0,0,0,0,0,0,0.133855423955206,-0.202240669302223,0,0,0,0,0,0
X601600.SH,0,0,0,0,0.00905823017435512,0,0,0,0,0,0,0,0,0,0.217619323095519,0,0,0,0,0,0,0,0,0.0138608389519816,0,0,0.323109511199817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134240661799812,0,0,0.0298192018545111,0,0,0.114719251333312,0,0,0,0,-0.0269245919416089,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.366275510419783,0,0.359144773612094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00738944180493353,0,0,0,-0.0571857075116382,0,0,0,0,0.148792521968809,0,0,0,0,0.0513632088742568,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255119122538544,0,0,0,0,0,0,0
X600188.SH,0,0,0,-0.103832132329287,0,0,-0.212857754516735,0,0.128878934709441,-0.103932761312138,0,0,0.0545392258372384,0,0,0,0,0,0,0,0,0,0,0.230339782415028,0,0,0,0.227811878999607,0,0,0,0,0,0,0,0.151562322186102,-0.101981766616636,0.322277280392454,0,0,0,-0.00590706712713362,0,0.139804221196047,0,0.0855241453017628,0,0.0768000396301982,0,0,0,0,-0.0493983129299407,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.328765998192157,0,0,0,0,0,0,0,0,0,0,0,0,0.0615537286731626,0,0,0.0359208623681057,0,0.112362822238741,0,0,0,0.0900420708382231,0,0,0.170594397183776,0,0,0,0.0393691389489031,0,-0.184699495899025,0,0,0,0.0592817239357795,0,0,0,0.0404655721375211,0,0,0,0,0,0,0,0.025380643498121,0,0,0,0,0,0
X601898.SH,0,0,0.097402717985722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.135728343119908,0,0,-0.355870923223675,0,0,0.076864902610666,0,0,0,0,0.036490784722152,0.140710724099171,0,0,0,0,0,0,0,0.302111359116541,0,0,0.123757059723284,-0.0991992887897721,0,0,0.0605551104662851,0,0.247171698987169,0.019063549998829,0,0,0,0,-0.04934324099335,0,0,0,0,0,0
X002271.SZ,0,0,0,0.0890198919124098,0,0,0,0,0,0.01798707617961,-0.0165612730357622,0,0,0,0,0,0,0,0,0,0,0.168197047870372,-0.0169787326041697,0,0,0,0,0,0.172008775470727,-0.073149614026862,0,0,0.095457649167808,-0.0437081920806631,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.0946084756585061,0,0,0,0,0,0,0.104732926858777,-0.147640594471617,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0.0499553506575272,0,0,0,0,0.0355242744510278,0,0,0,0,0,0,0,0,0,0,0,-0.114620448935963,0,0,0,0.0902605485928878,0,0.00663855469656869,0,0,0,0.157037398734374,0,0,0,0.00880623178941709,0.0510321414578296,0,0,0,0,0,0,0.0176785385981843,0,0,-0.00282773822317626,0,0,0,0,0,0,0
