,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X600188.SH,X601898.SH,X600660.SH,X002466.SZ,X601600.SH,X600688.SH,X601991.SH,X600362.SH,X600795.SH,X600547.SH,X600886.SH,X600516.SH,X002460.SZ,X300072.SZ,X000898.SZ,X600111.SH,X600176.SH,X600352.SH,X601992.SH,X600027.SH,X000786.SZ,X000553.SZ,X600299.SH,X000825.SZ,X000792.SZ,X000709.SZ,X002271.SZ,X601158.SH,X600426.SH,X000408.SZ,X600489.SH,X600315.SH,X601699.SH,X000883.SZ,X600808.SH,X000830.SZ,X600219.SH,X000630.SZ,X600583.SH,X002470.SZ,X600339.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.216637595208481,0,0,0,0,0.00839844895616474,0,0,0,0,0,0,0,0,0,0,0.0278660334967082,0,0,0,0,0.0783913812014659,0.0773953222258127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325837272853763,0,0,0.000838623834705711,0,0,0.165092425764139,0,0,0,-5.42101086242752e-20,0.0100512789317722,0,0,0,0,0,0
X600028.SH,0.360723250091038,0,0.214241958413946,0,0,0,0,0,0,0,-0.113270259178048,0,0.346640140558937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602038426673583,0,0,0,0.104883242472579,0,0,0,0,0,0,0,-0.0166714086703187,0,-0.0324977315469524,-0.00910765387450931,0,-0.297686260055477,0,0,0,0
X601088.SH,0,0.292751067175448,0,0.080137977689015,0.0513655131832721,-0.0722079682984844,0,0.0879155597095915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.134950829987876,0,-0.140286323116951,0,-0.0292319456296933,0,0,0,0,0,0,0,0,0,-0.180336550557261,0,0,0.493966040275444,0,0,0,0,0,0,0,0,0,-0.0125308263737317,-0.0259351409485841,0,0,0,0,0,0
X600019.SH,0,0,0.2326677114266,0,0,0,0,0.357425085510405,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,-0.0351605939376374,0,0,0.0357321679170467,0,0,-0.0203495317553924,0,0,0,0,-0.107652749253279,0,-0.0936460026103315,0,0,0,0,0,0,0,0.038619223555713,0,0.240747734939626,-0.148430922153423,0,0,0,0,-0.000639169040799532,0,0.0106347129742792,0,0,0,0,0,0,0
X600585.SH,0,0,0.054584796115327,0.247485479017097,0,0,0,0,0,0,0,0,0,0,0,0,-0.0388760653164888,0,0,0,0,0,-0.0274827912011914,-0.0122468566983165,0,0,0,0.107094061070468,-0.00735449617017284,0,-0.0676319433184065,0,0,0,0,0.244985566207311,-0.130326382413553,0,-0.0210215612284075,0,0,0,0.168612811376232,0,0,0,0.0681173026621695,0,0,-0.0352523940240299,0.0541785670034332,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0651888150163865,0,0.0455392590973262,0,0,0,0.209462799793491,0,0,0.194668544972671,0,-0.0825712284497217,0,0.0764039234580192,0,0,0,0.0284431831593391,0,0.20997883925457,0,0,0,0,0,0,0,0,0,0,-0.039907231052916,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.0205646865577867,0,0,0,0,0,0,0,0,0.139463319339131,0,0,0,0,0,0.388988953680768,0,-0.0460121135815575,0,0,0,0,0,0,0,0,0,0.0854626570236705,0,0,0.00933894725599029,0,0,0,0.019891252212731,0,0.259014755162518,0,0.00434729719943014,0.033668301575832,0,0,0,-0.662959723677903,0,0
X600188.SH,0,0,0.501730856751241,0.0866584108156766,0,0,0,0,0,0,0.146303283840007,0,0,0,0,0,0,0,0,0,0,0,0,0.196016392210822,0,0,0,0,0,0,0,0.0595357052321914,0,0,0,0,0,0,0,0.109621682883528,0,0,0,0,0,0.095255669641429,0,0.323353860229924,0,-0.0263953637137908,0,0,0,0,0,0,0
X601898.SH,0,0.0349506518951054,0,0,0,0,0,0.0123899856517062,0,0,0,0,0,0,0,0,0,0,0.0370884290263319,0,0,0,0,0,0.026500921829176,0.0947940132742209,0,0.109561300853586,0.00977612551764697,0,0,0,0,0,0,0,0,0,0,0.0933162813148949,0,0.0919531813871594,0,0.059468538723894,0,0,0,0,0,-0.00110495620629225,-0.0145149196191926,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,-0.0965215564906866,0,0,0,0,0,0,0,0,0,0,-0.0110065565102299,0,0,0,0,0.289641738543867,0,0,0,0,0,-0.111935408813141,0,0,0,0,0,0,-0.262892436403175,0,0,0,0,0,0,0,0,0.259588036483727,-0.123366894730069,0,0,0.0311392276148552,0.0178209250984271,0,0,0,0,0,0
