,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600011.SH,X600585.SH,X002460.SZ,X601898.SH,X002466.SZ,X600547.SH,X601600.SH,X000792.SZ,X600886.SH,X600111.SH,X600660.SH,X600010.SH,X000708.SZ,X000301.SZ,X000877.SZ,X002271.SZ,X600795.SH,X600362.SH,X600426.SH,X601699.SH,X600027.SH,X601991.SH,X600176.SH,X000983.SZ,X600803.SH,X600489.SH,X000807.SZ,X000786.SZ,X600995.SH,X600219.SH,X600160.SH,X600688.SH,X000932.SZ,X000629.SZ,X000408.SZ,X000933.SZ,X002080.SZ,X600096.SH,X600985.SH,X600157.SH,X000723.SZ,X600612.SH,X000630.SZ,X600348.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.706154716942308,0,0,0,0,0,-0.0051627055359046,0,0,0,0,0,0,0,-0.160884075512299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168478883124643,0,0,0,0,0,-0.117831595848042,0,0,0.0427153374028546,0,0,0,0,0,0.165967954567242,0,0.0719549404996514,0,0.0790726669805079,-0.0561747078483072,0.135998791464056,-0.167766356354263,0,0,0,0
X600028.SH,0.491412713852463,0,0.0435353245351235,0,-0.140751423747476,0,0,0,0,0.118767604412643,0,0.0374783766739198,0.122738849498239,0,0,0,0,0,0,0,-0.0274593576975584,0,0,0,0.101185975553073,0,0,0.0200962277337083,-0.0535534379413534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0058551790737826,-0.0582911239668823,0,0,0,0,0,0
X601088.SH,0.0376580637013988,0.0989916590774372,0,0,-0.214283611454901,0,0,0,0,0.288945952098781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0172339196901346,0.0371242160390148,0,0,0,0,0,0,0,0.0109956093603231,0,0,-0.0186796364161115,0,0.146550522522078,0,0,0.190018441512098,0,0,0,0,0,0,0,0,0,0,-0.0193107989121994,0,0,0,0,0,0
X600309.SH,0.0882499236134688,0,0,0,0,0,-0.0164370209595484,0,0,0,0,-0.0492239096837132,0,0,0,0,0,0,0,0,-0.0574069500083811,0,0,0,0.306202891609904,0,0,0,0,0,0,0,0.102951956541746,-0.102070088845866,0,0,0,0,0,0,-0.0879432642730859,0,0,0,0,0,0,0.00708652387305187,0,0,0,6.93889390390723e-18,0.0101349773636414,0,0,0,0,0,0
X600188.SH,0.195768743312685,0,0,0,0,0,0,0,0,0.335119172999467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0540766624183971,0,0,0,0,0,0,0,0,0,0,-0.0819424111191643,0,0,0.168685197647224,0,0,0.251305306760737,0,0,0,0,0.044511230508455,0,-0.0640791191542795,0,0,0,0,0,0,0
X600019.SH,0,0.116264933705591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016600497630596,0.00635146472634694,0,0,0,0,0,0.0990711575707436,0,0,0,0.0371334813640156,0,0,0,0.12136674151405,0,0.183156080819737,0,0,0,0,0,0,0,0,-0.0211446667196248,0,-1.73472347597681e-18,0,0.0540110855921053,-0.0294956986317605,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.181689457844917,0,0.0678648013245938,0,0,0,0,0,-0.0870386995776411,-0.100437922700971,0,0,0,0,0.452412461202752,0.0573058199074512,0,-0.166921090343954,0,0.0200727236634248,0,0.0553336066146267,0,0,0,0,0,6.93889390390723e-18,0,-0.0904802522768282,0.0681043915030894,0,0,0,0,-0.203844603069904,0,0,0,0,-0.0109661419101877,0,0,0,0,0,0
X600585.SH,0,0,0,0.00849487167702649,-0.0137103416789785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240993718471616,0.166898367542363,0,0,0,0,0,0.0119522592770924,0.0823935524108516,0,0,-0.0132350131812629,0,0,0,0,0,0,0,0,-0.0642290949685924,0.0963323550108732,0,0,0,0,0,0,0,0,0,0.0120271920874643,0.00701571948765439,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.672702327465667,-0.0121652702896776,0,0,-0.104166176677298,0,0,0,0,0,0.199974246738668,0,0,0,0,0,0,0,0,0,0,0,0,-0.0624263789775983,0,0,0,0,0,-1.35525271560688e-20,0.0419077088668879,0.00913899092987469,0,0,0,0,0,-0.0449083178294274,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0.0198687718778707,0.234409785261089,0.0358633043849162,0,0.151839058515679,0,0,0,0,0,0,0.035798689850868,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0.217894004202221,0,0,0,0,0,0.0223805331162641,0,0,0.00208243909943653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030419499301549,0,0,0,0,0,0,0
X002466.SZ,0,-0.103850931041018,0,0,0,0,0,0,0.400631231212586,0,0,0,0,0,0,0,0,0,0,0,0,0.193210834877657,0,0,0,0,0,0,0,0,0,-0.012698478176282,0,-0.102143796488882,0,0,0.113164486621022,0,0,0,0,0.0589864928783688,0.0446024123511712,0,0,0,0.239789117272293,0,0,0,0,0.00178130456655518,0.0204328504834787,0,0.353337003490474,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0.0546411006477973,-0.00632758006773208,0,0,0,0,0,0,0.0541828506122056,0,2.16840434497101e-19,0,0,0.119089408775489,0,0.0970327476396912,0,-0.07925322634535,0,0,0,0,-0.00451333487733951,0.570410928051096,0,0,0,0,0.0499265890385273,0,0,0,0,0,0,0,0,0,0,0.0465695542147541,0,0,0,-0.0360661547499354,-0.0176869834768833,0,0,0,0,0,0
X601600.SH,0.0829772234720849,0,0,0,-0.0470727031981546,0,0.0924325115841025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330110458488249,0.16169902805657,0,0,1.73472347597681e-18,0,0,0,0,0.0525869737147164,0,0,0,0,0,0,0.442297080653194,0,-0.0250536901002698,0.0859329075097923,0,0,0,0,0,0,0
X000792.SZ,0,0,-0.0686792111610272,0,0,0,0,0,0.0826222329439064,-0.0566627991472427,0.227497387223816,0,0,0,0,0,0,0,-0.00755107327642827,0,0,0,0,0,0.0475714524954704,0,0,0,0.0281040609729287,0,0,-0.0156358504197446,0,0,0,0.147505233511523,0.115910398167867,0,0.0272935751904405,0.0819019710346348,0,-0.0778927827699572,0,0,0,0,0,0,0,0,0,0,0.00941440684595266,0,0,0,0,0,0
X600886.SH,0.107057106207698,0,0,0.0299611190832361,0,0,0.0692323416632495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365470082300778,0,0,0.00265521773146646,0,0,0,0,0,0,-0.000115034949180597,0,0.0239760982088414,0,0,-0.0187348070594628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00749410603505393,0.00629867132594393,0,0,0,0,0,0
X600111.SH,0,0,-0.0631672999814888,0,0,0,0,0,0,0,0,0,0,0,-0.00950639369969288,0,0,0.0752888208784515,0,0,0,0,0,0,0,0,0,0,0,0,0.0736261560935057,0,0,0,0,0,0,0,0,0.25911997348866,0,0.082872457117953,0,0,0,0,0,0.0385198709297092,0,0.0180006819012242,0,0,0.0100653874087955,0,0,0,0,0,0
