,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X600547.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X600886.SH,X600362.SH,X600795.SH,X600188.SH,X600027.SH,X601992.SH,X002466.SZ,X000898.SZ,X600111.SH,X600516.SH,X600176.SH,X000709.SZ,X600352.SH,X002460.SZ,X600219.SH,X600299.SH,X000786.SZ,X000629.SZ,X600157.SH,X600808.SH,X600489.SH,X000630.SZ,X000825.SZ,X601158.SH,X002271.SZ,X600801.SH,X000553.SZ,X000883.SZ,X300072.SZ,X002110.SZ,X002470.SZ,X000408.SZ,X600985.SH,X600583.SH,X000027.SZ,X600339.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.100285211349947,0,0,0,0.0346982832812069,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339309409998217,0,0,0,0,0,0,0,0,0,0,0,0,0.0017231408409355,0,0,0,0,0,0,0,0.0467600743325955,0,0,0,0,0,0.110290379497283,0.0581619070012772,0,0.0627089252268865,0,0,0.00673140886305589,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.142823927741874,0,0.0848716103533055,0,-0.0531136932269838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0720626099591713,0,0,-0.0771663276713516,0,0,0,0,0,0.345946302672242,0,0,0,0,0,0,0,0.0353722244412868,0,0,0.16435821471379,0,0.0301635862199183,0.0177297498154231,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.15234179047554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112767395506707,0,0,0,0,0,0,0,0.0831689221089922,0,0,0,0.087401938986398,0,0.0947934333228251,0,0,0,0,0,0,0,0,0,0,0,0,0.00474365969137826,0.00328123803382767,0,0,0,0.00631059016574315,0,0
X600585.SH,0,0.119384492496388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.11626998002625,0,0,0.00691694389527568,0,0,0,0,0,0.348992934725367,0,0,0,0.0222900034739308,0,0,0,0,0,0,0,-0.0112625968124488,0.0121257665706369,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.00823129578739091,0.109691972295377,0,0,0,0,0,0,0.00688426421178509,0,0,0,0,0,0.187864942577904,0.0464318891967138,0,0,0,0,0,0,0,0,0,0.0206017020296785,0,0,0,0,0,0,0,0,0,0,0.271882361025547,0,0,0,0,0,0,0,-0.00270998398714705,0.0201334299310707,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170155256632325,0,0,0,0,0,0,0,0,0,0,0,0,0.204655570347583,0,0,0,0,0.0317196102994557,0.169385754993887,0,0,0,0.291470994771649,0,0,0,0,0,0,0,-0.00909950749576904,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508655873008977,0,0.64530392846078,0,0,0,0,-0.220694178492403,0,0,0,0,0,0,0,0,0.0469155733372234,0,0,-0.052668338016795,0,0,0.0248152783357252,0,0,0,0,0,0.0771812352879697,0,0,0,0,-0.101282876367582,0,0.00642245443071817,-6.93889390390723e-18,0,0,0,-0.0106825175401113,0,0
X600010.SH,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444408268286543,0.0359770555771364,0,0,0,0.0779736948180726,0,0,0,0,0,0,0,0,0,0,0.102847044149314,0,0,0,0.0295517173423307,0,0,0,0,0,0,0.205960322035631,0,0,-0.0064247611560904,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0409891363541387,0,0,0,0,0,0,0,0.122441101057631,0,0,0,0.105698357574597,0.0857992796116926,0,0.0792674111323502,0,0,0,0,0.122843935403826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116847971685585,0.0790948819097877,0,0,0.00323843144717855,0,0,0,0,-0.0328092174195057,-0.00676498405599912,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.012081223920918,0.0266997049667348,-0.0197752676526506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232228355047601,0,1.00857290282742,0,-0.0408571344024545,0,0,0,0,0,0,0,-0.101219821100622,0,-0.0138377169456733,0,0,0,-0.0412440891614134,-0.0106647997129298,0.0222946740099781,0,-0.0679118378233661,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.112442051826943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218797814545612,0,0.113327826264974,0,0,0,0,0.0482592658627086,0,0.0938551915744616,0,0,0,0,0,0,0,0,0,0,0.019330384817063,0,0,0,0,0,0,0.0255052655355985,0,0,0.00968193661653696,0,0,0,0,0,0
