,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X600688.SH,X600660.SH,X601991.SH,X600547.SH,X600188.SH,X601600.SH,X600886.SH,X600795.SH,X600362.SH,X000898.SZ,X600027.SH,X600111.SH,X601992.SH,X002466.SZ,X600516.SH,X600176.SH,X000709.SZ,X600299.SH,X000629.SZ,X002460.SZ,X600808.SH,X600352.SH,X000825.SZ,X600801.SH,X600339.SH,X300072.SZ,X002110.SZ,X600583.SH,X600426.SH,X600489.SH,X601158.SH,X600219.SH,X000786.SZ,X000553.SZ,X601699.SH,X000883.SZ,X000932.SZ,X000408.SZ,X000301.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.168540958783444,0,0,0,0,-0.0518551974106817,0.0339854696797683,0.0209955375734668,0,0,0.341382658921327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0432879658468041,0.0466403086813421,0,0,0,0.149844488178113,-0.065805309738852,0,0,0,0,0,0,0,0,0,0,0,0,0.334668835537302,0,0.0124263743855201,0.0109222373337239,0,0,0,0,0,0
X600028.SH,0.00535070663117277,0,0,0,0.251250318548212,0,0,0,0,0,0,0,0,0,0,0.0477808887583573,0,0,0,0,0,0,0,0.115978343718247,0,0.285393077467502,0,0,0.00867563050293452,0,0,0,0,0.130917331193466,0,0,0,0,0,0,0,0.0784921936560822,0,0,0,0,0,0,-0.068402881016673,0.0199646362984842,0.0451299918104917,0,0,0,0,0,0
X601088.SH,0.124027738182065,0,0,0,0,0,0,0,0.162198109066001,0,0,0,0.013525603259894,0.235831644722508,0.0560904246184627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0.0837213357880489,0,0,0,0,0,0,0,0.0345652681407643,0,0,0,0,0,-0.0137197810179679,0,0,0,0,0,0,0
X600585.SH,0,0.0216258803239879,0,0,0.114344558481845,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0668154563606005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369425238861358,0,1.73472347597681e-18,0,0.130926018330888,0,0,0,0,0.18750330441405,0,0,0,0,0,0,0,0,-0.000476253535932455,0,0,0,0,0,0
X600019.SH,0,0.0747824843149342,0,0.168429547298128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.523754428891588,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188679065733739,0,0,0,0,0,0,0,0,0,0,0,0,0.0210036555220314,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0191203729486216,0,0.121712067033657,0,0,0,0.769279372624587,0,0,0.0532783380591412,0,0,0,0,-0.067781279925211,0,0,0.10734490394423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109518821291754,0.0218782689786191,0,0,0,0,0,0
X600309.SH,0,0,0,0.122713644734256,0,0,0,-0.317974803708857,0,0,0.357103386103334,0,0,0,0,0,0,0,0,0,0,0,0,0.241386914874161,0,0,0.0951700732211758,0,0,0,0,0.133420240108838,0,0,0,0,0,0.0727770864017779,0,0,0,0,0,0,0,0.0518811864652395,0,0,0,0.0186758812743411,0.0282476174207818,0,0.269564804549283,0,0,0,0
X600010.SH,0.15771504029058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119397990031193,0.0781111295730478,0.150038337426292,0,0,0,0.00292595335554133,0,0,0,0.0384933971892594,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.117572526576253,0,0,0,-0.00341031441709608,-0.0499352337293566,0,0,0,0,0,0
X601898.SH,0.127180041889678,0,0.238578210789487,0,0,0,0,0,0,0,0,0,0,0.148645751824512,0.171927626424487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.161859256399584,0,0,0,0,0.123930195258418,0,0,0,0,0,0,0,0,0
X600688.SH,0.241864623945427,0.0122230732756457,0,0,0,0,0,0,0,0,0,0,0,0,0.0135690539288421,0,0,0,0,0,0,0,0.016435074229652,0,0,0,0,0,0,0.0936692007162843,0,0,0,0,0,0,0.0769390295542255,0.0240137914563954,0,0,0,0,0.0777519643242184,0,0,0,0,0,0,0,-0.00717280827623485,0,0,0,0,0,0
