,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X600688.SH,X601600.SH,X601991.SH,X600886.SH,X600027.SH,X002075.SZ,X600157.SH,X600362.SH,X600111.SH,X600188.SH,X600583.SH,X601158.SH,X601992.SH,X000539.SZ,X000027.SZ,X600309.SH,X000898.SZ,X000709.SZ,X000883.SZ,X600352.SH,X600021.SH,X600660.SH,X000792.SZ,X600022.SH,X002470.SZ,X600098.SH,X000629.SZ,X600307.SH,X600808.SH,X600160.SH,X600863.SH,X600489.SH,X600623.SH,X600578.SH,X601918.SH,X600612.SH,X600547.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.781504224293237,0.0737222315317742,0,0,0,0,0,0,0,-0.0494540189291305,0,0,0,0,0,0,0,0,0,0,-0.0691993893778904,-0.00354653287808575,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,3.46944695195361e-18,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0390477145294714,0,0,0,0,0,-0.0116229360173359,0,0.0502224119602988,0,0,0,0
X600028.SH,0.496563173611409,0,0.17201000044822,0,0,0.0938478277132929,0,0,0,0.0156954526959954,0,0,0,0,0,0,0,0,0,0,0.0296525390151882,0,0,0,0,0,0,0,0,0.0803398504374278,0,0.0262040531393075,0,0,0,0,0.0192184418961575,0,0,0,0,0,0,0,0,0,0,0,0,0.0195158897250671,0.146150301904553,0,0,0,0,0
X601088.SH,0,0,0,0.0902774226987448,0.319767062658043,0.00321529980973169,0.0268097642503475,0,0,0,0,0,0,0,0,0,0,0,0,0.0951349349527327,0,0,0,0,0.055487881027072,0,0,0,0,0,0,0,0,0.140171126287354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00177136682422374,0,0,0,0,0,0
X600011.SH,0,0,0.0491910112245802,0,0.0337627306446924,0,0,0,0,0,0,0.220786221596853,0,0.299202520438688,0,0,0,0,0.283790718304248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0
X600010.SH,0,0,0.00643238825563718,0,0,0.0208793068477293,0,0,0,0,0,0,0,0,0,0,0.0451857749549365,0,0.325198383887944,0,0,0,0,0,0,0,0,0,0,0.10893144324651,0,0,0,0.084914662254907,0,0,0,0,0,0,0,0,0,0,0,0.105267314017569,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0.169472994584394,0.0983130175350951,0,0,0,0.0213256708597686,0,0.0589492658067569,0,0,0,0,0,0,0,0,0,0.161168656479044,0,0,0,0,0.0643262755441815,0,0,0,0,0.144393310084652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0247854927291457,0,0,0,0,0,0,0
X600585.SH,0,0.0204012048781578,0,0,0.0511151994316919,0.108126275083927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31780277958508,0,0,0,0,0,0.273622666590668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.225132650578103,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.0735927215377608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243312033913619,0,0.214300508638114,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.162462899874556,0.108521829807744,0,0,0,0,0,0,0,0.024568784692357,0,0.0634003301543183,0,0.0399643240552583,0,0,0,0,0,0,0,0,0.00424219765459825,0,0,0,0,0.0159373451655142,0.0102596580565377,0.182869058458288,0,0,0.153068536701331,0,0,0.0296800514554744,0.0978145406351531,0,-0.000370724039426392,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242486381732708,0,-0.185487370141405,0,0,0,0.213617927771853,0,0,0,0.296734414332355,0,0,0,0,-0.156187438868793,0,0,0,0,0,0,4.33680868994202e-19,0,0,-0.0450016729531936,0,0,0.0330289667529088,0,0.299308040395509,0,0,0,0,0,0,0,0,0,0,0,0
