,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X601600.SH,X600309.SH,X600011.SH,X601898.SH,X002466.SZ,X601992.SH,X600688.SH,X600795.SH,X600362.SH,X600188.SH,X600111.SH,X002460.SZ,X601991.SH,X600660.SH,X600547.SH,X600516.SH,X300072.SZ,X000792.SZ,X600886.SH,X000898.SZ,X000709.SZ,X600157.SH,X600027.SH,X000408.SZ,X000807.SZ,X600219.SH,X600339.SH,X600489.SH,X600549.SH,X000959.SZ,X600808.SH,X000983.SZ,X000723.SZ,X600352.SH,X002092.SZ,X002271.SZ,X601158.SH,X000553.SZ,X000883.SZ,X000630.SZ,X600299.SH,X600008.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0286511295642968,0,0,0,0,0,0.0311343439541074,0,0,0,0.0374498889359223,0.00106734414122057,0,0.0648314234849389,0,-0.017842537080574,0,0,0,0,0,0,0,0.025871961993847,0,0,0,0,0,0,-0.0208941043296658,0,0,0,-0.00505302023430665,0,0,0.0460324716490399,0,0,0,-0.0163676222711957,0.00078310882705786,0,-0.00667930188570517,0.0111958943025346,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.154197868612234,0,0,0.0250144135707563,0,0,0,0,0,0,0,0.000855645815824604,0,0.0264201933957079,0,0,0.0343221235857035,-0.00263400114060909,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0320949621898167,0,0,0,0.122341457525766,0,0,0,-0.0835315073512033,0,0,-0.0548556762944319,-0.0104204688238736,0,0,0.000146265477817527,0.0142810764495301,0,0,0,0,0,0
X601088.SH,0,0,0,0.170248598644764,0,0,0,-0.0215248932384524,0,0,0,0,0,0.750733114048023,0,0,0,0,0,0,0,-3.46944695195361e-18,0,-0.0139127230946641,0,0,0,0,0,-0.0656848755480738,0.031270843162693,0,0,0,0,0,0.00839468880683854,0,0,0,0.0868809565241073,0,0,0,0,0,0,0,0,0,-0.0216156235979733,-0.00395871897946368,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0080257701000553,0,0,0,0,0,0,0,0,0,0.0161301543841257,0,0,0,0,0,0.0347911569895993,0,0,0.0968921529694824,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.403156132913466,0,0,0,0,0,0,0,0,0,0,0,0,-0.0465251000660127,-0.033059267022103,0.01619261450961,0,0,0,0,0,0
X600585.SH,0,0.0456902405826272,-0.177223530082043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0294854789238202,0,-0.106190031897153,0,0,0,0,0,0.139017138619835,0.230946371071934,0,0,0,0,0,-0.0347522831755299,0,-0.1612081884284,0,0,0.0182612530363008,0,0,0,0,0,0,0,0,-0.0403088630501498,0.0400514412368846,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261057094959989,0,0.0363982212152332,0,0,0,0,0,0,0,0,0.101747672551849,0,0,0,0,0.0572137620741415,0,0,0,0.16472578625472,0,0.0838914127578166,0.0818559393019292,0,0,0.152471209101142,0,0,0,0,0,0,0,0,0,-0.00538691906074256,0.0158754960433945,0,0,0,0,0,0
X601600.SH,0,0,0,0.0494079785391394,0,0.21974617373093,0,0,0,0.222447953780771,0.170191308132722,0,0,0,0,0,0,0,0,0,0,0.124196992504824,0,-0.0299755171598211,0,0.00438275868891621,0.0524976376101203,0,0,0,0.120831000853014,0,0,0,0.1258033607361,0,0,0,0,0,0.0190216695786453,0,0,0,0,0,0,0,0,0,-0.0185632678350842,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1789562364758,0,0,0,0,0.0486424690753369,0,0.0488188664926514,0,-0.11640773114483,0,0,0,0,0,0,0,0.0962500238942189,0,0,0.0352930826301287,0,0,0,0,0,0.0486536482534184,0,0,0,0,0,0,0,0.133251548904396,0,-0.016415883100896,0.0199909244572639,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0336307833664655,0,0,0,0,0,0,0.0772517623325922,0,0.00530708880245127,0,0,0,0,-0.0347155983607726,0,0,0,0,0,0,0,0,0,0,0,0,0.00783191661087248,0,-0.05063592615667,0,0,0,0.0560032492563829,0,0,0,0,0,0,0,0,0,0.0193168819506977,0,0,0,0,0,0,0
X601898.SH,0,0,0,0.0688573279512507,0,0,0.00572264968342093,0,0,0,0,0,0,0,0.138797221357579,0.0169909954555165,0,0,0,0,0,0,0,0,0,0.253536791204833,0,0,0,0,0,0,0,0,0.109448221499467,0,0,0.139381661048598,0,0,0,0,0,0,0,0,0,0,0,0,-0.000306411891638173,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.579548238050594,0,0,0,0.0978925800370134,0,0.00998933368749729,0,0.0519132428397591,0.0377544411053671,0,0,0,0,0,0,0,0.104831677245728,0,0,0,0,0,-0.0669714453504449,0,0,0,0,0,0,0,0,0,0.0527456100504843,-0.0224198448706843,0,0,0,0,0,0
X601992.SH,0,0,0,0,1.73472347597681e-18,0.205003649449451,0,0,0,0,-0.0736416652739664,0,0,0,0,-0.0499278023859394,0,0,0.0847721594796596,0,0,0.000360539620839147,0,-0.0308411891864981,0,0.169939754418948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543070593783728,0,0,0,0.593670735378012,0,-0.0626620948136637,-0.0172037376952169,0,0,0,0,0,0,0
