,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600886.SH,X600010.SH,X600660.SH,X601600.SH,X600362.SH,X600188.SH,X600801.SH,X600795.SH,X601991.SH,X600352.SH,X600688.SH,X000786.SZ,X600111.SH,X002460.SZ,X600027.SH,X002271.SZ,X601992.SH,X600176.SH,X000723.SZ,X002353.SZ,X002466.SZ,X600516.SH,X000898.SZ,X600583.SH,X600426.SH,X600299.SH,X600489.SH,X000883.SZ,X000709.SZ,X601158.SH,X600219.SH,X600612.SH,X000629.SZ,X000027.SZ,X000553.SZ,X000825.SZ,X000630.SZ,X600808.SH,X000792.SZ,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0196874095473595,0.153385746696135,0,0,0,0,0,0,0.0233426422715202,0,0,0.176889624503615,0,0,0,0,0,0,0,0,0,0,-0.0161248216135427,0.0646737070049311,0,0,0,0,0.0657973719326623,0,0,0,0,0,0,0,0,0,0,0,-0.024047985075174,0.00172929426873316,0,0,0.00438334951973317,0,0,0,-0.0281615926367521,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0101390400047521,0.142694400627372,-0.0153123295878264,0,0,0,0,0,0,0,0,0,0,0,0,0.00801995618539488,0,0.116071701150623,0,0,0,0.0543571754457146,0,0,0,0,0.00934344455767061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197270192568974,0.0337540303151451,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.565589217017197,-0.0330798836094928,0,0.00381070664537987,0.0705921342637224,0.0859486186195055,0,0,0,0,0,0.0568572504228267,0,0,0,0,0,0,0,0,0,0,0,0,-0.0885696775788357,0.0261708441688981,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0139890169543072,-0.00992678090154253,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.125404506943681,0,0,0,2.16840434497101e-19,0,0.0435048690469282,0,0,0,0,0,0.186561832632412,0,0,0,0,0.14089381930109,0,0,0,0,0,3.46944695195361e-18,0.00107045068183653,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0439537388636554,0,0,-0.0432974542148461,0,0,0,0,0,0
X600309.SH,0,0,0,0.177788135968348,0,0,0.0382713857463002,0,-0.0272282787469103,0,0,-0.192891813865398,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111030431428767,0,0.115067422766536,0,0,0.00447152373217994,0.143270719598802,0,0,0,0,0,0,0,0,0,0,0,-0.139560301056345,0,0,0,0,-0.112710611660283,0,0,-0.0168536366787117,0.0219383065642296,0,0,0,0,0,0
X600019.SH,0,0,0.241339996077961,0,0,0,0,0,0.0458788249285922,0,0,0,-0.0567275826297534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376463906280193,0,-0.00445247174808005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074193565817637,0,0.0139364888111371,0,0.00482098036753441,0,0,0.0260500617590687,0,0
X600547.SH,0,0,0,-0.00421228965868655,0,0,0,0,0,0,0,0,0,0,0,0,-0.0142169315870726,0,0,0,0,0,0,0.0578916674986485,0,0,0,0,0,0,-0.0475501481019356,0,0,0,0,0,1.10580908634143,0,0,0,0,0.0824732759155269,-0.0089466503099514,-0.0537913318954229,0,0,0,0,0.227154667408834,0,0,-0.0502153665473896,0.017972226797382,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,-0.0951784655086453,0,-0.144954277314565,0,0,0,0,0,0,0,0.0768829815911359,0,0,0,0,0,-0.0466762008125011,0,0.18592744804633,0.174238055170987,0,0.0134905411342758,0,0,0,0,0,0.0326854001232572,0,0,0,0,0,0,0,0,0,0,0.0723058252095182,0,0,0,0.126285545058607,-3.46944695195361e-18,-0.14325474487187,-0.0423978359711308,0.0150160614344773,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0.140643941605001,0,0,0,0,0,0,0.520120287462908,0,0,0,0,0.104031536755118,0,0,0.257313602589361,0,0.0269747389893696,0,0,0,0,0,0,0,0.209298683327785,0,0,0,-0.042562177552189,0,0.197439367357846,0.288923791800312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0936134834735224,-0.0345241365974827,0,0,0,0,0,0
X601898.SH,0.212622298345085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.623239727749795,0,0,0,0,0,0,-0.089459862206595,0,0,0,0,0,0,0,0.0800313759655984,0,0,0,-0.209293316965157,0.0124416751852533,0,0,0,0,0,0,0,0,0.100378122514476,0,0,0,0,0,0,-0.0696574665907533,0.0646627929415004,0,0,0,0.00531861946466377,0,0
