,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X600660.SH,X002271.SZ,X000708.SZ,X000301.SZ,X601898.SH,X002466.SZ,X601600.SH,X600547.SH,X600362.SH,X600111.SH,X600188.SH,X600010.SH,X600886.SH,X000786.SZ,X600011.SH,X600426.SH,X600176.SH,X601991.SH,X600795.SH,X600803.SH,X600352.SH,X000408.SZ,X002080.SZ,X000027.SZ,X000932.SZ,X600219.SH,X002353.SZ,X000825.SZ,X000898.SZ,X600489.SH,X300037.SZ,X600315.SH,X600688.SH,X002409.SZ,X000807.SZ,X600801.SH,X000959.SZ,X600399.SH,X000830.SZ,X601699.SH,X600486.SH,X000983.SZ,X600027.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.00679443790038445,0,0,0,0,0,0,0,0.00379591854175729,0.0107566943705439,0,0,0,0.00420771459409445,0.126443050241116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0573548870777124,0,0,0,-0.0396761217682477,0,-0.0408203529741091,0,0,0.0749741358141361,0,0,0,0,0.0247698277265127,0,0,0.00242487485538209,0,0,0,0,0,0,0
X600028.SH,0,0,0.0624826936538834,0,0,0,0.114443462597558,0,0,0.0250065387737573,0,0,0,0,0,0,0,0.0159974512292259,0.0183496402482434,0,0,0,0,0,0,0,0,0,-0.0239427775861294,0,0.00683672036910216,0.0257754651806382,0,0,0,0,0,0,0,0,0,0.104819762039394,0,0,0,0,0,0,0.0437146475920047,0,0,0.00780239695026193,0.0698874565656124,0,0,0,-0.0186624405733998,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162287360777926,0,0,0,0,0.00240165482292847,0.0623125985972914,0,0,0,0,0.041733411510327,0,0,0.00840715688189569,0,0,0,0,0,0,-0.0425920239897893,0,0,0,0,0.0560361381813697,0,0,-2.16840434497101e-19,0,0.0672817369789221,0,0,0,0.0132075349266102,0,0,0,-0.00817846532922176,0,0
X600309.SH,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.0146966805979504,0,0,0,0,0,0.093619821681877,0,0,0,0,0,0.283925814141884,0.0359163788011089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414146422613156,0,0,0.0228068032659331,0,0,0,0.172967369429531,0.0477062011244574,0.108931384781179,0,0,0,-0.0446357293588241,-0.026683767079762,0,0,0,-0.0328379504685116,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181127188505327,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140394645100164,0,0,0,-0.0876242430845593,0,0,0,0,4.33680868994202e-19,0,0,0,-0.105150119570738,0,0.0081843721349764,0,0,0,0,-0.0737382384826906,0.12402312291431,0,0,0,0.023726457923571,0,0
X002460.SZ,0,0,0,0,0,0,0,0.162440017315315,0,0,0.0595475611552147,0,0.451405634989849,0,0,0,0,0,0,0,0,0,0.0671099894370791,0,0,0,0,0,0,0,0.0141988570351265,0.04520234996312,0.110216663325533,0,-0.0707785956351083,0,0,0.193564382378743,0,0,-8.67361737988404e-19,0.176324246658915,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.00671241327319413,0,0,0,0,-0.0242746796124839,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.000727675498237801,0,0,0,0,0,0,0,0,0,0,0.0393158225485474,0,0,0,0,0,0,0,0.226939520151924,0,0,0.188091034723906,0.0937517085552385,0,0,0,0,-0.19334843192273,0.0470344833035979,0,0.0376079212662358,0.171534381938348,0,-0.0125716738922328,0,0,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0894242451683927,0.197182152686911,0,0,0,0,-0.0545747834482472,0,0,0.203196191916237,0,0,0,0,0,0.0128833459096984,0,0.0720497949476663,0,0,0,0,0,0,0,0,0.180325548897577,0,0,0.135874139514429,0,0,0,0,0,0,0,0,0,0,-0.0453764109227582,0,0,0,0,-0.0255293502311233,0,0
X002271.SZ,0,0,0,0.116130328311568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118770574550965,-0.0305226468651189,0.0389072219284022,-0.0949212461444273,0,0,0.0234768916344864,0,0.0396543084693552,0,3.46944695195361e-18,0,-0.0246906558571445,0,0,0,0,0,0,0.137878559962279,4.33680868994202e-19,0,0,0,-0.0233732968082929,0,0,0,0.0352461187204623,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0503414522854368,0.0974433480800404,0,0,0,0,0,0,0,0.0565899723376793,0,0.0998915095748078,0,0,0,0,0,-0.0197098665674656,0,0,0.060356096113492,0,0,0,0.114223698866847,0,0,0.0805714306231139,0,0,0,0,0,0,0,0.0467025631283522,0,0,0,0,-0.0502205928462904,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0.0819368619059181,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0956425284017736,0,0,0.0151371675682519,0.394963570333364,0,0,0,0,0,0,0.00747809692513728,0.0214939191196041,0,-0.0824283115294021,0,0,0,0,0,0,0.0133560235356405,0,0,0,0,0,0.172959085549464,0,0,0,0,0,0,0,0,0,0.0461519276854781,0,0
X601898.SH,0,0,0,0,0,0,0,-0.106491730516018,0,0.154230640497001,0,0,0,0,0,0,0,0.558320742828412,0,0,0,0,0,0,0,0,0,0,-0.0633291632618913,0,0,0,0,0,0,0,0,0,0,0,-0.11193065315896,0.118802883362487,0,-1.0842021724855e-19,0.21027423146426,-0.0996075940070723,0,0.325958648758046,0.277097152764877,0,0,0.0493389381624418,0,0,0,0,0.0312612517327591,0,0
X002466.SZ,0,0,0,0,0,0.290485124711065,0,0,0,0,0.220412086482606,0,0,0,0,0.116832359358955,0,-0.203128516148661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0861048003802307,0,0,0,0,0,0.143064916307766,0,0,0.44066117389091,0,0,0,0,0,0,-0.132178469224465,0,0,0,0,0.00634162892454616,0,0
