,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X601600.SH,X600547.SH,X600886.SH,X600585.SH,X600011.SH,X600795.SH,X000792.SZ,X600362.SH,X600010.SH,X600489.SH,X600111.SH,X600803.SH,X000708.SZ,X600027.SH,X002460.SZ,X000301.SZ,X601991.SH,X600160.SH,X000983.SZ,X600426.SH,X600219.SH,X002466.SZ,X000807.SZ,X601699.SH,X000786.SZ,X000630.SZ,X600985.SH,X600176.SH,X002128.SZ,X000408.SZ,X601168.SH,X000933.SZ,X600096.SH,X000877.SZ,X000883.SZ,X002353.SZ,X600378.SH,X600352.SH,X600995.SH,X600863.SH,X600612.SH,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.365118462437249,0,0,0.322607703528973,0,0,0,0,0,0,0,0,0,0,0,0,0.117314228625208,0,0,0,0.139939012762754,0,0,0,0,0,0,0.140894252502529,0,0,0,0,0.401487743974339,0,0,0,0,0,0,0,0,0,0,-0.171308506708729,0,0,0,0,0,0,-0.016686476934991,0,0,0,0,0,0,0
X600028.SH,0.43647701190209,0,0.0864367113696308,0,0.224686575891929,0,0,0,0,0.0457095128223903,0,0,0,0.131304424438092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0697557407778586,0,0,0,0,0,0,0,0,-0.149749910890166,0,0,0.03535076627606,0,0,0,0,0,0,0,0.0648434459757208,0,0.00222477748941804,0,0.073026627258769,0,0,0.00194317571858278,0,0
X601088.SH,0.113188839284956,0,0,0,0.141916662148654,0.00745575810473544,0,0,-6.93889390390723e-18,0,0,0,0,0.168945703728001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0597756124578432,0,0,0,0,0.113445940963844,0,0.0227818968404279,0,0,0.0913378429293466,0,0,0,0,0,0,0,0,0,0,0,0,-0.0405628335924841,0,0,0,-0.0589797513714474,0,0
X600309.SH,0,0,0,0,0,-0.0712126684324296,0,0,0,-0.0837226206594108,0,0,0,0,0,0,0,0,0,0,0,-0.0406089370468927,0,0,0,0,0,0.31748572957411,0,0,0,0,0,0,0,0,0.262946396726243,0,0,0,0,0,0,0.0558258887443373,0,-0.0445386560381326,0,0,0.262698273732682,0,0,-0.0838543904070383,-0.0290030338645797,0.0472641020130873,0,0,0,0,0
X601898.SH,0,0.0697640590610578,0.641279588361353,0,0,0.111639346657897,0,0,0,0.0542859166857009,0,0,0,0,0,0,0,0.0256983790166615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156787313775091,0,0,0,0,0,0,0,0,0,0.142100587994976,0,0,0,0.0446615780695338,-0.053102754076684,-0.0383617425058152,0,0,0,0,0
X600188.SH,0,0,0,0,0.192114961969021,0,0,0,0,0.0189755519178196,0,0,0,0,-0.214921798368335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175960917176048,0,0,0.693444262258057,0,0,0,0,0,0,0,0,0,0,0,0,0.114739540408427,0,0,0,0.0416337395564548,0,0,0,0,-0.0176258963123946,0,0
X600660.SH,0,-0.0125457619179562,0,0.117048411834924,0,0,0,-0.110859528213204,0,0,0,0,0,0,0,0,0,0,0,0.0851489502757329,-0.376114288528123,0,0.0974286162354361,0,0,0,0,0.341482291228036,0,0,0,0,0.162188713917157,0,-0.0801402854709476,0,0,0,-0.0551444741273283,0,0,-0.330235072813962,0,-0.00950678315600027,0,0,0,0,0,0,0,-0.164567302739651,0,-0.0329819665267264,0,0,-0.113075809432281,0,0
X600019.SH,-1.73472347597681e-18,0.228198511029907,0.0663248450694359,0,0,0,0,0,0,0,0,0,0.180934265106138,0,0.149223352137458,0,0,0.138020572067522,0,0,0.228552585173387,0,0,0,0,-0.0336763904247759,0,0,0.0275924779328088,0,0,0,0,0,0,0,0,0.0450002310893896,0,-0.0184724342017142,-0.124956186912007,0,0,0,-0.0940894669411115,0,0,0,0,0,-0.095929170442246,-0.0171264174626877,0,0,0,0,-0.0156761209145474,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172339946393788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.532625870891415,0,0,0,0,0,0,0,0.355965376633223,-3.46944695195361e-18,0,0,0.185928968074223,0,0,0,0,0.0611001386324541,0,0,0,-0.0226715170855104,0,0,0,0,0,0,0
X600547.SH,0,0,0,-0.0812135502936439,0,0.162517744888346,0,0,-0.156610392362656,0,0,0,0,0,0,0,0,0.614920301051343,0,0,0,4.33680868994202e-19,0,0,0,0.0558618330065125,0,0,0,0,0,0.0762787944991218,0,0,0,0,0.0544014649186453,0,0.227125595968872,0,0,0,0,0,0,0,0,0,0,0,0,-0.00282486159075093,0,0,0,0,0,0,0
