,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X601991.SH,X600688.SH,X600660.SH,X601600.SH,X600886.SH,X600795.SH,X600188.SH,X600027.SH,X600362.SH,X601992.SH,X000898.SZ,X002466.SZ,X600176.SH,X600111.SH,X002460.SZ,X600516.SH,X000709.SZ,X600299.SH,X600352.SH,X600489.SH,X000629.SZ,X600808.SH,X600801.SH,X000786.SZ,X300072.SZ,X600219.SH,X601158.SH,X000825.SZ,X000553.SZ,X000883.SZ,X600583.SH,X000408.SZ,X000792.SZ,X601699.SH,X002271.SZ,X002110.SZ,X000301.SZ,X600339.SH,X000539.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.115754533073545,0.0448198195963633,0,0,0,-0.0421182161616548,0,0,0.216079512199345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353454246578292,0,-0.0865363728648559,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0.234498077570265,0.241988939358871,0,0,0,-0.0249119648278661,0.0790340654550718,0,0,0,0,0,0
X600028.SH,0.513001457011953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0433234399601631,0.0125297729368069,0,0,0,0,0,0,0,0,0,0.00814148341593687,0,0,0,0,0,0,0,0,0,0.373876210145884,-0.0164682889974352,0,0.136505953652275,0,0,0,-0.00962006673340827,0.0961664360355996,0,0,0,0,0,0
X601088.SH,0.374315141601818,0,0,0,0,-0.114402198510687,0,0,0,0,0,0,0,0,0,0,0.0629515135462804,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0787676241947376,0,0,0,0,0,0,0,0,0,0,0.0383633953303806,0,0,-0.0123446296642423,0.153913811967541,0,0,0,0,0,0,-0.00812080177333843,-0.0247464568825622,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.138530192260843,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0555077030176315,0,0.0386136296894048,0,0,0,0,0,0,0,0,0.0219065050864295,0.12756431812081,0.564596701569247,0,0,0,0,0,0,0,0,0,0.161287508167342,0,-0.0212698079261755,0,0,0,0,0,0,0.000759126337240796,0,0,0,0,0,0,0
X600019.SH,0,0.173013326706321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033289644124419,0,0,0,0.493397780871238,0.0740069437987266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0.0101805836661563,0,0,0,0,0,-0.00338237300643588,0.0156660172241031,0,0,0,0.0389047234489597,0,0
X600011.SH,0,0,0,0.077925730993253,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689692044606346,0,0,0,0.0311114697891935,0,0,0.018647026813044,0,0,0,0,-0.235129945419187,0,0,0,0.0468402986051388,0,0,0,0,0,0,0,0,0.0752498678220709,0,0,0,0,0,0,0,0,-0.00312802669581708,0.0524615803070198,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.0153285107252618,0,0,-0.42286084076188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.210083449272103,-0.110334910249402,0,0,0.309430895789548,0,0.132265104852462,0,0.126269676973738,0,0,0,0.592390540427377,0,0,0,0.36418588089993,0,0,0,0,-0.521824780952175,-0.07775909379708,0.167029068621937,0,0.347186592253036,0,-0.238254637956646,0,0
X600010.SH,0.0709972356294566,0,0,0,0,0.00915535562762503,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235267715301729,0,0,0,0,0,0,0,0,0,0,0.136393423713036,0,0.0593007823294515,0,-0.0536381150134259,0.218344922094087,0,0,0,0,0,0,0,0,0,0,0.0303434806680616,0,0,0,0,-0.00704207944502311,-0.00802600649282523,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.00273654228242336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427638562576535,0,0,0.0699167260685615,0,0,0,0,0.492147792841749,0,0,0,0,0,0,0,0.233862775727742,0,0,0,0,-0.0646993121273096,0,0,0.0342209440799568,0,0,0,0,0,0.0122172508775532,0,0,0,0,0,0,0
X601898.SH,0.342382361314796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118489591417515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300850541975666,0.052432889269908,0.0207736934491657,0,0,0,-0.00777427936215547,0,0,0,0,-0.00391375539726885,0,0
X601991.SH,0.0104584177346997,0,0,0,0,0,0,0,0,0.185399209878095,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.0860997976462684,0,0,0,0,0,0,0,0,0,0,0.0388595638902038,0,0,0,0,0,0.0464692317126545,0,0,0,0,0,0,0,0,0,0,0,0,-0.0209224558791909,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.34901256865164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00203047378671751,0,0,0,0.366983319677177,0,0,0,0,0,0,-2.16636866349339e-06,0,0,0,0,0,0,0,0,0,0,0,0.0353656836099867,-0.005924407192747,0.0212576682348579,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,-0.00577223588740776,-0.0852310188535574,0.18153031477716,0,0,0,0,0.201459773310319,0,0,0,0,0,0,0,0,-0.0744343202169596,0,0,0,0,0.0739425415020447,0,0,3.46944695195361e-18,-0.041772022291484,0,0,0,0,0,0.147288690249234,0,0.116865611539679,0,0.212431943169132,0,0,0,0,0,0.0918445122701195,-0.00955688195013876,0.0769678920930973,-0.163413436546545,0.079349717900755,0,0,-0.0470967579702525,0
X601600.SH,0,0,0,0.148159327051124,0,0,0.030434911862782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142700721370113,0,0.0894839426525636,0.0906795812358313,0.125196770308504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227366952548631,0.0142672821627509,0,0,0.101484954216664,0,0,0,-0.00337176563788653,-0.0632983216262242,0,0,0,0,0,0
X600886.SH,0,0.0496334108352324,0,0,0,0.0472915863841592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172024790324254,0.0238663069998378,0,0,0,-4.33680868994202e-19,0,0,0.147830225014559,0,0,0,0,0,0,0,0,0,0,0,0.0334663415849156,0,0,0,0,0,0,0,0,0,0,0,0.0124846272249233,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0668563706116137,0,0,0,0,0,0.124998859404127,0,0.133071675223846,0,0,0,0.100208440006414,0.00038390864183374,0.0263672269058295,0.00900817646186565,0,0,0,0,0,0,0,0,0,0,0,0.00157978680378022,0,0,0,0,0,0,0,0,0,0,-4.56593267183933e-05,-0.0214968855942412,0,0,0,0,0,0
X600188.SH,0,0,0.604895801970721,0,0,0,0.0944750647289035,0,0,0,0,0.374975928636217,0.334870545667759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00842359702126273,0,0,0,0,0,0,0,0.121671515480903,0,0,0,0,0,0,0,0,0,0,0,0,-0.0099319622931516,0.0106672870241195,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.335699877404529,0,0.0713784400821547,-0.11161640611578,0,0,0,0,0,0,0,0,0,0,0,0.0474373471086008,0,0,0,-0.00929223462341009,0,0,0,0,0,0.0607870058654359,0,0,0.0152429245241559,0,0,0,0,0.113031437470979,0,0,-0.138016411131214,0,0,0,0,0.106776087180323,0,0.211095283613822,0,0,0.00990878597139884,0,-0.372119420150158,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0886033965369319,0,0,0,0,0,0.0922325888777038,0,0,0,0,0,0.00512865487654625,0,0,0,0,0.0370738852867468,0.19555935735373,0,0.0394034346435366,0,0,0.0218104297164233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0620809966646834,0,0.0418023524682401,0,0,0,-0.0118923729384579,-0.0200286307944563,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0.0325343381013838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070836751880259,0,0,0,0,0,0.0540900711735446,0,0,0,0,0.0770231489267013,0.0918015913991322,0,0,0,0.0448248286487564,0,0,0.243280402610354,0,0,0,0.118053350622952,0,0,0,0,0,0,0.00788299312219486,-0.0654502276927439,0,0,0,0,0,0
X000898.SZ,0,0,0,0.045333256955283,0.476844240110836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274357798490216,0,0,0,0,0,0,0,-0.120891689397703,0,0,0,0.36149124023277,0,0.128485517442509,0.055517992039949,0,0,0,-0.0780588753917159,0,0,0,0,0,0,0,0.0514454788884819,0,0,0,-0.137730272546559,0.00642908249656345,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0.0361124191175627,0.0762823991376525,0,0,0,0,0,0.0811744494769342,0,0,0,0,0,3.46944695195361e-18,0,0,-0.0392519973923735,0,0,0,0,0.585045889896208,0.206739011208103,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,-0.0180557390431516,0.0139958666681292,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0484821860317944,-0.0293678923185448,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,-0.0293512336488979,0.0745051384587539,0.378914208429142,0.0719072892787577,0.208358352593946,0,0,0,0.21560126162561,0,0,0,-0.0364953428953715,0,0,0,0,0,0,0,0,-0.00541712722769805,-0.0668867789223269,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231980264319887,0,0,0,0,0,0.262765203061067,0,0,0,0,0,0,0,0,0,0,0,0,0.203755369547268,0.0428868978336317,0.304260951583554,0,0,0,0,0,0,0,-0.0561786233784851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,-0.171886772971248,0,0,0,0,0,0,0.0285959079416442,0,0,-0.0227472004727008,0,0,0,0,0,-0.0118594038127043,0,0,0,0,0.912013664547444,0,0,0,0,0,0,0,-0.0435503587993404,0.0725147431975003,0,0,0.0961490605633349,0.0862220334840134,0,0,0,0,0,0,0,-0.040349445918136,-0.0896287194222579,0,-0.11834907322597,0,0,0,0,0,0.00539822971563643,-0.0451023556256936,0.0522995951817929,-0.143192921466509,0,0,0,0
X600516.SH,0,0,0,0,0,0,0.0514571060391264,0,0,0,0,0,0,0.164110958522371,0,0,0,0,0,0.0252670569039438,0,0.072225994205723,0,0,0.242424276544457,0,0.188201232358359,0.075499140240363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26888386849842,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000709.SZ,0,0.0991802334243509,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0110012259424335,0,0,0,0,0,0.232646266699939,0,0.00504318944432877,0,0,0.0627726141085988,0,0,0.0460942324887531,0.11520750088528,0.0452322505543815,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,-0.00956187585513787,0,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0.1111675095479,0,0,0,0,0.0298498848489433,0,0,0,0,0,0,0,0,0,0,0,0,0.0221072379194195,0,0,0,0,0,0.101607091266888,0.241092585595385,3.46944695195361e-18,0,0.162391842051961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00143849905889126,-0.113157190496558,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0.0103597055463068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124392887981909,0.293831463204266,0,0,0,0,0,0.00725031361004647,0,0.0806535901553844,0.0130631959149137,0,0,0,0,0,0,0,0,0,0.123720161197456,0.0251231250266342,0,0,0,0,0,-0.0110309568722571,-0.0157584104467737,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,-0.058197321101956,0,0.755685692417521,0,0.0261935101817255,0,0,0,0,0,0,0.204726261176306,0,0,0,0,0,0,-0.0609751142424287,0,0.0305300418982689,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.0324952432827747,0,0.0117817685964317,0,0,0,0,-0.00890902372130918,-0.0203465105171312,0,0,0,0,-0.0196629388127186,0
X000629.SZ,0,0,0,0.237182633654582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265259245826123,-0.136075280757131,0.0893847593683303,0,0,0,0,0,0,0,0.229948576075249,-0.123232112619765,0.221556839595904,0,0,0,0,0,0,0,0,0.4644954877102,-0.0648006066253265,0,0,0,0,0,0.0878146329878222,-0.0358936636230108,0.0102660227815124,0,0,0,-0.0898180180770749,0,0
X600808.SH,0,0,0,0,0,0,0,0,0,0,-0.044293137786726,0,0.025668932430957,0,0,0,0,0,0,0,0.327588686214006,0,0,0,0,0,0,0,0.0361792509477287,0,0,0,0,0,0,0,0,0,-0.168272711945199,0,-0.0901305884838437,0,0,0,0,0.604739479181005,0,0,0,0,0,-0.00194922157174354,0,0,0,0,0,0,0
X600801.SH,0,0,0,0.483119461291287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00851052968791369,0.0492311707902847,0,-0.0786402784886294,0,0,0,0.199778479508277,0,0,0,0.183254827942729,0,0,0,0,0.384059081823642,0,0,0,-0.0189110556190296,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.071749695666407,0,0
X000786.SZ,0,0,0,0,0,0,0.00546597119023125,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.347090602245786,0.177406059773692,0,0,0.104662068864097,0,0,0,0,0,0,0.138851763139018,0.07913589859972,0.128151936791901,0,0,0,0,0,0,0,0,0,0,0,0.339971166258867,-6.93889390390723e-18,0,0,0,0,0,-0.0230320163841348,0,0,0,0,0,0,0
