,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X601600.SH,X600309.SH,X600011.SH,X601898.SH,X002466.SZ,X600660.SH,X600688.SH,X600795.SH,X601992.SH,X300072.SZ,X600362.SH,X002460.SZ,X600188.SH,X601991.SH,X600547.SH,X600111.SH,X600886.SH,X600516.SH,X000898.SZ,X000709.SZ,X000792.SZ,X600157.SH,X600027.SH,X000786.SZ,X000408.SZ,X600176.SH,X600339.SH,X000959.SZ,X600219.SH,X600489.SH,X000723.SZ,X000553.SZ,X002271.SZ,X600352.SH,X600808.SH,X601158.SH,X000807.SZ,X000883.SZ,X002092.SZ,X000983.SZ,X000630.SZ,X600549.SH,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,-0.00168299961346244,0,0,0,0.0404161610696475,0.142629035620998,0,-0.0126441637809335,0,0.0774520497283324,0.0156260067996857,0,0,0,0,0,0,0,0,0,0,0,0,-0.0812595328726001,0,0,0,0,0,0,0.0266809820593896,-8.67361737988404e-19,0,-0.0658113805304281,0,0,0,0,0,0,0,0,0,0,0.00627563757248064,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0467382187025054,0,0.00268571019413078,0,0,0,0,0,0,0,0,-0.0259821464224634,0,0,0.0258890087998694,0,0,0.000354733294878501,0,-0.00509227690095319,0,0,0,0,0,0,0,0,0.000701892537141078,0,0,0,-0.00886258677406068,0.0251539335722744,0.0588588889275381,0.0213558741799552,-0.0143609591356835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,-0.0350967909104084,0,0,0,0,0,0.741504557024042,0,0,0,-0.0237334999307266,0,0,0,0.138476769182192,0,9.61784192077811e-05,0,0,-0.0540233074285413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0670486096003706,0,0,0,0,0,0.023863390320329,-0.0349381414781225,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.069322607700668,0,0.0610300389759858,-0.00940810648708761,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180947824287576,0,0,0,0,0,-0.0955527766879209,0,0,0.305919605019768,0.0410783937459463,0,0,0,0,0,0.148609153809661,0,0,0,0,0.00189546071321857,0,0.0560539874262598,0,-0.128830517415687,-1.73472347597681e-18,-0.041434701054936,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,-0.0109802712322531,0.0896310010527574,0,0,-0.0107470758699439,0,0,0,0,0,0,0,0,0,0,0.00415292832782779,0,-0.095975247397881,0,0.0075661096648993,-0.0940402742201154,0,0,0.12343943829908,0,0,0,0,0,0,0,0.0045267763929092,0,0,0,0,0.12172165198353,0,0,0,0,0,0,-0.106453817917898,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.0308487801207719,0.0855193363374479,0,-6.93889390390723e-18,0,0,0,0,0,0,0.0246811595161526,0,0.154939509929678,0,0,0.0636315975574421,0,0,0,0.0569027186354288,0,0,0,0.0425377550347573,0,0,0,0,0,0,0,0.0878564709489215,0,0,0.0932794963233766,0,0,0,0.135820267158266,0.109720839424318,0,0.100030551831739,0,0,-0.00110050514705945,0.00635172846970341,0,0,0,0,0,0
X601600.SH,0,0,0,0.22838788790552,0,0.350123863788548,0,0,0,0,0.0266139478772667,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,-0.0366904144995794,0,-0.0293974498893867,0,0,0,0,0,0,0,0.107439126756605,0,0.102536603897721,0,0.0516924495490814,0.058948809153598,0,0,0,0,-0.0215324526328753,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.437841618048349,0,0,0,0,-0.0344347806777967,0.432569393370776,0,0,0.214835232690421,-0.177871808503003,0,0,0,0,0,6.93889390390723e-18,0,0.0645214056981231,-0.0601565026107259,0,0,0,0,-0.0781305952769372,0,0,0,0,0,0,0,0,-0.343274883165634,0,-0.0426999020055552,0,-0.156901898597978,0,0.170521562405571,0.101582128016055,0,1.38777878078145e-17,0,0,0,0.0437934079828084,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106129779731087,0,0,0,0,-0.012732912096653,0,0,0,0,0,0.0183242862305569,0,0.0101858540644382,0,0,-0.0200011524085018,0.0401639167210722,0,0.0712935139617823,0,0.0754834671406108,0,0,0,0,0,0,0,0,0,0,-0.0186123301188965,0.0201994313982091,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0452432671179835,0,0,0,0,0,0.0252261142275101,0,0,0,0,0.104499184859621,0,0.328994442997639,0,0,0,0,-0.0203050447627014,0.177023868482748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0648053448034621,0,0,0,0.00582177694536196,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.550864309927749,0,0,0,0,0,0,0.0310765453033842,0,0,0,0,0,0.0787405556385307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0876983136646341,0,0,0,-0.0174407615767272,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.134767155323309,0.0348474641333505,0,0,0,0,0,0,0,0.0818905622106625,-0.0719626108940507,0,0,0,0,0,0,0.0110520369213232,0,0,0,0,0,0.0753198667596765,0,0,0,0,0,0,0,0,0,0,0,0,0.0146859903307964,0,0,0,0,0,0,0,-0.096268382801773,0.0845585661316088,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0.128387474046532,0,0,0,0,0,0,0,0,0,0,0,0,-0.120590528845486,0,-0.0714593894661553,0.0663484743051155,0,0,-0.0421180814938261,-0.188838284466974,0,0,0,0,0,0,0,0,0,0.0215935158073314,0,0.071147233462295,0,0,0,0,0,0.241019944681667,0,-0.039193793749255,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0341559720444492,0,0,0,0,0,-0.075297679791706,0,0,0,0,0,-0.3886341935183,0,0,0,0,0,0,0,0.102028179088919,0.153991266320389,0,0,0,0,0,0,0,0,0,0,0.15791403164452,0,0,0.0321675934632423,0.0208128595950005,0,0.099428643306348,0,0,0,0,0,0,0.0341379921065356,0,-0.0234754899078512,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0.0729067466193463,0,0.0864004183928735,0,0,0,0,0,0,0,0,0,-0.0692928910044373,0,0,0,0,0,0.0679936243039211,0,0,-0.0118018449174944,0,0,0.074271676878322,0,0,0,0,0,0.0781278127458841,0,0.247538660365194,0,0,0,0,-0.0332284226459975,0,0,0,0,0,0,-0.104638490522505,0,-0.036548697568794,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0.26439313497122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352774045289547,0,0,-0.115742765689489,0,0,0.0811065924279096,0,0,-0.204386903037712,0,0,0,0,0.0952972433573624,0,0,0,0,-0.045457949214209,0,-0.120411591464574,0,0,0,0,0,-0.0426784064425681,0.109642096435983,-0.0930180940230696,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289423943444663,0,0,0.067368690045024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0201953577046057,0.584987730601137,0.0238378404564028,0,0,-0.0348965481478914,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0.0939591372542948,0,0,0,0,0,0,0.591895699548888,0,0,0,0,0,0,0,0,0,-0.000689033913702828,0,0,0,0,0,0.0373864848202109,0,0,0.00906496837438824,0.135328989319398,0,0,0,0,0,0,0,0,0.266545907366114,0,0,-0.0486755259642918,0,-0.160253062906971,0,0,0,-0.125321886095342,0,0.00917499587253133,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.0720534212881475,0,0,0,0,0,0,0,0,0,0.189473272747995,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176568684540136,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135558210155815,0.414311384911696,0,0.0497823870182989,0,0,0,0.0240304429726975,0,0,0,0,0,0
X601991.SH,0,0,-0.0419685022318733,0,-0.00151631915206045,0,0.139387098993567,0.049670876458185,0,0,0.0185509116087735,0,0,0,0,0,-0.0329129758995263,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0200457169604956,0.212556348724165,0,0,0,0,0.0389047184133084,-0.0393002311519173,0,0,0,0,0,0,0,0,0,0.137487363256412,0,-0.0190769375168119,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,-0.105354366405917,0,0,0.0947296372142059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440512625633647,0,0,0,0,0.552395765769087,0,0,0,0,0,0,0.0156586325250753,0,0,0,0,0.0146272767182337,0,0,0,0.000230749643064064,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,-0.24997207416562,-0.038095956859976,0,0,-0.171559120630143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219971579446222,-0.0451698550643132,0,0,0.0290633065699952,0.214582197469258,0,0,0,0,0,-0.0833945991915433,0,0,0.0312246092560565,0,0,0,0,0,0.123071017581412,0,0.803516515575324,0,0,-1.0842021724855e-19,-0.0555910553525581,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.0316013816149104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0814390184003447,0,0,0,0,0,-0.00482399598043071,0,0,0,0.0186942973225849,0.0423666495050592,0,0,-0.0542873709275124,0,-0.0555861444427925,0,0.0812901071915267,0,0,0,0,0,0,0,0,0,0,-0.116487659110264,-0.0357705193153959,0.0302737008595772,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,-0.276145140229164,0.241096079308289,0,0,0.200697630791217,0.276196451334203,0,0,0.253305222672702,0.0781960564878386,0,0,0,0,0,0.26657970499334,0,0,0,0,0,0,0,0,0,0,0,0.635963669382902,0,0,0.297907524159484,0,0,0,0,0,0.417269691526881,0,0,-0.550654793810492,0,0,0,0.295415209142418,-0.0622149534542317,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0.203187019618329,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0139966669094632,0,0,-0.014345365088388,0,0,0,0,0,0,0,0,0,0,0.617833849845144,0,0,0,0,0.0296564304981182,0,0,0,0,-0.0328684160604971,0,0,0,0,0,0,0
