,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600660.SH,X600010.SH,X600886.SH,X601600.SH,X600362.SH,X002460.SZ,X600801.SH,X600188.SH,X002466.SZ,X600352.SH,X600795.SH,X000786.SZ,X601991.SH,X600688.SH,X002271.SZ,X600111.SH,X600176.SH,X601992.SH,X002353.SZ,X000723.SZ,X600027.SH,X600583.SH,X600426.SH,X600516.SH,X600299.SH,X000898.SZ,X600489.SH,X600612.SH,X600219.SH,X601158.SH,X000709.SZ,X000883.SZ,X000792.SZ,X000553.SZ,X000630.SZ,X000027.SZ,X000629.SZ,X002080.SZ,X000825.SZ,X600808.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0714831963262251,0,0,0,0,0,0,0,0,0.0295255039588254,0,0,0,0,0.200784427774869,0,0,0.00610722632065292,0,0,0.0068730614934539,0,0,0,0.0256326245176503,0,0,0.194809023525066,0,0,0,0,0,0,0,0,0,0,0.00265192249015139,0,0,0,0,0.00603361538002295,0,0,0,0,0,0
X600028.SH,0.144042361290516,0,0,0,0,0,0,0,0,0,0.0871780045480087,0,0,0,0,0,2.16840434497101e-19,0,0.0207635830678282,0,0,0,0,0.214148789178034,0,0,0,0,0.0520175655168961,0,0.00498649100730374,0,0,0,0,0,0.0383795698216052,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0126195375059429,0.00388371480774699,0,0,0,0,0,0
X601088.SH,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0667354513996846,0,0,0,0,0,0,0.0533835730519925,0.232896682241577,0,0,0,0,0,0,0,0,0,0,0,0.08303109973474,0,0,0,0.019053871627774,0,0,0,0,0,0,0,0,0,0.0439559516464482,0,0,0,0,0,0,0,-0.00158879145120203,0.00141859578017484,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.154942766537221,0,0,0,0,-0.0568069178027358,0,0,0,0,0,0,0.359415555992733,0,-0.0183952452654668,0,0,0.0408124980252023,0,0,0,0,1.73472347597681e-18,0,0.0241122467831597,0,0,0,0.0486963997058237,0,0,0,0,0,0,0,0,0,0.0347233422169261,0,0,0,0,0.111448330567472,0,0,0,0.0202555702433961,-0.0164601916033467,0,0,0,0.028156096429065,0,0
X600309.SH,0,0,0,0.0964416351505288,0,0,0,0,-0.0413061714965049,0,0,0,0,0,0,0,0.250749978932115,0,-0.016389927783249,0,0,0,0,0,0.00259432646864816,0,0,0,0,-0.278156226509612,0,0,0,0.152016638961776,0,0,0.138316724731438,0,0,0,0,0,0,0,0,0,0,0.0613829894790538,0,0,0,-0.0138370586720416,-0.022942322195499,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.044404021813934,0,0,0.0855600027253761,0,0,0.166643435717992,0,0,0.0500496149643238,-0.0010005331716157,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0.0119962672728023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172973391638188,0.0237616919351736,0,0,0,0.0399367133163671,0,0
X600547.SH,0,0,-0.045040069678734,0,0,-0.141631195779286,0,0,-0.0726388341766829,0,-0.00102307178085396,0,0,0,0,0,0,0,-0.123507568631989,0,0,0,0,0,0,0,0,0,0,-0.0504768721321267,0,0,0,0,0,0,0.841174638388487,0.208402675097164,0,0,0,0,0.0560599572989991,0,0,-0.116101562093233,0,-0.0628980917753415,0,-0.072458475976153,0,-0.0416496030654979,0.0466699005269873,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,-0.189012302701797,0,0,0,0,0,0,0,0,0,-0.0753000836481083,0,0.272836690399233,0,0,0.10008266900394,0,-0.0279129900225562,0.145715456727945,0.0585023308349177,0,0,0.491798996463879,0,0,0,0,0,-0.162413535639687,0,0,0,0,0,0,0,0,0,0,0.028305192782207,0,0,0,0,0,0,0,0,-0.00614664301087036,0,0
X000708.SZ,0,0,0,0.19586264719893,0,0,0,0,0,0,0,0.468375041391207,0,0,0,-0.21426540502911,0,0,0.0203400285636419,0.110459221891434,0,0.396623569098377,0,0,0.0351082782082302,0,0,0,0,0.270584084634223,0,0,0,0,0.13547031206045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0447579850535104,0,0
X601898.SH,0.117358578881888,0,0,0,0,0,0,0,0.03626923650393,0,0,0,0,0,0,0.0214821486326866,0,0.411659135838827,0,0,0,0,0,0,0,0,0.121163920917361,0,0.0336137624272347,0.100151918984888,0,0,0,0,0.0623256814985449,0,0,0,0,0,0,0,0,0.0326131933964269,0,0,0,0,0,0,0,-0.0494353039748112,0.0397182335230415,0,0,0,-0.0596118208999197,0,0
