,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X002460.SZ,X000708.SZ,X600547.SH,X600660.SH,X002271.SZ,X600362.SH,X600011.SH,X601600.SH,X600176.SH,X601898.SH,X600886.SH,X000786.SZ,X600426.SH,X600010.SH,X600188.SH,X002466.SZ,X000301.SZ,X600801.SH,X600352.SH,X600111.SH,X600489.SH,X601991.SH,X600795.SH,X300037.SZ,X600486.SH,X600688.SH,X002080.SZ,X600803.SH,X002353.SZ,X600027.SH,X600219.SH,X600299.SH,X601168.SH,X601992.SH,X000932.SZ,X000898.SZ,X600529.SH,X600399.SH,X002409.SZ,X000630.SZ,X000723.SZ,X000027.SZ,X000807.SZ,X000878.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,-0.0176317378457745,0.0453677765712393,0.0551063668330903,0,0,0,0,0,0,0,0,0.00314500127641813,0,0,0,0,0,0,0,0.00635402205740529,-0.00361067847143752,0,0.00971133222848394,0,0,0,0,0,0.0101977931457815,0,0,0,-0.021055055263248,-0.00601765781808425,0,0,0,0,0,0.0235905412732776,0,0,0,0,0,0,-0.00324612867157038,0,0
X600028.SH,0,0,0,0,0.0225482230714444,0,0,0,0,0,-0.0528596353913046,0,0.00550879571596565,0,0,0,0,0,0.018717809691332,0,0,-0.0239087934055859,0,0,0,0.0542384126259848,0,0,0,0,0,0,0.0653806710439744,0,0,0,0,0,0,0,0,0.154710690422577,-0.0188510400682582,0,0,0,0,0,0,0.0254556045338219,0,0,0,0,0,0,-0.00813022099699866,0,0
X601088.SH,0,0,0,0,0,0.0189600852218569,0,0,0,0,0,0,0,0,0,0.619323328692544,0,0,0,0,0.188481206253265,-0.0146556636289495,0,0,0,-0.0280182455572813,0,0,0,-0.0198292062776518,0,0,-0.00135325755231589,0,0,0,0,-0.0522349714607506,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042444812833017,0,0,0,0,-0.0111184890105934,0,0
X600585.SH,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,-0.0424638621902393,0.108725552145229,0,0,0,0,0,0,0.0259436845097861,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018693240320894,0,-0.0716642891351678,0,0,0,0.051994849443491,0,0,0,0,0,0,0,0,0,0,0.0525393473535688,0,0.0404699301653634,0,0,0,0,0.00556620644471943,0,0
X600309.SH,0,0,0,0,0,0,0,0.253909544072603,0,0,0,0,-0.00878906601468962,0,0,0,0,0,0.190754960638341,0,0,0.0491298037884276,0,0,0,0,0.195495594779208,0,0,0.106084509615851,0,0.0432335667413684,0,-0.177002188657426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201957084322454,0,0,0,0,0.00991019514886954,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,-0.00581931951956208,0,0,0,0.0225862788456064,0,0.227253243439482,0,0,-0.0642925659604353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570330318804847,0,0,0,0,0,0,0.00767433658249733,0,0,0,0,0,0.10913829409439,0.0415553627382597,0.0829529413865256,0,0,0,0,0.0191117065200605,0,0
X002460.SZ,0,0,0,0,0,0.0723451850935986,0,0,0,0.062677222414474,0.247738711812132,0.0471167139506629,0,0,0,0,0,0,0,0,0,0.392425552251896,0,0,0,0,0,0,0,0.347379535960099,0,0,0,0,0,0,0,0,0.105400516550234,0,0,0,0,0,-0.127303980480966,0,0,0,-0.0934924237998789,0,0,-0.00707466153083128,8.67361737988404e-19,0,0,0,-0.0228623441307031,0,0
X000708.SZ,0,0,0,0,0.0290405185315031,0,0.0100396018376999,0,0,0,0,0.00248591146129137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0358214395934772,0,0,0,0.119752204459694,0,0,0.426394543377951,0,0,0,0.115476262318084,0,0,0,0,0,0,0,0,0,0,-0.0125252774558805,0,0,0,0,0.00580750679440234,0,0
X600547.SH,0,0,0,0,0,0,0.0652536458896422,0,0,-0.0596752093865472,0,0,-1.73472347597681e-18,0,-0.0800334051492478,0,0,0,0,0,0,-0.0368142568192793,-0.0181756373416139,0,0,0,0.597743113123962,0,0,0,0,0,0,0,0,0,0,0.0391083692706425,0,0,0,0.0315687955563091,0.00432554587860777,0.00752122464383116,-0.0012338419108157,0,0,0,0,-1.0842021724855e-19,0,0.0105865554837432,0,0,0,0,0.00836351458494309,0,0
X600660.SH,0,0,0,0,0,-0.116702200926235,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,-0.00775688657301519,0.0147334809887026,0.0980666468869516,0.0353006552693192,0,0,0,0,0.229473901936715,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109423240931924,-0.0722940927719899,0,0,0,0,0,0,0,0.0372669619949801,0,0,0,0.00903056244699917,0,0
