,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X600660.SH,X600886.SH,X601600.SH,X600547.SH,X000792.SZ,X600795.SH,X002466.SZ,X000708.SZ,X601699.SH,X600010.SH,X600111.SH,X002460.SZ,X000301.SZ,X600362.SH,X000983.SZ,X000877.SZ,X600027.SH,X600426.SH,X600803.SH,X600160.SH,X600489.SH,X000786.SZ,X601991.SH,X600985.SH,X000408.SZ,X000630.SZ,X002271.SZ,X000933.SZ,X000932.SZ,X600176.SH,X000807.SZ,X601168.SH,X600612.SH,X600348.SH,X002128.SZ,X300037.SZ,X600219.SH,X600096.SH,X000027.SZ,X600995.SH,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.271018675768138,0,0.22561879707677,0,0,0,0,0,0,0,0.161692430075847,0,-0.419984995852452,0,0,0.13693041085661,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103244892599089,0,0,0.211836412206927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00734059985667326,0.107698936994948,0.18954786026162,0,0,0,0
X601088.SH,0.0270274091921483,0,0,0,0.266115476152821,0.191442913790256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480073819858552,0,0,0,-0.167451900822369,0,0,0,0,0,0,0.0303805780847577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00169978011838751,-0.00761232548154585,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0418910068738745,0,0,0,0,0,0,0.163196179791594,0,0,-0.0160352184366468,0.0373234774476991,-0.0710460334715462,0,0,0,0,0,0,0,0.0113643719401695,0.0121387105158457,-0.0909867452654538,0,0,0,0,0,-0.0843054935048197,0,0,0,0.478621123457725,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0158599549504115,0,0,0,0,0,0,0
X600309.SH,0.155921590314977,0,0,0,0,0,0,0,0,0,-0.192913415610853,0,0,0,0,0,0,0,0,0.0160681497284259,0,0.297147556846697,0.0186028562651038,0,0,0,0.0222387765445031,0,0,0,0,0,0,0,0,0,0.168701635396538,0,0.14307045968782,0.167919828042282,0,0,0,0,0,0,0,0,0.0045923926299389,0,0,-0.0258880300824938,0.000141753574140979,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.0370090374754737,0,0,0,0,0,0,0.166110636465762,0,0,0,0,0.134853330175044,0,0,0,0,0,0.32151468840812,0,0,0,0,0.00747606673909003,0,0,0,0,0,0,0,0,0,0,0,0.0461526977962308,0,0.168826429395014,0,0,0,0,0,0,0,0,0,-0.0090778347553713,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.479269683975908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015239146138133,0,0,0,0,0,0,0.184492052138175,0,0,-0.0246005131892119,0,0,0,0,0,0,0,0,0.188856912341135,0,0,0,-0.11371661160824,0,0,0,0.0583930968740517,0.00357189059473302,-0.0264291708116981,0.125257044446363,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0249566236588312,0,0.195450287877176,0,0,0,0,0,0,0,0,0.107239097797021,0.00762151980607953,0,0,0.023414337952273,0,0,0,0,0,0.0192067715835537,0,0,0,0,0,0,0,0,-0.130941311202568,0,0.122711603074895,0,0,0.118816533987927,0,0,0,0,0,0,0,0,0,0,0,0.00385405389667172,0,0,0,0,0,0
X600011.SH,0.129615656774612,0,0,0,0,0.101782119601205,0,0,0,0,0,0,0,0,0.0633472461947611,0,0,0,0,0,0,0,0,0,-0.0832054444533425,0.324796949865532,0,0,0,0,0,0.171321644984608,-0.0172583012548201,0,0,0,0,0,-0.0267577687312317,0,0,0,0,0,0,0,0,0,0.0871405940540537,0,0,0,-0.00313012833934163,0.0169710241751637,0,0,0,0,0
X600585.SH,0.195303288236693,0,0,0.11470217783126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156239568632413,0,0,0,0,0,-6.93889390390723e-18,0,0,-0.0365844479329705,0,-0.0360702093212351,0,0,0,0.0333532506878468,0.0185299510392515,0,0.0897556070811037,0,0,0,0,0,0,0,0,0,0,0,0,0.0125276136439505,0.0025484752060872,0,0,0,0.00171354174457059,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000898166817245095,0,0.141929965783232,0,0,0,0,0,0.0294956771432356,-0.208782462195947,0,0,0,0,0,0,0,0,0.0613236131273905,0,0,0,0.0549664242409398,0,0,0.0276258430634258,0,0.290573500867202,0.0093233965775059,0,0,0,0
