,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X600188.SH,X601898.SH,X600688.SH,X600660.SH,X600362.SH,X300072.SZ,X600795.SH,X601992.SH,X600547.SH,X002466.SZ,X600516.SH,X601991.SH,X600111.SH,X600176.SH,X000898.SZ,X600886.SH,X002460.SZ,X000553.SZ,X000709.SZ,X000786.SZ,X600157.SH,X000792.SZ,X600352.SH,X600027.SH,X002271.SZ,X601699.SH,X000408.SZ,X600489.SH,X600219.SH,X600808.SH,X002110.SZ,X000983.SZ,X000959.SZ,X002092.SZ,X600299.SH,X601158.SH,X600426.SH,X600339.SH,X000883.SZ,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.478937258247123,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0485774503023493,0.0686717005934601,0,0,-0.0107554167726636,0.00563308762207267,0,0,0,0,0,0,0,-0.0409005393941035,0,0,0,0.0543766741300865,0,0,0,-0.0042980702209711,0,0,0,0,-0.00104252757584424,0,0,0,0,0,0,0,0,0,0,0.0177217840689841,-0.0139801980748548,0,0,0,0,0,0
X600028.SH,0.360758504847952,0,0,0,0,0,0,0,0,0,0.143498660596049,0,0.0160250814667988,0,0,0,0,0,0.0827562495281201,0,0,0,0,0,0,0,0,-0.0362939230151404,0,0.00644679153733012,-0.0492881417129871,0,0,0,0,0,0,-0.176436305105013,0,0,0,0,0,0,0,0,0,0,0,-0.00818906515699251,-0.00198600826729112,0,0,0,0,0,0
X601088.SH,0,0,0,0.293225450067453,0.183656266438076,0,0,0,0.0820960187709408,0,0,0,0,0,0,-0.0564659650065892,0,0,0.0602440760287678,0,0,0,0,0,0,0,0,0.0725612429416828,0,-0.0187745764392824,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,-0.0620120333147661,0,0,0,0,0,0,-0.00404628197080109,0.00907997917831703,0.0954569067842989,0,0,0,0,0
X600019.SH,0,0,0.0832470547825558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519995984094911,0,0,0.107956335917973,0.457239431793117,0,-0.0854562882718708,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215153533202406,0,0,0,0,0,0,0,0,0,0,0.0354770568346485,-0.021910737221596,0,0,0,0,0,0
X600585.SH,0,0,0.248726952781186,0,0,0,0,0,0.134973058373068,0,0,0,0.296572326937277,-0.0858432423058893,0,0,0,0.213022648860269,0,0,0,0,0.0458794281484342,0,0,0.291755854325827,0,0.222144035214182,0,-0.32356442844816,0,0,-0.130840544316342,0.0479355343964292,0,0,0,0,0.0743169965826267,0,0,0,0,0,0,0,0,0,0,-0.0249758240140121,0.0363167805292181,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.11563390184107,0,0,0,0,0,0,0,0,0,-0.0117333294995311,0,0,0,0,0,0.106173797139722,0.0335418827588587,0,0,0,0,0,0,0,0,0.0322512324863221,0,0,0,0,0.0853235755298102,0,0.209555986727458,0,0,0,0,0,0,0,0.0161371812529255,0.00258898425657119,0,0,0,0,0,0
X600309.SH,0,-0.0321233035843899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0764902353274431,0,0,0.0328296586802413,0,0,0,-0.144472067934957,0,0.0120182629348875,0,0,0,0,0,0,0,0,0,0,-0.0326700881718857,0,0,0.183697240070914,0,0,0,0,0,0.142432193667551,0,-0.0433370196094695,0.0882000565102465,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.00341058269514499,0,0.0702608731793132,0,0.0152822328890343,0,0,0,0,0,0,0,0,0,0,0.0206160790415899,0,-0.0945118367780449,0,0,0,0,0,0,0,-0.027172467326143,0,0.112460602078323,0,0,0,0,0,0,0.0582222775812416,0,0.0188782137939428,0,0,0,0,-0.00213519897552615,0,0.00828142740124102,0,0,0.00226607751279115,-0.0439927838995478,0,0,0,0,0
X600188.SH,0,-0.132583545567808,0,0,0.263619993355209,0,0.0914560617936744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042968175152136,0,0,0.141442523348926,0.0103420023011754,0,0.0256668637397667,0,0.0451167235676225,0,0,0,0.353295070898668,0.119274581246605,0,0,0,0.0664354489313803,0,0,0,0,0,0,0,0,0,0,0.0219643891488176,-0.0172345103087112,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.148617757194962,0,0,0,0,0.00852897819488393,0,0,0,0,0.0281623966391176,0,0,0,0,0,0,0,0,0,0,0.0356344040392854,0,0,0,0.0933143203686211,0,0,0,0,0,0.0425645138046508,0,0.016528052992876,0,0,0,0,0,0.0841808326771483,0,0.00418096983042838,0.00546434657262736,0,0,0,0,0,0
X600688.SH,0,0.353269960571938,0,0,-0.0512970278606851,0,0,0,0,0,0,0,0,0,0,-0.0693116392490831,0,0,0,0,0,0,0,0,-0.0480438354909531,0,0,0.0478755723921792,0,0,-0.0335422289264378,0,0.0440605265851066,0,0,0,0,0,0,0,0,0,0,0,0.0804845520193159,0,0,0,0,-0.00292033194476539,-0.020233681469936,0.111125947791637,0,0,0,0,0
X600660.SH,0,0,0.012397494019616,0,0,0,0,0,0.0763810644223706,0,0,0,-0.080113183053652,0,0,0,0,-0.0011621247816703,0.1514948221003,0,0,0.062285010246419,0,0,-0.110120512272281,0,0,0,0,-0.0381000661405396,0,0,0.163585551452878,0.0247106839174512,0,0,0,0,0,0,0,0,0,0,0.0747409717032314,0,0,0.132055084022884,0,-0.0100762301327835,-2.16840434497101e-19,-0.0685549079092285,0,0,0,0,0
X600362.SH,0,0,0,0.407704924229052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378887086417401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15180209686195,0,0,0.0367938499149886,0,0.0549400901193231,0,-0.00236926164793462,-0.0443567696696063,0.0451454899412335,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.00804545695392198,0,0,0,0,0,-0.108216016444232,0,0,0.171969573945114,0,0,-0.14535505985104,-2.16840434497101e-19,0,0.1013864676783,0,0,0,0,0,0,0.129253338755898,0,0,0,0.125744870956946,0,0,-0.0855492505772107,0,0,0.0228392177176748,-0.00994959721735484,0,0,-0.0898904179908249,0,0,0,0,0,-0.499612664758036,0,0
