,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600688.SH,X600547.SH,X600188.SH,X600795.SH,X601600.SH,X601991.SH,X600111.SH,X600157.SH,X600362.SH,X600027.SH,X600886.SH,X002466.SZ,X601992.SH,X600623.SH,X600489.SH,X000792.SZ,X600299.SH,X600309.SH,X600660.SH,X300072.SZ,X600549.SH,X002075.SZ,X600583.SH,X601158.SH,X000883.SZ,X000709.SZ,X600352.SH,X000723.SZ,X000898.SZ,X000983.SZ,X002407.SZ,X000539.SZ,X002460.SZ,X002470.SZ,X000060.SZ,X000027.SZ,X000630.SZ,X600021.SH,X600176.SH,X000012.SZ,X600219.SH,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0466646059983353,0,0,0,0,0,0,0,0,0,0,0,0,0.0573751624201748,0,0,0,0,0.0250178485128662,-0.0115298839621471,1.73472347597681e-18,0,0,0,0.0340269813231821,0,0,-0.010046762694903,0,0.228830847213938,0,0,0,0,-0.022680972779005,0,-0.00571777820088295,0,0,-0.0522329311295611,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0435497748136942,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.183183617262736,-0.00635946525457667,0.0123749366004785,0,0,0,0,-0.0422434611059862,0,0,0,0,0,0.0169700514267373,0,0,0,0.0746681205519633,0,0,0,0,0.0541542549474448,0,0,0,0.0192958191489527,-0.0858819121067651,0,0,0,0,0,0.00945842521865236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.205192849584036,0,0,0.0150638693801146,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.0441942552259523,-0.0302835421682839,0,0,0,0,0,0,0,0,0,0,0,0,0.00220025312001795,0,0.0928367096850327,-0.00635144405421613,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533367171652404,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0935383961310502,0,0.0186459729922653,-0.0649437047877831,0.0471589233050295,0,0,0,0.0272410708853701,0,0,0,0,0,0,0,0,0.0413332531035523,0,0,0,0,0.013190085428549,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0.183573965394834,0,0,0.0253586062565311,0,0,0,0,-0.0228129465104745,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.00252768420014462,0,0,0,0,0.406111739889524,0,0,0,0,0,0,0.012714151757243,0,0.0329094958653583,0.019668768593043,0,0,0,0,0,0,0,0,0,0,0.182997048070891,0,0,0.0140101803707868,0,0,0.0367583598530048,0,0,0,0,0,0,-0.026317912447561,0,0,-0.0179579443342073,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199562457271843,0,0,0,0,0,0,0.0278226988536104,0,0,0,0,0,0,0.0686501568901134,0,0,0.0954242280968034,0,0.0424269100042841,0,0.00640464220668047,0.156374351873238,0.0110969058469054,-0.088408442644645,0,0,0,0,0,0,0,0,0,0,0,0,0.0336987047943002,0.0770865207753721,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.0852850669065276,0,0,0,0,0.123525219927274,0.0457982138193136,0,0,0,-0.1602493866346,0,0,0,0,0,0,0,0,0.106101154273755,0,0,0,0,0.206108235286053,0,0,0,0,0,0,0.272466999218506,0,0,0,0,0,-0.0784983664686085,0,0,0,0,-0.0575390618224246,0,0.00357258330389443,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,-0.0138841857697869,0,0,0.120579327332013,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0.123609093443604,0.0401291453742854,0.0246851095726152,0,0,0,0,0,0.0448503995433513,0,0.201017700925042,0,0,0.0607080676024117,0,0.0466380836490312,0,0,0,0,0.0787499161328945,0,0,0,-0.027914582039936,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0.0162676429391863,0,0,0,0,0,0,0,0,0.0342393269256776,0,0.0180259387336468,0,0.098885722600002,0.216718477789392,0,0,0.114560647068868,0.0242419258442189,0.138047794359431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164760080828569,0.0968440449451462,0,0,0,0,0.0151210076363216,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.138995599026998,0,0,0,-0.0208785462991545,0,0,0,0,0,0,0.0588298157740175,1.10481144643501,-8.90960522275452e-05,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.0509256986688702,0,0,0,0.111695621871653,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.106266911037921,0,0,-0.0379031754741216,0.130855659276836,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129220604639655,0,0,0.228342537675813,0,0,0,0,0.0935187395336884,0,0,0,0,0,0,0,0.5794437765851,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0335653143230917,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.0498446713526557,0,0,0,0.111112929055981,0,0,0,0.0308884410525598,0.0159307887372636,0,0,0,0,0,0,0,0,0.00762645373180386,0,0,0.0176573246280122,0,0,0.0249454489142284,0,0,0,0,0,0,0,0,0,0.00771872603670661,0,0,0,0,0,0.0223192310037676,0,0,0,0,0,0.0389031568216266,0,0,0,0,0,0
