,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600010.SH,X600585.SH,X601898.SH,X600688.SH,X600547.SH,X601600.SH,X600795.SH,X600362.SH,X300072.SZ,X600188.SH,X600157.SH,X601991.SH,X600027.SH,X601992.SH,X600111.SH,X600660.SH,X600886.SH,X600309.SH,X600489.SH,X600299.SH,X000792.SZ,X000898.SZ,X000723.SZ,X601158.SH,X002075.SZ,X000959.SZ,X002466.SZ,X000709.SZ,X600583.SH,X000408.SZ,X000630.SZ,X600352.SH,X000883.SZ,X600098.SH,X600623.SH,X600219.SH,X000983.SZ,X000539.SZ,X000027.SZ,X000937.SZ,X600021.SH,X000060.SZ,X002470.SZ,X600549.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.365772883655596,0,0,0.0676092345594537,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.0155625029763825,0,0,0,0.0320965755022632,0,-6.93889390390723e-18,0,0,0,0,0,0.0526813716839409,-0.00255544062152881,0,0,0,0,0,0.0234707965312031,0,0.0185419252117237,0,0,0,0.111878487633788,0,0,0,0,0,0,0,0,0,0,0,0,-8.09079699533462e-06,0,0,0,0,0,0
X600028.SH,0.404004193284937,0,0,0,0,0,0.294388285705404,-0.00759788811846917,0,0,0,0,0,0.00488472082198504,0,0,0,0,-0.0449925593425178,0,0.0539788406018855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493617651060185,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0577829324574473,0.115925117487275,0,0.0552345997336184,0,0,0,0,0,0,0,0,0,0,0.0360396372792134,0,0,0,0,0,0.0874036214504345,0,0,0,0,0,0,0,0,0.0450836674460932,0,0,0,-0.0684889582872456,0,0,0,0,0.127613315885733,0,0,0,0,0,0,-0.0479356639059352,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0206158934171853,0,-0.0491957590807744,0.100952314525118,0.224534791477372,0.0348000334165226,0.0431975352699621,0,0,0,0,0,0,0,0,0,0,0,0,-0.097631362208062,0,0,0,0,0,0,0,0,-0.0715198954827269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051817381082262,-0.0690400518080051,0.0655555767849923,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.275238695463916,0,0,-0.0644803530378487,0,0,0.130263718313254,0.0171638915721193,0,0,0,0,0,0,0,0,0,0,0,0,0.0191703950026771,0,0.0400555013926131,0,0.0565312881345011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284041881856549,0,0,0.160776841701993,0.0256298610842558,0,0,0.0187046869720954,-0.373981431085021,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0471186390884429,0,0,0,0,0,0,0,0,0,0,0,0.121863686818428,0,0,0,0.240857735412029,0,0,0,0,0,0,0,0,0,0,0,0,0.0808137627464363,0,0,0,0,0.0584827061370905,0,0.0352561138048408,0,0,0.00440877154143824,0,0,0.00043914274325427,0,0,0,0,0,0
X600585.SH,0,0.38121367894546,0,0,0.0642368518953528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0771533247115022,0,0.196722667897048,0,0,0,0.194921695749168,0.0426123294012488,0,0,0,0,0,0,0,0.12965160991052,0,0,0,0,0,-0.0202920434552151,0,0,0,0,-0.130498322374287,0,0,0,-0.0901575633913227,0.00711625228630248,0.0465289936439359,0,0,0,0,0,0
X601898.SH,0,0,0.261081174123941,0,0,0,0,0,0,0,0,0,0,0,0.239485727855296,0,0,0,0,0,0.0292207682497792,0,0,0,0,0,0,0,0,0,0.00140926093650758,0,0,0,-0.0715447718940862,0,0.322401976933966,0,0,0,0,0.228669667845248,0,0,3.46944695195361e-18,0,0,0,0,0.0436824697216677,0,0,-0.0021502717662873,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571729778145262,0,0,0.0275467467229181,0,0,0,0,0,0,0.255941742710489,-0.00932999512733199,0,0.0103186270486646,0,-0.00446414001758721,0,0,0.164087430228124,0,0,0,0,0,0.10748311624024,0,0,0,0,0,0,0,0.0673470727664537,0.0594891977012919,0,0,0,0.0128314692056185,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.238552799391419,0,0,0.0192115901924275,0,0.105682974704589,0,0,1.06445941457314,0,-0.0716776610819656,0,0,0,0,0,0,0,0,0,0.0519201694141047,0,0,0.00555274052229446,0,0,0,0,0,0.0113673666327942,0,0.0215062359738255,0,-0.124421675908456,0,0,0,-0.00576598782648401,0,0,0,0,0,0
