,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X600660.SH,X601600.SH,X600688.SH,X601991.SH,X600188.SH,X600795.SH,X600362.SH,X600886.SH,X000898.SZ,X600547.SH,X002466.SZ,X600516.SH,X601992.SH,X600111.SH,X600027.SH,X600176.SH,X600352.SH,X002460.SZ,X300072.SZ,X600299.SH,X002110.SZ,X000553.SZ,X000709.SZ,X000786.SZ,X600808.SH,X600801.SH,X000932.SZ,X600426.SH,X600583.SH,X000883.SZ,X000301.SZ,X600339.SH,X000629.SZ,X601158.SH,X600219.SH,X601699.SH,X000792.SZ,X002271.SZ,X000408.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.178233441462115,0,0,0.0393614267443657,-0.0687263028364439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0168273172349552,0,0,0,0,0.0699562427060827,0,0.00177034051068652,0.124892386155591,0,0,0,0.170292022591163,0,0,0,0,0,0.10901217293484,0,-0.0967912391305398,0.0105084418212497,0.0122864294277617,0,0,0,0,0,0
X600028.SH,0,0,0.136816239737825,0,0,0,0,0,0,0.0528184896632698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0838000950548781,-0.0839869385124515,0,0,0,-0.100846223488671,0,0,0,0,0,0,0,0,0,0.062656929157018,0,0,0,0,0,0.159856346146384,0,0,0.00281690741560728,0,0,0.0174006430686719,0,0,0,0
X601088.SH,0,0,0,0.0751596521894132,0,0.0167283434432661,0,0,0,0,0,0,0,0.160627725270741,0,0.379732663960944,0,0,0,0,0,0,0,0,0,0,-0.00317847586949163,0,0,0,0,0,-0.0816999415303842,0,0,0,0,0,0,0,0,0,0,0,0.109821572495988,0,0,0,0,-0.00540129734585161,-0.0208577569959642,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.206293766076011,0,0,0.0822759179297907,0,0,0,0,0,0,0,0,0,0,0,0.0912015309402117,0,0,0,0,0,0,0,0,0,0,0.00360731076374282,0,0.226532501852789,0,0.270603501011345,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,-0.00773143366487567,0,0,0,0,0,0,0
X600019.SH,0,0,0,0.080348513000764,0,0.114882285071756,0,0,0,0,0,0,0,0,0,0,0,0.187980147039136,0,0,0,0,0,0,0,0,0,0,0,0.106766595613288,-0.005450122503441,0,0,0,0,0.306767538049959,0,0,0,0,-0.00713988498030936,0,0,0,0,0,0.0423984402051501,0,0,0.00533292427200647,-0.000976173767118579,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.221575550485164,-0.0428816125522369,0,0,0,0,0,0,0,0,0,0.284016681519586,0,0,0,0,0,0,0,0,0,0,0,0.141337796097705,-0.214343040323153,0.292256153489909,0,0.0221716992606123,0,0,0,-0.0192622367903608,0,0,0,0,0.103850154492587,0,0.0403010006477301,0,0.045614722359407,0.0366230188729053,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0333561993652038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.819731765661268,0,0,0.14240468324486,0,0,0,0,0,0,0,0,-0.061168277176377,0.00403431509849138,0,0,0,0,0,0.1603829366449,0,-8.67361737988404e-19,0,0,0,0,0.0180848581550435,0.01629543541076,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152970755928777,0,0,0.329099162841157,0.25484045434956,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0343049019722533,0,0,0,0,0,0,0,0,0,0.102299857698273,0,0,0,0.00651951963408445,-0.0159718748335899,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.226208304121765,0,0,0.0331943456124882,0,0,0,0,0,0,0.0905640415290687,0.0375538749133118,0,0,0.0996797158963333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125194190325503,0.0684174011826859,0,0.021650773947433,0,0,-0.0117608207646834,-0.0175025644708966,0,0,0,0,0,0
X600660.SH,0,0.279445986670598,0,0,0,0.0531851537727725,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254136352390791,0,0,0,0,0,0,0,0,0.00396140301388965,-0.0442374471254465,0,0,0.0391469132055118,0,0,0,0.151254336886874,0,0,0.0410154434838149,0,0,0,0,0,0,0,0,0.0918378652120084,-0.0102044213009904,-0.00270218004182889,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,6.93889390390723e-18,0.25475794458249,0,0,0,0.1961801197007,0.00745417969580744,0,0,0,0,0,0,0,0.0294870456288065,0,0,0.039696140947718,0,0,0,0,0.0356795617665514,0.0497725093208281,0,0,0,0,0,0,0.226455228657138,0,0,0,0,0,0,0.144744434965848,0,0.0307069385153487,0,0,-0.00359978280238312,-0.0016594066293368,0,0,0,0,0,0
X600688.SH,0,0.380232040290266,0.0660575300696144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300429194554094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217415258782124,0.00120552561152747,0,0.0108488754915392,0.0609182348999418,0,0,0,0,0,0,0,-0.0502748892344001,0.00902308879955093,0.00189560858170621,0,0.0550304955375392,0,0,0,0
X601991.SH,0.00906475019681181,0,0,0,0,0,0.0876777777995256,0,0,0,0.125000743302238,0,0,0,0,0,0,0,0,0,0,0.0822122093643202,0,0,0,0,0.039785348783919,0,0,0,0,0,0,0,0,0,0,0.122718544979019,0,0,0.0230660186781093,0,0,0,0,0.122065017898153,0,0.0102418917307712,0,-0.00659364119200313,-0.0112202514102723,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0.283592200262606,0,0,0,0,0,0,0,0,-0.00852684053136336,0,0,0,0,0,0,0,0,0.0667235512336003,0.106921557394422,0,0,0.102646546891442,0.0333047038936076,0.0213113327662554,0.130448721200432,0,0,0,0,0.0566950816691917,0,0,0,0.21504857833886,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.0467925758076741,0,0,0,0,0,0.0367032067819321,0,0.0549586220831959,0,0,0.165275557161002,0,0.200834364091063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221252873711084,0,0,0,0,0.0882170024960324,0,0,0,-0.00165193770157409,-0.00679887677070032,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0.140534871171824,0,0,0,0,0.171687072131118,0,0,0.00569407062361839,0,0,0,0,0,0.0354007347142989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00454238465348597,0,0,0,0,0.139020792875816,0,0,0,0.10999777252196,0.113917287848951,0.0971696485640445,0,0,0,-0.014312501603353,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0.0884703251036861,0.039722296032547,0,0,0,0,0,0,0,0,0,0,0,0,0.256561216007242,0,0,-0.047713717478298,0.0189086338974553,0.0782007212073635,0,0,0,0.0344267824873402,0,0,-0.0295546174634616,0,0,0.10236156473018,0,0,0,0,0,0,0.0416717606221129,0,0,0,0,-0.0140439040893314,0,0,0,0,0,0
