,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X002460.SZ,X600188.SH,X000792.SZ,X600019.SH,X600111.SH,X000877.SZ,X002466.SZ,X002271.SZ,X601898.SH,X000708.SZ,X600010.SH,X600011.SH,X600547.SH,X601600.SH,X600660.SH,X000301.SZ,X600886.SH,X600426.SH,X600362.SH,X600176.SH,X000723.SZ,X000786.SZ,X600096.SH,X600803.SH,X000408.SZ,X000983.SZ,X601699.SH,X600219.SH,X600795.SH,X600801.SH,X000807.SZ,X601991.SH,X000932.SZ,X000630.SZ,X002353.SZ,X600985.SH,X002080.SZ,X000825.SZ,X600295.SH,X600688.SH,X601666.SH,X000959.SZ,X600486.SH,X600489.SH,X600141.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.196176722556654,0,0,0,0.107479974013612,0,0,0,0,0.23200116111696,0,0,0,0,0,0,0,0,0.00750542502625265,0,0,0,0,0,0,0,0,0,0,0,0.0336466313971297,0,-0.0400558390195392,0,0,0.105361947918776,0,0,0,0,0.144484239020749,0,0,0,0,0.109058635206449,0,0,-0.0164331025668983,0.169612789069997,0,0,0,0,0
X601088.SH,0.141652797777429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146931873254225,0,0,0,0,0,0,0,0,0.304373045006874,0,0,0,0,0.172527333134223,0,0,0,0,0,0,0.0331709413959828,0,0,0,0.0712314653801314,0,0
X600028.SH,0.0632810823794804,0,0,0,0,0,0.00810513411437943,0,0,-0.0505776323535772,0,0,0,0,0,0,-0.00308640756674022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458832836512722,0,0,0,0,3.46944695195361e-18,0,0,0.00338763227134538,0,0,0,0,0,0.290382442094131,0,0,0,0,0,0,-0.0115280815760717,0,0,0,0,0,0,0
X600309.SH,0,0.057465550364408,0,0,0,0,0,0,0,0,0,0,0,0,0.174022120190036,0,0,0,0,0,0.209518128974067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408294254766987,0,0,0,0,0,0,0.0727283795347512,0.0863252141452329,0,0,0,-0.00923091940640547,0.0240859019811979,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00860760737820769,0,0,0,0,0,0,0.00615324763505798,0.0936893748025236,0,0,0,0,0,0,0,0.44925883996595,0,0,0,0,0,0,0,0.0174916125653236,0,0,0,0,0,0,0,0,0,-0.00270284536073247,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.100895262741428,0,0,0,0.3808378577091,0,0,0,0,0,0,0,0,0.0565791463475917,0,0,0,0,0,0,0,0,0.0623778957741898,0,0,0,0,0,0,0,0,0,0,0,0.126495703649156,0,0,0,0,0,0,0,0,0.270702203623464,-0.0350535689664538,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.10129508261854,0,0,0,0,0,0,0,0,0.0251077015659943,0,0,0,0,0,0,0,0.131400171881255,0,0,0,0,0,0,0,0.364948023600415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201520325539729,0,0,0,0,0,-0.0417691529785934,0.0784275705403055,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0.265889415509565,0,0.203359546398647,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379540702204931,0,0.201305288847013,0,0,0,0,0.0343007897140159,0,0,0.000790743603873976,0,0,0,0,0,0,-0.30099434734353,0,0,0.0345506226450907,0,0,0,0.0349370536327451,0,0,-0.0073581879574001,0,0,0,4.33680868994202e-19,0,0
X600019.SH,0.00156614896668979,0,0,0,0.233837613682996,0,0,0,0,0,0,0,0,0,0,0,0.152188678241223,-0.00508952167469609,0,0.0500072728414837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305098614380899,0,0,0.241647244472432,0,0,0.0421093353638819,0,0.0507936531879392,0.0631458845482621,0,0,0,0,0,0,0,0.00169576814048755,-0.0101748257579112,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.226046913669067,0.00758054906072541,0,0,0,0.0698676628080715,0,0,0,0.0117196185279606,0.0946776084707075,0,0,0,0,0.229961686383081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138848001241108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0886297769358334,-0.0154032493355581,0,0,0,0,0,0
X000877.SZ,-0.0156811969399465,0,0,0,0,0,0,0,0,0,0,-0.0921887852037168,0.0633235290525251,0,0,0.249861173934034,0,0,0,0,0,0,0,0,0,0,0,0.0976303867592501,0,0,-0.0298242785685189,0,0,0,0.287263077420605,0,0.0752758816224369,0,-0.0499458294721464,0,0,0,0,0,0,0,0,0,0,0,-0.0390927489337766,0,0.0422392664848827,0,0,0,0,0,0
X002466.SZ,-0.374311762405478,0,0,0,0,0.822023151236421,0,0.0367799718380024,0,-0.0304805966346039,0,0,0.0118811816038144,0,0,0,0.0872391638959168,0,0.0954972200913433,0,0,0,0,0,0,0,0,0,0.02132050917389,0.0888744497804343,0,0.0184067117186687,0,0,0,0,0,0,0,-0.0228645450750337,0,0,0,0,0,0,-0.0687342530243256,0,0,0,0,0.143030719611243,-0.136528590681974,0,0,0,0.129431663804268,0,0
X002271.SZ,0,0,0,0,0,0,0,-0.0992211145494844,0,0,0,0,0,0,0,0,0,-0.0392038076315913,0,0.0376024126913368,0,0,0,0,0.415321069531976,0,0.350028308572784,-0.0303191139570751,0,0,0,0,0,0,0,0,0.0411308845978991,0,-0.0299489957713722,0,0.137307173812283,0,0,0,0,0.0637079530466162,0,0,0,0,0,0,0.0230966126077057,0,0,0,0,0,0
X601898.SH,0,0.0264690000758667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244284695496979,0,0,0,0,0.117655433971648,0,0,0,0,0.279752293296153,0,0,0.0188237289849964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0.164123028143663,0,0.0033114734242721,0,0,0,0,0.130730250200134,0,0.187835843329955,0,0,0,0,0,0,0.0727192876685041,0.136468661652302,0,0.0199935166651618,0,0,0,0,0,0,0,0,0.00137830005529017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342907370733381,0.0743559986874075,0,0,0,0,-0.0429194015831289,0,0,0,0,0.118835190792368,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0142706624201474,0.302038613224785,0,0,0,0.152824111798743,0,0,0,0.171570001190702,0,0,0.0297674154500194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038011807389021,0,0,0.0510411751000348,0,0,0,0,0.0165421841078128,0,0,0,0,-0.0446711172666957,0,0
