,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X601600.SH,X600010.SH,X600011.SH,X600309.SH,X601898.SH,X002466.SZ,X600688.SH,X600660.SH,X600795.SH,X002460.SZ,X601992.SH,X300072.SZ,X601991.SH,X600362.SH,X600188.SH,X600547.SH,X600886.SH,X600111.SH,X600516.SH,X000898.SZ,X000709.SZ,X600157.SH,X600027.SH,X000792.SZ,X000408.SZ,X000786.SZ,X000723.SZ,X000553.SZ,X600176.SH,X600219.SH,X600339.SH,X002271.SZ,X600489.SH,X000959.SZ,X600352.SH,X601158.SH,X000883.SZ,X600808.SH,X600299.SH,X000630.SZ,X000983.SZ,X000807.SZ,X000825.SZ,X002470.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,-0.0296252862371877,0,-0.0106061612273275,0.193009308727083,0,0,0,-0.0682805726042779,0,0,0,0.0148715719781598,0,0,0,0,0,0,0,0,0,-0.046784026647951,0,0,0.0261496773392804,0,0,0,0.028070024231107,0,0,0,0,0,-0.0117340380159941,0,0.00867454406493897,0.0136963863964277,0,0,0.15529837340571,0,0,0.00771754456085206,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.046283863809941,0.0037199448620795,0,0,0,0,0,0,0,0,0,0,-0.0313016550236552,0,0,0.0261657346873144,0,0.0161876089405127,0.00644866274975016,-0.0092640216227138,0,0,0,0,0,0,0,0,0.0304958815013129,0,0,0,0.0543288729194249,0,0,0,0,0,-0.0204778096780589,0,0,0,0,0,0,0,0,-0.000924220209028539,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,-0.0249436762273827,0,0,0,0,0.985690692990454,-0.000206708901160305,0,-0.100542553007383,0,0,0.00547904323716661,0,0,0,0,0,0,0,0,-0.0819570805036001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112605824469184,3.46944695195361e-18,0.104772758136922,0,0,0.0233097079594643,-0.0105709585334032,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.113240550631309,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289201646324049,0,0.0948330215075173,0,0,0,0,-0.0930958255800319,0,0,0,0,0,0,0,0,0,0,0,0,0.252927784253777,-0.0190831384539552,0,0.0143518403051106,-0.0142269299088614,0.203981884749504,0,-0.140076776798426,-0.0222881048653573,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0652662027323517,0,0,0,0,0,0,0,0,0,0.0761392192964199,0,0,0,0,0,0,0.0894920239522623,-0.0695084087430295,0,0,0,0,-0.127457917264337,0.0970714389407197,0.107829823988301,-0.110111817239731,0,0,0,-0.0386794648295193,0,0,0,0,0,0,0,0,0,0.105739978804463,0.138337339202383,-0.185206609627154,0,0,-0.0459868403912092,0.0578919638702153,-0.0838367539451098,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.383080210279741,0,0,0.236903876945101,0,0,0,0,0.0232388258864637,-0.130761710592391,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0533186937038354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0990523151750711,0.175213009307535,0,0,-0.0356997720624903,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0448071171636148,0,0,0.0671916396536771,0,0,0,0,0,0,0,0,0,0.245620751793412,0.00631350309407375,0,0,8.67361737988404e-19,0,0,0.318727001809134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104214556898051,0,0,0.100113786013132,0,0.00979707947780022,0,0,-0.00384420990978019,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,-0.0222252290296154,0,0,0,-0.00315581881101359,0,0,0.0556033817619646,0,0.144701131824705,0,0,0,-0.0116839807769733,0,0,0,0,0,0,0,0,0.11819507400219,0,-0.0334161945972363,0,0,0.0257233741946239,0,0,0,0,0,0,0,0,-0.0154254605038668,0,-0.0221032855328564,0,-0.00712890736907164,0.00310519908954961,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.543087345762903,0,0,0,-0.0329349410782855,0,0.121387071325992,0,-0.091342032530794,0,0,0,0,0,0.081192627348591,0,0,0.0562596877157636,0,0.0590470938847852,0,0,0,0,-0.140443340601633,0.0419013629139757,0,0.115445740701473,0,0,-0.398050190979765,0.0700335575255302,0,0.174893194425517,0,0,-0.123931685818147,0,0,0,-0.00891200503673717,0,0,0,0,0.0314314564612287,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0204911706606412,0.00145563940008738,0.104773588315562,0,0,0,0.0176247618184872,0,0,0,0,0,0,0,0.0660981135259712,0.387659782386544,0,0,0,0,0.125134773478806,0,0,0,0.00680338978539253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401844058440184,0,0,0,0,-0.00484721069574083,0,0,0,0,0,0,0
