,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600111.SH,X600019.SH,X002466.SZ,X600011.SH,X600010.SH,X002271.SZ,X000877.SZ,X600660.SH,X600188.SH,X601600.SH,X000301.SZ,X000708.SZ,X601898.SH,X600547.SH,X600886.SH,X600362.SH,X000723.SZ,X000408.SZ,X600176.SH,X600426.SH,X601991.SH,X000786.SZ,X002080.SZ,X600219.SH,X600803.SH,X600795.SH,X600027.SH,X300037.SZ,X600399.SH,X600688.SH,X002326.SZ,X300073.SZ,X600141.SH,X600516.SH,X600486.SH,X600157.SH,X600352.SH,X600801.SH,X600378.SH,X000825.SZ,X600489.SH,X000959.SZ,X000831.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.579054469427269,0,0,0,0.0148184750069203,0.044686460450066,0,0,0,0,0.008394089723283,0,0,0,0.00173690409128515,0,0.0618459303104484,0,0.0342525824973536,0,0,0,0.012737029568587,-4.33680868994202e-19,0,0.00336587833506734,0,0,0.0014771415954026,0,0.0612506687574492,0,0.109379366225205,0,0,0,0,0,0,0.0766224015045155,0,0.0269960011874098,0,0,0,0,0,0,0,0,-0.00965681973546671,0,0,0,0,-0.0724614588054497,0,0
X600028.SH,0.201338556204876,0,0,0,0,0,0,0,0.0554038909634911,0,0,0,0,0,0,0.0549571516293318,0,0,0,0,0,0,0,0,0,0,0.00122430818794347,0,0,0,0,0.142488342632691,0,0,0,0.0278807216353638,0,0,0,0,0,0,0.0347424872982009,0,0.0389211729919081,0,0,0,0,0,0,-0.0387106017190088,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.103816578528977,0.0420657625817205,0,0,0,0,0.321529835012295,0,0,0,0,0,0,0,0.119317478478846,0,0,0,-0.0477791993963282,0,0.00758515149921493,0,0,0,0,0,0,0.167415965037311,0,0,0.121978616547166,0,0,0,0,0,0,0,0,0,0,0,0,-0.0164037344418218,0,0,0,0,0,0
X600309.SH,0.0780590020511515,0,0,0,0,0,0.00765597822947758,0,0.0341666551519903,0,-0.0671320522225881,0.142250007844341,0.0841111976485116,0,0.139719887343157,0.0219501727407154,0,0,0,0,0,0,0,0,0.0530720804387809,0,0.0264373916966805,0,0.0422422848658114,0.108674347320559,0,0,0,0,0,0,0,-0.0717989109396248,0,0,-0.0629263441808945,0,0,0,0,0,0,0,0,0,0.0451702585495576,-0.000306786940339296,0,0,0,0,1.73472347597681e-18,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.0418226525560579,0,0,0,0.109736448862915,0,0.121489941787353,0,0,0,0,0,0,0,0,0,0.250127969163339,0,0,0.0584343101383133,0,0,0,0,0,0,0,0,-0.0539573251150423,0,0,0,0.0508265374818859,0,0,0.308573639883092,0,0,0,0,-0.137081397073698,0,0,0.00295217869859218,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.46334876246743,-0.0343761588102769,0,0,0,0.399132837144206,-0.0168355676624333,0,0,0,0,0,0,0,-0.0892098338362412,0.0546727509865983,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173889624602711,0.216254758329178,0,0,0,0,0,0,0,0,0,0,0,-0.00485325760663756,-0.0119919152341899,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.199703623452474,0,0,0,0.0411613048580004,-0.163884803344119,0,0,0,0,0.106060004836399,0,0,0,0,0,0.118415946147459,0.281556176361326,0,0,-0.138767968191471,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,-0.0404562826777843,0,0,0.381860300396335,0,0,0,0.110534655237517,0,0,0.0289503886327975,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.455047936503863,0.0650879828037083,0.109906188739093,0.0724414431350648,0,0,0,0,0.187275956867826,0,-0.0288732039366815,0,0,0,0,0,0,0.0766129787050861,0,0,0,0,-0.0468870860027438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119865585754004,0,-0.0158535269278925,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.00155335079901692,0,0.0498425846946906,0,0,0.0525733441605767,0,0.029655699392153,0,0,0,0.0515067621627327,0,0,0.089607373921395,0,0,0,0,0,0,0.0217750724322888,0,0.0576174181732027,0,0,0,0,0,0,0,0,0,0,0.258377961332834,0,0.0523836895292095,0,0.0794451707312686,0,0,0,-0.0143819567084962,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.383955109391997,0.243491301068547,0.0465306752075726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138535128356654,0,0,0,0,0.142533308769087,0,0,0,-0.0380598625590308,0,0,0,0,0.104347065400452,0,0,0,0,0,0,0,0,0,0.0740207210215866,0.0713765623487719,0,0.0186681240839345,0,0,0,0,0,0,0
X600011.SH,0,0,0.179643180311256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550153819886081,0,0,0,0,0,0.0625237741422734,0,0,0,0,-0.0991916828676856,0,0,0,0,0.558584839351084,0,0,0,0,0,0.0562830803465877,0.0112099724740273,0,0,0,0,0,0,0,0,0,0,0,-0.0172327692008055,0,0,0,0,0,0
