,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X002271.SZ,X000708.SZ,X600660.SH,X601898.SH,X600362.SH,X600547.SH,X000786.SZ,X601600.SH,X600111.SH,X000301.SZ,X002466.SZ,X600886.SH,X600010.SH,X600011.SH,X600426.SH,X600188.SH,X600176.SH,X600803.SH,X000932.SZ,X601991.SH,X600801.SH,X000898.SZ,X600219.SH,X600795.SH,X600352.SH,X600489.SH,X000027.SZ,X600315.SH,X600688.SH,X000807.SZ,X600157.SH,X002080.SZ,X000825.SZ,X600486.SH,X600516.SH,X000723.SZ,X600027.SH,X601168.SH,X600808.SH,X600299.SH,X300037.SZ,X002353.SZ,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.374343220457701,0,0,0,0,0,0,0,0,0,0.0062754757970782,0,0,0,0,0,0.0272119977906721,0,0,0,0,0,0,0,-0.0102675867054676,0,0,0,0,0,0,0,-0.00872014792492758,-0.0043993866961221,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0774736387575206,0,0,0.00100508217785814,0,0,0,0,0.0079022330462983,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0435173539215439,0,0,0,0,0,0,0,0,0.037155328807801,0,0,0,0.140734876398708,0,0,0,0,-0.104160964834449,0,0.106241288901323,0,0,0,0,0,0,0,0.122125112000178,0,0,0.0121999392147141,0,0,0,0,0,0,0,-0.0280972675717202,0,0.0197787939223757,0,0,-0.018066878186961,0,0,0,0.0101111394370668,0,0
X601088.SH,0,0,0,0,0,0,0.0876090258649581,0,0.0733607982371069,0,0,0,0,0,0,0,0,0.0201054249326739,0,-0.000188556810547711,0,0,0.0124630362357373,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213160691535914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294247032060503,-4.33680868994202e-19,0,0,0,0.0243228291354709,0,0
X600309.SH,0,0,0,0,0,0,0.148308184604874,0,0,0,0,0.180039184733501,0,0.103964839385243,0,0.05631485223733,0,0,0,0,-0.0336173309855703,0.133454336518083,0,0.0782581172215471,0,0,-0.15317914442862,0,0,0.0301819369525025,0,0,0,0,0.107365585073568,0,0,0,0,0,0,0,0,0,0,0,0,0.127473671132491,0,0,0,0,-0.0452655381830564,0,0,0,4.33680868994202e-19,0,0
X600585.SH,0,0,0,0,0,0,0,0.00811160865679533,0.0356933145083932,0,0,0,0,0,0,0,0,0,0,0,0,0.0157528012710793,0.0890119569994798,0,0,0.0390272031892075,0,0.10132117186862,0,0,0,0,0,0,0.019924944918779,0,0,0,0,0,0.0150754047228302,0.0669436550689158,0,0,0,0,0,0,0,0,0,-0.0125079673856571,-0.0173303140998581,0,0,0,-0.025411783452079,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.00969364407636013,0,0,0.0449470335028549,0.0563863034300705,0,0.119675355082182,0,0,0,0,0.12189813562286,0,0,0.339501361487898,0,0,0.020176189086479,0,0,0,0,0,0,0,0.027957415246732,0,0,0.261571371361664,0,0,0,0,0,0.0318780456217443,0,0,0,0,0,0,-0.0111287396152896,0,0,0,-0.00237333476063208,0,0
X002460.SZ,0,0,0,0.00937063742918987,0,0,0,0,0,0.0756975143215651,0,-2.16840434497101e-19,0,0.0526679059513949,0,0.119615166090775,0.266781724747548,0.473610147813651,0,0,0,0,0,0,0.0822294356845968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119052837946332,0,0.0578494541418128,0,0,0,0,0.138773563598845,0,-0.0414712785595955,0,0,-0.0142941193773521,0,0,0,-0.00240442742749144,0,0
X002271.SZ,0,0,0,0,0,-0.153625885115633,0.034412656265582,0,0,0.101619449452722,-0.0140333088779604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0670151466851041,0,0,0,0,0,0,0,0.0612653898047743,0,0,0,0,0,0,0.0520299911465729,0,0,0,0,-0.0461842655750845,0,0,0,-0.0554420182742179,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,-0.0569871244819548,0,0,-0.179024602776117,0,0.311199112504033,-0.12579119463938,0,0,0,0,0,0.107949156726696,0,0,0.0221260872574041,0,0,0,-0.269905878301347,0,0,0,0,0,0,0,0,0,0,0.019315605128236,0,0,0,0,0,0.214208076149783,0,0,-0.112382362627286,0,0.355964139936222,-0.35464282171347,0,0,0,-0.00588953445922891,0,0
X600660.SH,0,0,0,0,0,0,0.0158580484384762,0.144384151101951,0,0,0,0.107960358868091,0,0,0,-0.0374229362592101,0,0,0,0,0,0,0,0.0546096750678593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215621321688936,0,0,0,2.16840434497101e-19,0,0,0.0539231368836913,0,0,0,0,-0.0294280493595134,0,0,0,-0.0388258994908046,0,0
