,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X601898.SH,X600011.SH,X600585.SH,X600547.SH,X600886.SH,X600660.SH,X601600.SH,X002466.SZ,X000792.SZ,X002460.SZ,X600795.SH,X600111.SH,X000708.SZ,X601699.SH,X600010.SH,X000301.SZ,X600362.SH,X600426.SH,X000877.SZ,X000983.SZ,X600027.SH,X600803.SH,X600489.SH,X002271.SZ,X601991.SH,X600160.SH,X600985.SH,X000408.SZ,X000807.SZ,X000786.SZ,X600176.SH,X000630.SZ,X000933.SZ,X600612.SH,X300037.SZ,X000932.SZ,X600348.SH,X600219.SH,X002128.SZ,X601168.SH,X600995.SH,X600688.SH,X600157.SH,X000629.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.852724053766955,0,0,0,0,0,0,0,0,0.0731752994937927,0,0,-0.213472118854572,0,0,0,0,0.0408735244857249,0,0,0,0,0,0,0,0,0,0,-0.228202676108529,0,0,0,0.0313750671775028,0,0,0,0,0,0.247519237861199,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0464621239409423,0,0,0,0.0443085547747592,0,0
X600028.SH,0.678780130931855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0919460624313519,0,0,0,0,0,0,0,0,0.0326266551504795,0.0158156616899909,0,0,0,0,0,0,0,0,0,0,0,0,-0.0765575115421383,0,0,0,0.0740596349995681,0,0,0,0,-0.0109206142889139,0,0,0,0,0,0,0
X601088.SH,0.110622573676167,0.0785014255024756,0,0,0.0445705148072657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151189409130576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121259249687289,0,0.0442688148668067,0,-0.176126201437255,0,0,0,0,0,0,0,0,0,0,0,0.000570711223208186,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589930490933235,0,0,0,0,0.214339606542541,0,0,0,0.0648190504523481,0.218227808463487,0,0,0,0,0,0.0201378450479113,0,0.012475234243687,0.0702466761315562,0,0,0,0,0,0,0.452874851286607,0,0,-0.0190439422761705,0.0538322177254316,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.059601497505343,0.124593071258724,0,0,0.143749495005103,0,0,0,0,0,0,0,0,0,0.198071055198744,0,0,0,0.0279392253931525,0,0.160218349183244,0,0,0,0,0,0.0692803958875599,0.0879740670645233,0,0,0,0,0,0.141017342613729,0,-0.0540006418525387,0,0,0,0,0,0,0,0,0,0,-0.00343695961900576,-0.00529922228865777,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.078648061233367,0,-6.93889390390723e-18,0,0,0,0,0.114591198760409,0,0,0,0,0,0,0.0614214053058776,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011656446893314,0.557652523950686,0,0,0,0,0.0289886177839779,0,0,0.33306343667581,0,0,0,0.202218443413087,0,0.218883881673186,0,0,0,0.000124781897420909,0.00906449881218651,0.0798073643330268,0,0,-2.16840434497101e-19,0,0
X601898.SH,0.101440447764585,0,0.104121355347396,0,0.317663974591623,0,0,0,0,0,0.0220959088454982,0,0,0,0,0.0502460587016551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599590490624207,0,0,0.011772496871286,0,0,0,0,0,0.0355477518097882,0,0,0,0,0,0,0,-0.0134639341509588,0,0,0,0.00348541715130126,0,0
X600011.SH,-0.00292108254597762,0,0,0,0,-0.0108456858730973,0,0,0,0,0.0989417009173597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434148310869394,0,0,-1.0842021724855e-19,0,0,-0.00652893476447754,0,0,0,0.0690748866251565,0,0,0,0,-0.0587721195465143,0,0,0,0,0.122287307346476,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.1536866830967,0,0,0,0,0,0,0,-0.0342525401166783,0,0.0336119801924036,0,0.0207745722677591,0,0,0,0,0,0,0.0575518291095394,0.0355405651152819,0.29604298892039,0.046955431925141,0,0,-0.047217020993265,0.135732015918807,0,0,0,0,0,0.0633605887842817,0.156053866111186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00954565781688164,0.0134187636612595,0,0,0,0,0,0
X600547.SH,0,0.0775389958489698,0,0,0,0,0,-0.0468153362347945,0,0,0,0,0,0,0,-0.0507325637329106,0,0,0,0,0,0,0,0,0,0.0222746309830784,0,0,0.52654252968262,0.0196823510648305,0,0,0,0,0,0,0,0,0,0.010881670864594,0,0,0,0,0.0681543795056778,0,0,0,0,0.0792327214205485,0,0,0.0118452947184799,0,0,0,0.00614253095169677,0,0
