,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X600585.SH,X601600.SH,X600886.SH,X600011.SH,X600547.SH,X000792.SZ,X600010.SH,X600111.SH,X600795.SH,X002460.SZ,X600362.SH,X002466.SZ,X000301.SZ,X000708.SZ,X600489.SH,X600160.SH,X600803.SH,X600027.SH,X601991.SH,X000807.SZ,X000786.SZ,X600219.SH,X600426.SH,X000983.SZ,X002128.SZ,X000408.SZ,X000877.SZ,X600176.SH,X601699.SH,X000630.SZ,X601168.SH,X600096.SH,X600985.SH,X000933.SZ,X002353.SZ,X600378.SH,X002271.SZ,X000831.SZ,X600157.SH,X600995.SH,X600352.SH,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.745063468865573,0,0,0,0,0,0,0,0,0,0,0,0.0517250024193803,0,0,0,0.287622992795555,0,0,0,0,-0.0437162700372107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125514859983448,0,0,0,0,0,0,0,0,0,-0.0232130773544124,0,0,0,-0.0149295596566071,0,0
X601088.SH,0.080592588766451,0,0,-0.049799521277986,0.302679102020474,0,0,0,0,0.0393258427809868,0,0,0,0,0,0,0,-0.0342542620440889,0,0,0,0,0,0,0,0,0,0,0,0,0.0423333750282387,0,0,0,0,0,0,0,0,0,0.136512532057149,0,0,0,-0.0352968497812395,0,0,0,0,0,0,0,-0.0327140318867842,-0.0115301404785186,0,0,-0.0321084688945006,0,0
X600028.SH,0.629504079621985,0,0,0,0.122569853695657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00486681493601207,0,0.0406584847817854,0,0,0,0,0.114341649664774,0,0,0,0,0,-0.0372920872106847,-0.108878009683513,0,0,0.102154281145328,0,0,0,0,0,0,-0.0590507542408706,0,0,0,0,0,0,0,-0.019822209638465,0,0,0,0,-0.0388708085970728,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45058658557983,0,0,0,0,0,0,0,0,0.0573607965740253,0.0480682924522748,0,0,0.100493718708662,0,0,0,0,0,0,0,0,0,0.0148166977382322,0.126459226196512,0.000569263476445866,0,0,0,0,-0.0431416518883317,0,0,0,0,0,0,0
X601898.SH,0.345917662827532,0,0,0,0,0,0,0,0.0435160888352335,1.73472347597681e-18,0,0,0,0,0.00690112442797938,0,0,0,0,0,0,0,0,0,0.0765408030896662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00347437238958264,0,-0.122143926643532,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.165871787812647,0,0,0,0,0,0,0,0,0,0,0,0.118726280248014,0,0,0,0,0,0,0,0,0,0,0.562057188114854,0,0,0,0,0,0,0.306319596803802,0.0314073530108796,0,0,0.139683544662134,0,0,0,0,0,0.0674187387615984,0,0,-0.0448610611136994,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190773974014137,0,0,0,0,0.0763723107238192,-0.247400231567865,0,0.184743058154875,0.140912231768863,-0.0364076983286477,0,0,0,0,0,0,-0.125886612921767,0,0,0,0.108298991721444,0,0,0,0,-0.0812667422311772,0,0,0,0,0,0,-0.00383883648291684,-0.0940825255897331,0,0,-0.0843462025551952,0,0,0,0,0,0
X600019.SH,0.243585150667255,0,0,0,0.0320777336679705,0,0,0,0,0.176135349081839,0,0,0,0,0.0712453270723281,0,0,0,0,0,0.0692718414454216,0.149813316461219,0,0,0,0,0,0,0,0.0669103950642981,0,0,0,0,0.0377347838886203,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,-0.0158634912526314,0,0
X600585.SH,0,0,0,0,0.222485607534101,0,0,0,0,0,0,0,0,0.108222211555772,0,0,0,0,0,0,0.0393017025572357,0.0225419190819134,0,0,0,0,0.162539321451829,0,0,0,0,0,0,0,0.241956506092448,0,0,0,0,0,0.0204505435437418,0,0,0,0,0,0,0,0,0,0,0,0.0147271684293169,0,0,0,-0.0257646380883967,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.627083792425181,0,0,0,0,0,0,0,0,0.114410494777266,0,0.494913461739539,0,0,0,0.181361688292586,-0.170740450787537,0,2.71050543121376e-20,0,0,0,0,0.170505444771544,0,0,-0.0946819303272699,0,0,0,0,0,0,0,-0.0381481771625298,0,0,0,0.0330409455669479,0,0
