,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X002271.SZ,X600660.SH,X000708.SZ,X601898.SH,X600547.SH,X600362.SH,X601600.SH,X000301.SZ,X002466.SZ,X600010.SH,X600111.SH,X000786.SZ,X600886.SH,X600011.SH,X600188.SH,X600176.SH,X600426.SH,X600803.SH,X600219.SH,X601991.SH,X600801.SH,X000027.SZ,X600352.SH,X600795.SH,X600489.SH,X000932.SZ,X000807.SZ,X000898.SZ,X600688.SH,X000825.SZ,X600315.SH,X600157.SH,X002353.SZ,X600516.SH,X600486.SH,X600027.SH,X600299.SH,X002080.SZ,X000723.SZ,X601168.SH,X600808.SH,X000959.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.383019691490593,0,0,0,0,0,0,-0.0046949060708396,0,0,0,0.0273986986731221,0,0,0.00191788024559107,0,0,0,0,0,0.00443673871005412,0,-3.3881317890172e-21,0,0,0,0,0,0.00769875770187102,0,0,0,0,0,0,0.0113295367223467,0,0,0.0581752207734957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.563629181322333,0,0,0,0,0,0,0,0,0.0511100414241849,0,0,0,0,0,0.01559673567623,0,0,0,0,0,0,0,0.136768319371434,0,0,-0.0179534977880728,0,0,0,0,0,0,0.10982831491206,0.0270750000158607,0,0.0502460700137656,0,0,0,0,0,0,0,-0.0487937151703917,0,0,0,0,0,0,0,0,0,0,0,0.0079544129316675,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0704391350330983,0,0,0,0,0,0,0.169570931298057,0,0,0,0.0531194484164535,0,0,0.0357279148457079,0,0,0,0,0.000372048850468366,0,0,0,-0.0148336238610546,0,0,0.0654980162531949,0,0,0,0,0,0,0,0.0841670640720049,0,0,0,-0.0261063678692207,0,0,0,0.00487808465283498,0,0
X600309.SH,0,0,0,0,0,0,0.124168854295332,0,0,0,0,0,0.0314815130965517,0,0,0,0,0.193744874109472,0.157252243283449,0,0,0,0.0463869627854427,0.102076620396251,0,0,0,0,0,0,0,0,0,0,-0.185465321352048,0,0.147666853952042,0,0,0,0,0.0523122736939489,0,0,0,0,0,0,0,0,0,0,-0.100872993489252,0,0,0,-0.00518914136981609,0,0
X600585.SH,0,0,0,0,0,0.0137439431680838,0.0239599709838594,0,0,0.021460640100943,0,0,0,0,0,0,-0.0180908548891083,0,0,0,0,0.0341924712005941,0,0,0,0,0,0.300840082805985,0,0,0,0,0.0624767078942712,0,0,0,0,0,0,0,0.0277133114858725,0.0458094090881728,0,0,-0.00732977533884053,0,0,0,0.00601921484447585,-0.00525629972735423,0,0,-0.024647973370217,0,0,0,-0.0127429636126619,0,0
X600019.SH,0,0,0,-1.35525271560688e-20,0,0,0,0,0,0,0,0,0,0,0,0.0431911219121869,-0.00462297818408054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391720151275441,0.102041328305854,0.0176698228398017,0,0.236457825704925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0691123274390861,0,0,0,0.00119098467983567,0,0
X002460.SZ,0,0,0,0.066586161107985,0,0,0,0,0.226444320554401,0,0,0,0.0471546863650051,0,0.127880551944083,0.502450397631079,0.00679931433154145,0.125332507737604,0.0525833642099954,0,0,0,0,0,0.00959560708260778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0667506001910131,0,0,0,0.0857005366660059,0,0,0,0,0,0.0138525995509308,0,0,0,0,-0.0115752801498623,0,0
X002271.SZ,0,0,0,0,0,-0.0731900638922836,0,0,0,0,-0.0342170184594502,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0859299102469855,0.18345305309654,0,0,0,0,0,0,-0.0614367615105657,0,0,0,0,0,0,0,0.054869907612004,0.24551592924852,0,0,0,0,0,0,-0.0476949913398386,-0.0533677260490264,0,0,-0.0578563582888521,0,0,0,-0.0300943465361414,0,0
X600660.SH,0,0,0,0,0,0,0.142590536879903,0,0,0.0212065550633068,-0.217682298502497,0,0.00434440910395488,0,0,0,0,0,0.156784988986277,0,0,0,0,0,0,-3.46944695195361e-18,0,0,-0.0862416641820501,0,0,0,0,0.0263172420996712,0,0,0,0,0,-0.0289521950137735,0.0561740790390324,0.194448884393148,0,0,0,0,0,0,0,0,0,-0.0383846057968154,0,0,0,0,-0.0318705948560043,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.089064194342789,0,-0.0262683570846949,0.106879125194742,0,0,0,0.0899800421797508,0,0,0,-0.0614386180137339,0,0,0,0,0,0,0,-0.10997424166635,0.566919700145641,0,-0.101933407582534,0,0,0,0,0,0,0.104476168211847,0.132387349623076,0,0,0,0,0,0,0.0195101346173803,0,0,0,0,-0.126864512490468,0,0
X601898.SH,0,0,0,0,0,0.0701937393321777,0,0,-0.157457086507425,0,0,0,0,0,0,0,0.0618127574425707,0,0,0,0,0,0,0,0,0.0405541615913054,0,0,-0.0251455750067624,0,0,0,0,0.128879808442401,0,0,0,0,0,0.0521659093174567,0,0.160952891943949,0,0,0,0,0,0,0,0,0,0,0.0200468336740683,0,0,0,0.0387420083813963,0,0
X600547.SH,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0720479653557674,0,0,0,0.133513964428092,0.0569145189318358,0,0,0,0,0,0,0,0,0,0,0.140118630070364,0,0,0,0,0,0,0,0.110894441489656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00946024246966091,-0.029459746362765,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.134203673734245,0,0,-0.0611498214358862,0,0,0,0,0,0,0,0.0392211727901203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380619933395018,0,0,0,0,0,0,0,0,0,0.339132466072388,0,0,0.635742284715399,-0.053531282841767,-0.0706395980000314,-0.00391530780474567,0,0,0,-0.0413533290823857,0,0
X601600.SH,0,0,0,0.135727164889568,0,0,0,0,0,0,0,0,0.135851327952307,0,-0.0860267014017871,0,0,0.0243540305913277,0,0,0,0,0,0,0,0.0719140102478793,0,0,0,0,0,0,0.0651471269356435,0.285697391788935,0.106490353721993,0,0.0445468193829484,0,0,0,0,0,0,0,0,0,0.0753457761147014,0,0,0,0,0,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0.0852707999009663,0,0,0,0,0,0.14039759730084,0,0,0,0,0.178732445443121,0,0,0,0,0.15850347999318,0.00132687866273067,0.204040144858619,0,0,0,-0.0733969862689813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0700963057229346,0,0.0808198173187316,0,0,0,0,0.0235164812131648,0,0,0,0,-0.0454294552633566,0,0
X002466.SZ,0,0,0,0,0,0,0.602049441243113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.156527021966055,0,0,0,0,0,-0.0720450355890156,0,0,0,0,0,0.214899065628686,0,0,0,0,0,0,0,0,0,0,0,0,-0.0180282273884087,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.230854883923405,0,0.0871480537726151,0,0.0439675380954084,0.059853417996501,-2.16840434497101e-19,0.0453126196121985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133459414503311,0,0,0,0,0,0,0,0,0,0,0.129933929055003,0,0,0.154589394914909,0,0,-0.0067402517027972,0,0,0,0,-0.0196344745962956,0,0
X600111.SH,0,0,0,0.32282997440872,0,0,0.0276643091777488,0,0,0.0749158523299843,0,0,0,0,0,0,0.544644988826031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0560006259446891,0,0,0,0.0904618575902387,0,0,0,0,0.0556369608069866,0,0,0,0,0,0,0.0245805774246517,0,0,0,-0.0531953192634058,0,0
X000786.SZ,0,0,0,0.318971558162797,0,0,0,0,0,0,0,0,0,0,0,0,0.0114712312537734,0.087887167164182,0,0,0,0,0,0,0,0,-0.110741223686521,0,0,0,0,0,0,0,0,0,0,0,0,0.0104857240788626,0,0,0,0,0,0,0,0,0,0,0,0,-0.129509550362258,0,0,0,-0.0211440837470866,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0.0177677700249174,0,0,0,0,-0.0450533449275574,0,0.0371659748504919,0,0,0,0.0488160006482981,0,0,0,0.0233098078388847,0,0,0.110158655201115,0,0,0,0.0288513319840001,0.165750461204484,0,0,0.000106916180247934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210847649711097,0,0,0,-0.00621978019030774,0,0
