,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X600547.SH,X601991.SH,X600688.SH,X601600.SH,X600660.SH,X600886.SH,X600188.SH,X600795.SH,X600362.SH,X000898.SZ,X600027.SH,X601992.SH,X600176.SH,X600111.SH,X002466.SZ,X600516.SH,X002460.SZ,X000709.SZ,X600299.SH,X000629.SZ,X600808.SH,X600352.SH,X600219.SH,X002075.SZ,X000825.SZ,X600801.SH,X000786.SZ,X300072.SZ,X601158.SH,X000553.SZ,X600489.SH,X002110.SZ,X000883.SZ,X600583.SH,X600339.SH,X000408.SZ,X601699.SH,X000301.SZ,X000027.SZ,X000792.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0186084350230208,0,0,0,0,0,0,0.175736544094148,0,0.13216012974295,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00643222668253715,0,-3.46944695195361e-18,0,0,0,0,0.234199517430789,0,0,0.336597735801002,0,0,0,0,0,0.0593795674385863,0,0,0,0,0,0
X600028.SH,0.190454745413208,0,0,0,0.314726165598202,0.141013143598974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14103092057852,0.0559344302599157,0.156119249253291,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.00533994224914414,0.153836039451827,0,0,0,0,0,0,-0.101157551563026,0.00124949299551321,0.00844426342457094,0,0,0,0,0,0
X601088.SH,0.141649883463725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576531473127666,0,0,0,0,0,0,0,0,0,0,0,-0.113190759636757,0.036697562080625,0,0,0,0,0.0177449440651747,0,0,0,0,0,0,0.363916881365843,0,0.0319730408283759,0.0234324752251103,0,0,0,0,0,0,0,0.0266513347883436,-0.0632197280348916,0,0,0,0,0,0
X600585.SH,0,0,0.0752374755572697,0,0,0.032983727937122,0.119375752784282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150737562849414,0,0,0,0,0.0364553380734302,0.0694191702555949,0,0,0.0557199453820727,0,0.498583263210634,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175273789015439,0,0,0.0128776621566397,0.00703698509981392,0,0,0,0,0,0
X600019.SH,0,0.082487877114169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.618881608137463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0419916900167534,0.0587377195323976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0179533267155121,0.0102560187188831,0,0,0,0,0.0121621262618156,0
X600011.SH,0,0,0,0.0635410312691647,0,0,0,0.00919233635579857,0,0,0,0,0.000456355004806433,0.0379457684704892,0,0,0,0,0,0.667939587730047,0,0,0,0.121730579668672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2269690867775,0,0,0,0,0,0,0,0,0.0220793809901096,0,0,-0.00651880398531477,0.0648092316825204,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00995857336669976,0,0.270634570379832,0,0,0,0,0,0,0,0,0,0,0,0,-0.410783480222818,-0.0136312687828109,0,0,0,0.135752456310902,0,0.130861047052899,0,0,0,-0.498408863158541,0,0,0,0,0,0,0,0,0,0,-0.270528451575133,-0.0614090314400966,0.0684696998674594,0,0,0,0,-0.23564237181995,0
X600010.SH,0.106309966140732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385107349284317,0,0,0,0.127163440617221,0.114869938271638,0,0,0,0.0805686169538055,0,0,0,0,0.023179260512434,0.100243739103343,0,0,0,0,0,0,0,0,0.104445294082794,0,0,0,0,4.33680868994202e-19,0,0,0.00117044462776849,-0.0073880235612594,0,0,0,0,0,0
X601898.SH,0.160491985274397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414093867542829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193895515288927,0.172922827604208,0,0,0.0769440755745397,0,0,0.193405008972197,0,0,0,0,0,-0.0160450473159786,0,0,0,0,0,0
X600547.SH,0,0,1.73472347597681e-18,0,0,-0.0438560077729132,0.0762307280308977,-0.0134661447453225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272657314392908,0,0,0,0,0,0.511798195094877,0,0,0.00277802462055268,0,0,0,0,0,0,0,0,0.0192215064849059,-0.00501965990717546,0,0.0670008181002308,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.189536051170303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113746717385609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082992916934829,0,0,0,0,0,0,0,0.00484354106025196,0,0,0,0,-0.028842856889361,-0.000115101696348486,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25014597692552,0,0,0,0,0,0,0,0,0,0,0,0.0306416827791098,0,0.0140030603789649,0.0359009224007619,0.400030555910429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309510471481432,0,0,0,0,0,0.0169786765932081,-0.00764744016517863,0.0441686862625954,-0.0491417550091675,0,0,0,0,0
X601600.SH,0,0,0,0.113434012473652,0,0.0190900965607974,0.0255241304797221,0,0,0,0,0,0,0.0506005577262171,0,0,0,0,0,0,0,0,0.0855707328853441,0.0670033475644231,0.202613485977913,0,0,0,0,0,0,0,0,0,0.0174130539120535,0,0,0,0,0,0,0,0.011113800483364,0.0431687377089466,0,0,0,0,-0.0170474931242872,0,0,0,-0.0820827709458656,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.0731955027464053,0,0,0,0,0.326675036494957,0,0,0,0.064807943215795,0,0,0,0,0,0.124019041889657,0,0.0428042194777171,0,0,0,0.157830522795245,0.0188729429405922,0,0,0,0,0,0,0,0.107103169150977,0,0,0,0,0,0.274029461563481,0,0,0,0,0,-0.0393407635320189,0,0,-0.00152344998210151,0.0717404423620292,0,0.121645161021603,0,0,0,0
X600886.SH,0,0.0726259167474523,0,0,0,0.102106098756666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525900035814188,0,0,0,0,0,0,0,0,0.0774351761131322,0,0.0919225215996744,0,0,0,0,0,0,0,0,0,0,0,0,0.0641036572775592,0,0,-0.000614529674526468,0.0208891581298712,0,0,0,0,0,0
X600188.SH,0,0,0.638558125424305,0,0,0,0.115474603446394,0,0,0,0,0.182103376137749,0,0.092573248296084,0,0,0,0,0,0,0,0,0,0,0,0.0363004933082045,0,0.167740244134214,0.0559118462213933,0,0,0,0,0,0,0,0,0,0.0414639187689973,0,0,0,0,0,0,0,0,0,0.0382849209077716,0,0,0.00570623209239368,0,0,0,0,0,0,0
X600795.SH,0,0.0124248095564168,0,0,0.0438882944575574,0,0,0,0,0,0,0,0,0,0,0,0,0.173249913528631,0,0,0,0.0137847888871445,0,0.0268051107924007,0.180299600334156,0,0,0,0.00720451439081606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00389688520476625,-0.0445200101044869,0,0,0,0,0,0
X600362.SH,0.067732081692169,0,0,0,0.0169282804048848,0,0.141838968191909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532141361906354,0.173857387507267,-3.46944695195361e-18,0,0,0.0212976788944021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113349393849048,0,0.0108814543984565,0,0,-0.00370124173889044,-0.0756259898817437,0,0,0,0,0,0
X000898.SZ,0,0,0,0.0590649372090927,0.526813448148338,0,0.0576349616335686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0239866504925859,0,0.325957756284765,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0480439567919102,0,-0.0741344508181559,0,-0.0357112259138045,-0.0418120635776974,0.0540902572856572,0,0,0,0,0,0
