,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X601898.SH,X600019.SH,X600585.SH,X601600.SH,X600795.SH,X600886.SH,X601991.SH,X600688.SH,X600027.SH,X000709.SZ,X600157.SH,X600111.SH,X600188.SH,X600362.SH,X600583.SH,X601158.SH,X000027.SZ,X002075.SZ,X601992.SH,X600021.SH,X600309.SH,X000539.SZ,X000898.SZ,X600352.SH,X601918.SH,X000883.SZ,X002353.SZ,X002470.SZ,X000629.SZ,X600098.SH,X600863.SH,X600022.SH,X000792.SZ,X600307.SH,X000060.SZ,X600808.SH,X600489.SH,X000878.SZ,X600660.SH,X600547.SH,X600578.SH,X000825.SZ,X600160.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.747568578559847,0,0,0,0,0,0,0,0,0,0,0,0,0.0104894022906474,0,0,0,0,0,0,-3.46944695195361e-18,0,-0.0157948064559468,0,0,0,0,0,0.0339652131861676,0,0,0,0,0,0,0,0,0,0.031849855842158,0,0,0,0,0,0,0,0,-0.0380561840737288,0.043107320077767,-0.0496476766733756,0,0,0,0,0,0
X600028.SH,0.446805207638317,0,0.0162759524413461,0,0,0,0.148604368948665,0,0,0,0,0,0,0,0,0,0,0.0811774756646955,0,0.0755083377875473,0,0.020202874602112,0,0,0,0,0,0,0,0.0556450390091812,0,0,0,0,0,0,0,0.0217374981691643,0,0,0,0,0,0,0,0,0,0,0,0.0243042108108374,0,0.0511734207530431,0,0,0,0,0
X601088.SH,0,0.252335968360811,0,0.166554024864929,0,0.0406628761842525,0,0,0,0,0,0.129382951761441,0,0,0,0,0,0,0,0.0164897964410129,0,6.93889390390723e-18,0,0,0,0.0817584591818562,0,0,0,0,0,0,0,0,0,0,-0.0409217878385793,0.0827664223139971,0,0,0,0,0,0,0,0,0,0,0,-0.00956084567054657,0,0,-0.0185548237814615,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.0573551339518757,0.306179237225219,0,0,0,0,0,0,0,0,0.00936394673259016,0.284407068720992,0.0774866161955836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383975587846994,0.0448646150283939,0.00549137918342417,0,0,0,0,0,0,0,0,-0.0496647886301906,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.212876697716639,0,0,0,0,0,0,0,0.0577958151680052,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297491021034177,0,0,0,0,0,0,0,0,0,0,0,0,0.00500513946683903,0,0,0,0,0.42903426823627,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.16045230820428,0,0,0,0,0,0,0,0,0.278527937953276,0,0.26133409080131,0.0230595966380155,0,0,0,0,0,0,0,0,0.122013510582363,-0.0879990570692507,0,0,0,0,0.16199557633934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0178049778025512,0,0,0,0,0,0
X600019.SH,0,0.0513260999253596,0.185828511103842,0,0.072321471505782,1.38777878078145e-17,0,0,0,0,0,0,0.07963357282247,0,0,0,0,0,0,0,0,0,0,0,0,0.0301599848465427,0,0.340510212931305,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0309189045228558,0,0,0,0,0,0,0,0,0,0,-0.0328429625666041,0,0,0,0,0,0
X600585.SH,0,0,0.017696112596922,0,0.126962599887217,0,2.34311098373521e-05,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.204122043520988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249766960338175,0,0,0,0,0,-0.00113251325015532,-0.0349496302922113,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0432035480131378,0,0,0,0,0,0,0.0475696225346001,0.183794460191091,0,0,0.0974115830115444,0,0,0,0,0,0,0,0,0,0,0.0992040063192223,0,0,0,0,0,0,0,0.154078806513272,0,0,0,0,0.00527231169179973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.0385036042681546,0,0,0.18959837395549,0,0,0,0,0.0918741099529435,0,0,0,0,0,0.000833560197815185,0,0,0,0.0956329099443723,0.119793367638035,0,0,0,0.00441916387543935,0.0185447248406756,0,0,0,0,0,0.104443708546516,0,0,0,0,0,0,0,0,0.0993311782252912,0.0643649667983265,0,0.00142372972240913,0,-0.00393649318961933,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.0246211908625409,0,0,0,0,0,0.00470888141537125,0,0.35155846589668,0,0,0,0,0,0,0,0,0,0,0,0.0219900175451486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0640277551942771,0.021191598709372,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.0598747542512884,0.184316607118895,0,0,0,0,0,0,0,0.0557677042243875,0,0,0,0.281235437410183,0,0,0.00306872686850135,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0107410592461484,0,0,0,0,0,0.0213224250656784,0,0,0,0,0,0,0,0,0,0.145085103674799,0,0,0,-0.00853394534540619,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,-0.154651570323071,0,0,0,0,0,0,0,0,0,0,0,0.41957572022547,0,0.113825239644412,0,0,0,0,0,0,0,0.341014682794889,0,0,0,-0.0404479316832083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00370608048336066,-0.0143259662346466,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.185909612363521,0,0,0.221617105170166,0,0,0.0570582190452993,0,0,0,0,0,0.0693689825015827,0,0,0,0.0672924650466386,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0703179365452724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0128358524599077,0,0,0,0,0,0
