,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X600688.SH,X600660.SH,X601991.SH,X600547.SH,X600188.SH,X601600.SH,X600886.SH,X600795.SH,X600362.SH,X000898.SZ,X600027.SH,X601992.SH,X600111.SH,X600516.SH,X002466.SZ,X000629.SZ,X600176.SH,X600299.SH,X000709.SZ,X600808.SH,X002460.SZ,X600352.SH,X600801.SH,X000825.SZ,X600339.SH,X002110.SZ,X600426.SH,X300072.SZ,X600583.SH,X600489.SH,X601158.SH,X000786.SZ,X000553.SZ,X600219.SH,X601699.SH,X000883.SZ,X000932.SZ,X000408.SZ,X000301.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.170592509730245,0,0,0,0,-0.0543553458713,0.0360430482526387,0.0226122295101804,0,0,0.338148997334625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476917899725518,-0.0435310132498326,0,0,0,0.148750747981348,0,0,-0.0657307419241431,0,0,0,0,0,0,0,0,0,0,0.33422589086174,0,0.0125225765950051,0.0113856717402206,0,0,0,0,0,0
X600028.SH,-1.0842021724855e-19,0,0,0,0.269398021197604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02570746143689,0,0,0,0,0.29759036357344,0,0.00866199655465383,0,0,0,0.10690374898934,0,0,0,0,0,0,0.10044568473804,0.0741642262614937,0,0,0,0,0,0,-0.0521179635604908,0.0214581987676564,0.0415899724474928,0,0,0,0,0,0
X601088.SH,0.153177331375085,0,0,0,0,0,0,0,0.207222118617634,0,0,0,0.0124134868116921,0.138669784023802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0869668291736895,0,0,0,0,0,0,0,0,0.0148363943457543,0,0,0,0,0,-0.0147727347572705,0,0,0,0,0,0,0
X600585.SH,0,0.0166948173914099,0,0,0.0907828086071647,0,0,0,0,0,0,0,0,0,-0.0156774137259211,0,0,0,0.107528290051489,0,0,0,0,0,0,0,0,0,0,0,0,0.361363402399187,0,0,0,0,1.73472347597681e-18,0.159465670890233,0,0,0.174881514558432,0,0,0,0,0,0,0,0,-0.000554916591399192,0.0038385554742245,0,0,0,0,0,0
X600019.SH,0,0.0758050358776782,0,0.0483272000948293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.624442020996577,0,0,0,0,0.0186199597435999,0,0,0,0,0,0,0,0,0,0,0.0271878646983237,0,0,0,0,0,0.0176110190283304,0,0,0,0,0,0,0,0,-0.00814634107432789,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0794608814480136,0,0,0,0.775787397620341,0,0,0,0.0488541163243694,-0.0673228078596925,0,0,0,0,0,0.122639595762017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115883692999547,0.0217803544421035,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.451215699616219,0,0,0,-0.0544155012401427,0,0,0,0.0376568631475323,0,0,0.25525274988295,0,0.0495615564630418,0,0,0,0,0,0,0,0,0.0129236977055449,0,0,0,0.0135269441503397,0,0.135581404611528,0,0,-0.640836128996476,0
X600010.SH,0.155668226787982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148691943193056,0,0.134174595830945,0.0805888215209193,4.33680868994202e-19,0,0,0,0,0,0,0,0.0381490117985121,3.46944695195361e-18,0,0,-0.016008468428146,3.46944695195361e-18,0,0,0,0,0,0,0,0.109775661335745,0,0,0,-0.001091309171127,-0.0501104052316903,0,0,0,0,0,0
X601898.SH,0.118883481323349,0,0.206639573191605,0,0,0,0,0,0,0,0,0,0,0.16425158212798,0.172362226005222,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00188733004073535,0,0,0,0,0,0,0,0,0,0,0,0,0.157563399583159,0,0,0,0,0,0.0980999859111863,0,0,0,0,0,0,0,0,0
X600688.SH,0.204394762528919,0.0409499378034604,0,0,0,0,0,0.0451401545358553,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00535588470655504,0,0,0.120013317017727,0.0100781688178658,0,0,0,0,0,0.0475189543782669,-2.16840434497101e-19,0.0962539273861871,0,0,0,0.0497787573301899,0,0,0,0,0,0,0,0,-0.00348960300970995,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0571739034495792,0,0,0,0,0,0,0.118002962920713,0,0,0,0,0,0,0,0,0,0.0675885329521719,0.191108626392822,0,0,0.0843997708141815,0,0,0,0,0,0,0,-0.0261528634868162,0.287044286500063,0,0,0,0,-0.0780064525272437,0,0,0,0,0,0.0156872627788088,0,0.0134711124118541,-0.00912297118594285,0,0,0,0,0,0,0
X601991.SH,0.0172809547760857,0,0,0,0,0,0,0,0.0637599805368737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105045319332364,0.00451995764251693,0,0,0,0,0,0,0.0440292859927905,0,0,0,-4.33680868994202e-19,0,0.0294331443806826,0,-0.0212204960812763,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.123824830912014,0,0,0,0.0318983098752726,0,0,0,0.0503832950994515,0,0,0,0,0.0258489187884856,0,0,0,0,0,0,0,0,0,0.0748955331656408,0,0,0.1231106817128,0,0,0,0,0,0.776923585102674,0,0.0277994713307769,0,0,0,0,-0.026967062495143,0,-0.0459075862643701,0,0.0154432690588346,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0.0663324638418757,0,0,0,0,0,0.0505268376462947,0,0,0,0.0772702250464241,0,0,0,0,0,0.00424896025933197,0,0,0,0,0,0,0,0,0,0.141606464560365,0,0,0,0,0,0,0,0,0.540428759501488,0,0.101965083136912,0,0,-0.0281030562113596,0,-0.0224171319124176,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.14905747949417,0,0,0,0,0.0627376981816132,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0.0070297071448868,0.0764070847127465,0,0,0,0,0,0,0,0,0.0545338511034502,0,0.0023831336850446,0.390594439386395,0,0,0,0,0.0738703659073254,0,0,0,0,0,0,-0.00349945278636484,-0.0186476341143167,0,0,0,0,0,0
X600886.SH,0,0.109266570684068,0,0,0,0.205652119558773,0,0,0,0,0.095132587229578,0,0.0737441800986166,0,0,0,0.111579696531127,0,0,0.0100086325607528,0,0,0,0,0,0.0479565033642769,0,0,0,0.021943257081687,0,0,0.0201663084214056,0,0,0,0,0,0,0,0,0,0.0403054075619654,0,0,-0.0576114899480222,0,0,0,0,0.0236002674446816,0,0,0,0,0,0
X600795.SH,0,0.0606613823529372,0,0,0,0,0,0,0,0,0,0,0,0,0.0868179114984567,0,0,0.0931198544823371,0,0.155998480879689,0,0,0.0120313846342807,0.00859482390648782,0,0,0.071942146456218,0,0,0.0654523727548203,0,0,0,0.0380612930747346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00637767283099081,-0.0229022420337876,0,0,0,0,0,0
X600362.SH,0,0,0.032814757890757,0,0,0,0,0,0,0,0,0,0,0,0.317284091282768,0,0,0,0,0,0,0.0762465603167725,0,0.0553812352954452,0.085354287925932,0.0601085010918852,0,0,0,0,0.103203379823407,0,0,0,0,0,0,0,0,0,0,0,0,0.0517065253596717,0,0,0,0,0,-0.0122288408743812,-0.00307084003970149,0,0,0,0,0,0
X000898.SZ,0,0.0975181837972535,0,0,0.262051033129881,0.0258715980943808,0,0,0,0,0,0,0,0.0588536413661256,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.26066111812108,0,0,0,0,-0.0650121225730967,0,0.160139842081181,0,0,0,0,0.0952863515250365,0,0,0,0,0.0653323350944526,0,0,-0.0191599795278124,0.011171770860603,0,0,0,0,0,0,0
X600027.SH,0,0,0.244550488351732,0,0,0.37551149869483,0,0,0,0,0,0,0,0,0,0.153033427592815,0.188506998486911,0,0.165131132275989,0,0,0,0,-0.0974807231560632,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.30672861648908,0,0,0,0,0,0,0,0,0,0,0,-0.000909960769031696,-0.00714403410007659,-0.0524890374372867,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0863131248187896,0.05453857735956,0,0,0,0,0,0,0.0732197693257597,0.119611571936862,6.93889390390723e-18,0.0480194475440953,0,0.084389315642992,0,0,0.0156343377286568,0,0,0,0,0,0,0,0.146577528262978,0,0,0,-0.0391027994146206,-0.0391010046813788,0,0,0,0,0,0
X600111.SH,0,0,0,0.174099899763726,0,0,0,0,0,0,0,0,0,0,0.249158785451434,0,0,0,0,0,0.104406021330362,0,0,0,0,0.0189264992496778,0,0,0,0,0.0581160051629862,0.0221754678151659,0,0,0,0.0548734777464118,0,0.0316142545034138,0,0,0,0,0,0,0,0,0,0,0,-0.00418808840201622,0.00960965495453098,0,0,0,0,0,0
X600516.SH,0,0.0287134608343838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00506868708974627,0,0.176068167069333,0,0,0.0663159230636258,0.539392660477738,-0.00191218985485271,0,0,0,0,0,0,0,0,0.24843383284325,0,0,0,0,0,0,0,0,0,-0.0402699308858969,0,-0.0801409812552799,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0.358399408601651,0,0,0,0.0707467347993226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.638608752495724,0,0,-0.0184848218621534,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108105450940694,0,0,0.00530237419773086,0.0358400243814934,0,0,0,0,0,0
X000629.SZ,0,0,0,0,0,0,-0.255070421458002,0,0,0,0,0,0,0,0.00904556575251458,0,0,0,0,0,0,0,0,0,0,0,0.437190832949381,0,0,0.0467295082992621,0,0,0.219354628619186,0,0.278766140062985,0,0.184652364148312,0,0,0,-0.240013163244752,0,0,0,-0.903880694040104,0,-0.321537576837652,0,0,-0.0451074850517767,0.0618732216212489,0,0,0,-0.143524513850485,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428622937082188,0,0.0412115889966087,0.00279799182124014,0,0,0.266797375606122,0.113305281211692,0,0,0,0,0.478552610990316,0,0,0,0,0,0,0,0,-0.0314546115153372,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0.0115537060441523,0.0624379175772195,0,0,0,0,0,0.0560464955816204,0,0,0,0,0,-0.154679186804497,0,0,0,0.0701170173021847,0,0.0121323784005551,0,0,0,0,0,0.29953175874185,0,0,0.0356317222210592,0,0,0.184807343673486,0.0289793046260273,0,0,0,0.0722803297952279,0,0,0,0,0,0.106051959904597,0,-0.0275834476417922,-0.0412095214768675,0,0,0,0,0,0
X000709.SZ,0,0.0217520264654358,0,0.0981032146510986,0,0,0,0,0,0,0,0,0,0,0.205583081717914,0.0247939377335773,0,0,0.118800780474022,0,0,0,0.13563336685187,0.0109791149835733,0,0,0,0,0,0,0,0,0.064735104878749,0,0,0,0.095017621032523,0,0,0,0,0,0,0,0,0,0,0,0,-0.00117458536222172,0,0,-0.0338215510046385,0,0,0,0
X600808.SH,0,0,0,0,0,-0.12054253191504,0,0,0,0,0,0,0,0,0,0,0,0,0.49211539195729,0,0,0,0,0,0,0,0,0,0,-0.0516110136627737,0,0,0,0,0.221028735845723,0.0818896768331108,-0.0833811664312276,-0.020397031838881,0,0,0,0,0,0,0,0.169698019477734,0,0,0,0,-0.0101826846260495,0,0,0,0,0,0
X002460.SZ,0,0.143405470652334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.195762897011746,0,0,0,0,0.702851620031335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182122382364743,0,0,0,0,0,0.2126508184586,0,0,-0.0365542059991902,-0.0788564344192036,0,0,0,-0.0164301056327708,-0.0131008876343477,0
X600352.SH,0,0,0,0,0,0.131631665162472,0.178848027073797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0913071223657963,0.139324038492639,0,0,0,0,0,0,0,0,0,0,0,0.0136034962454822,0.0321441655701288,0.0910425765805814,0,0,0,0,0,0,0,0.111161422190896,0,0,0,0,-0.0168645461049928,0,0,0,0,0,0
X600801.SH,0,0,0,0.437545474544021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00461193851288668,0,0,0,0,0,0,0,0,0,0,0,0,0.0337133141572385,0.322586042956854,0,0,0.18126529102202,0,0.139251733543015,0.1794971378621,0,0,0,0,0,0,0,0.0121150612934055,0.0245626825036374,0,0,0,0,0,0
