,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X601600.SH,X600188.SH,X601898.SH,X601991.SH,X600688.SH,X600362.SH,X002466.SZ,X600547.SH,X600660.SH,X600795.SH,X601992.SH,X300072.SZ,X600111.SH,X002460.SZ,X600516.SH,X600886.SH,X000898.SZ,X000786.SZ,X600176.SH,X000792.SZ,X000553.SZ,X000709.SZ,X600352.SH,X600027.SH,X600299.SH,X000825.SZ,X002271.SZ,X600489.SH,X000408.SZ,X601158.SH,X601699.SH,X600219.SH,X600157.SH,X600583.SH,X600808.SH,X000883.SZ,X000630.SZ,X002470.SZ,X600426.SH,X600315.SH,X002408.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.25728568597265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178022634701109,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449487830194748,0,0,0,0,0,0,0,0.0858324889684033,0.0595804578901086,0,0,0,0.0545753417584667,0,0,0,0.00823680383716787,0.0164128496767928,0,0,0,0,0,0
X600028.SH,0,0,0.308204455199704,0.0405545232353317,0,0,0,0,0,0,0,0,0,0,0.163845258178868,-0.00899663643268476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0878693046934487,0,0,0,0,0,0,0,0,0.0321536707322593,0,0,0,0,0,0,0
X601088.SH,0,0.117180356475687,0,0.220251865922433,0,0,0,0.0273189971794301,0,0,0,0,0,-0.00695622420959582,0,0,0,0,0,0,0,0,0,0,0.0126111768106833,0,0,0,0,0,0,-0.176313219818879,0,0,0,0,0,0.388693657694213,0,0,0,0,0,0,0,0,0,-0.0037668215461623,0,0,-0.00643979484366437,0,0,0,0,0,0
X600019.SH,0,0,0.184200772534891,0,0.213663919121841,0,0,0,0.0330881396544599,0,0,0,0,0,-0.0255407519640896,0,0,0,0,0,0,0,0,0.0243769857373197,0,0,-0.0845470897251709,0,0,0,0,-0.0775183316151,0.0144160236736215,0,0,0,0,0.213196158685504,0,0,0,0.236085988447014,0,0,0,0,0,0,0,0.0270609767491124,-0.0173884734582943,0,0,0,0,0,0
X600585.SH,0,0,0.0492062424795233,0.397158379070742,0,0,0,0.0144975585847662,0.165444115367223,0,0,0,0.145075718585531,0.0345608807644256,0,0,0,0,0,0,0.00519334743719103,0,0,0,0.0878935465198675,0.0223462731105023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0123632121496465,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15382104153747,0,0,0,0,0,0,0,0,0,0.0653427824074982,0,0,0.0374613139811336,0,0,0.0221141084366475,0,0,0,0,0.0971618131743802,0.157537942622609,0,0,0.124795054830374,0,0,0,0,-0.0167571373458066,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.159657228128051,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0410501518104825,0.0920562286783921,0.0125217305642511,0.129972558720398,0,0,0,0,-0.0470976036606338,0.123333614407391,0,0,0.0746487762609743,0,0,0,0,0,0,0.190802229459877,0,0,0,0,0,0,0,0,0,0,0,-0.0088847022620708,-0.0190179633912279,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,-0.0407342510413018,0,0.489666562435509,0,0,0,0,0,0,0,0,0,-0.0586735206560145,0,0,-0.208838618639677,0,0,0,-0.181693481360714,0,-0.0617199102632136,0,-0.255988213625175,0,0,-6.93889390390723e-18,0.523499395242416,0,-0.141997050676627,0,0,0,0,-0.159882256157922,0,0,0,-0.468971391742826,0,0,0,0,0.100215632544712,-0.239238129546998,-0.485950834729366,0,0,0,0,0
X600188.SH,0,0,0,0.271055721963313,0,0,0,0,0,0,0,0,0,0,0.185174850870707,0,0,0,0,0,0.123803060561997,0.0636877460845472,0,0.301468748004678,0,0.161961031084299,0,0,0,0,0,0,0,0,0,0,0,0.232448488562352,0,0,0,0.0785101024336995,0,0,0,0.113756667448273,0,0,0,-0.0172723181542225,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0223782204607619,0,0,0,0.288183982473378,0,0,0,0,0,0,0.042716339293115,0,0,0,0,0,0,0.0765222298005911,0,0,0.0756687639769288,0,0,0,0,0,0,0,0.134087872361751,0,0,0.0802585516466793,0.0215920542771209,0,0,0.0783122565437871,0,0,0,0,0.0113486714123177,-8.67361737988404e-19,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0384483359487633,0,0,0,0,0,0,0,0,0,0,0.0554956439508249,0,0.0781841454812226,0.0158434894791572,0.0644356837388653,0,0,0,0,0.015093700373216,0,0,0,0.294467973947813,0,0.0420313517387674,0.0652072684224172,0,0,0,0,0,0,0,0.0460187024612216,0,0,0,0,0,0,0,0.013422281310251,-0.00432298523632306,0,0,0,0,0,0
X600688.SH,0,0.313231854238409,0.0913036974100874,0,0,0,0,0,0,-1.38777878078145e-17,0,0,-3.46944695195361e-18,-0.0553147392205726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.110606094699841,0,0,0,0,0.178873073887284,0,0,0,0.0303819081661641,0,0,0,0,0.015490811111351,0.0572737970302658,0,0.00995268183066617,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.080548783252539,0.223298401110954,0,0,0,0,0.207858154765892,0,0,0.0291190622350624,0,0,0,0,0,0,0,0,0,0,0,0.0100097947932918,0,0,0,0,0,0,0,0.353699553201566,0,0,0.0611805780270367,0,0,0,0,0,0,0,0,0.0391527962411492,0.0778254633607301,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00161359288011012,0.504284712213955,0.0173561120159559,0,0,0,0,0,0.144706054929121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340834031718562,0,0,0,0,0.0136583187650352,0,0,0,0,0,0,0
X600547.SH,0,0.156153140992625,0,0,0,0,0,0,0,0,0,0,0.0554019421646076,0,0,0,0,0,0,-0.0182190177352917,0,-0.0435544890508215,0,0,0,0,0,0,0,0,0,0,0,0,0.788881375638209,0,0,0,0,0,0,0,0,0,0,-0.00626363006058945,-0.0403370135308264,0,0,0,0.0150497167953456,0,0,0,0,0,0
X600660.SH,0,-0.00239633175505384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247755538327917,0,0,0,0,0.182695720130072,0.0862819754157459,0,0,0,0,0,-0.0570724771475138,0,0,0.0968073668303227,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0524827521439685,-0.0269556352480116,0,0,0,0,0,0
X600795.SH,0,0.118295134842902,0,0,0,0,0,0,0.0721035625328815,-4.33680868994202e-19,0,0,0,-0.0149085905189051,0.0731457494512477,0,0,0.0539186750136023,0,0,0,0,0,0,0,0,0,0.106643660599963,0,-0.00232507327474713,0,0,0,0,0,0,0,0,0,0,0,0.0279327287547448,0,0,0,-0.0108618999747717,0,0.0252930625869371,0,2.16840434497101e-19,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0.246691328283046,0,0,0,0,0,0,0,0,0.259120700692179,0,0,0.0204956210169307,0,0,0,0,0.0894377174952862,0,0,0,0,0,0.0138078825530977,0,0,0,0,0,0,0,0.0679214026359031,0,0,0,0,0.0945146966054697,0.0419492490726759,0,0,0.0223970516487992,0.00862742118410576,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,-0.0951660328029903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291228083743804,0.0365881965478527,0,0,-0.0102674803908887,0,0,0.0176719188289272,0,0,0,0,0,0,0,0.126936300821848,0,0,0,0,0.346498812051855,0,0,0,-0.121744911144903,0.0350639658703882,0.217170408188163,0,0,0,0,0
