,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600660.SH,X600547.SH,X601600.SH,X600585.SH,X600886.SH,X600795.SH,X600362.SH,X000792.SZ,X000708.SZ,X600010.SH,X002460.SZ,X600111.SH,X600027.SH,X000301.SZ,X002466.SZ,X600160.SH,X600489.SH,X600426.SH,X601699.SH,X000983.SZ,X600803.SH,X601991.SH,X000877.SZ,X000786.SZ,X600985.SH,X000630.SZ,X000807.SZ,X000933.SZ,X601168.SH,X600176.SH,X002128.SZ,X000408.SZ,X600219.SH,X600612.SH,X000883.SZ,X600096.SH,X002271.SZ,X000932.SZ,X600295.SH,X000027.SZ,X600348.SH,X600282.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0936841750611964,0.107170763914515,0,0,0.0446314682228806,0,0.214284025005998,0,0,0.0505000596540798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.054813012826183,0,0,0,0.0570696919026203,0,0,0,0,0,0,0,0,-0.109036620319466,0,0,0,0,0,0,0,0.0239166025331139,0,0,0,0,0,0
X601088.SH,0.0481625536738659,0,0,0,0.19883728931982,0,0,0.133654296532584,0,0,0,0,0,0,0,0,0,0,-0.0204702704312654,0,0,0,0,0,0,0,0,0.282437409947729,0,0,0,0,0,0,0,0,0.03989410092538,-0.0393453459632184,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00601609576144624,-0.0340061506416675,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.087735005711465,0,0,0,0.0280940267824045,0,0,0,0,0,0,0,0,-0.138860723747208,0,0,0,0,0,0,0,0,0,0,0.0799673334567625,0,-0.0441967660124344,0,0,0.172521216719542,0,0.0279819353449034,0,0,0,0,0,0,0,-0.0661277475293375,0.0958714422773902,3.13775191317927e-05,0,0,0,0,0,0.0488783890553838,-0.000782716319650372,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0631957835069315,0.0728257499203582,0,0,0,0,0.117446559586671,0,0,0.0328056482827131,0.0244398828514962,0,0,-0.104216146010121,0,0,0,0,0,0,0,0,0,0,0.240726182300667,0,0.038649822109106,0,-0.150957074941861,0,0,0,0,0,0,0,0,0,-0.0141702216543855,-0.0742567696886234,0,0,0,0,0,0
X600188.SH,0.0594029679306095,0,0,0,0,0.22292714776744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0157107266186734,-0.00734253809952557,0,0,0.328896372624676,0,0,0,0,-0.0988611804800626,0,0,0,0.0191308559590655,0,0,0.0224327316514623,0,0,0,0,0,-0.00119435075097035,0,0,0,0.117819256955649,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0.271749532527524,0,0,0,0,0,0.33018171189027,0,0,0,0.231686275268746,0,0,0.0836347412873008,0,0,0,0,-0.177073840340387,0,0,-0.0362474911066093,0,0,0,0.0430668243603636,0,0,0,0,0,0.539330246164281,0,0,0,0,0.0866357133651108,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129364671100815,-0.0599163755004149,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.170399756345551,0,0,0.00907897895432241,0,0,0.128805384132524,0,0.0145433730731267,0,0,0,0,0,0.0487078767226883,0,0.123625116035405,0,0.101995320688423,0,0.0150905095412151,0,0,0,0,0,0,0,0,0,0,-0.164215421193371,0,0,0,0.0350833429718931,0,0,0,0,0,0,0,-0.0118249868859844,0,0,0,0,0
X600011.SH,0.0336222899514182,0,0,0,0,0,0,0,0,0,0,0,0,0.529609805562051,0,0,0.0233652525248906,0,-0.0501783992293808,0,0.0809597757590476,0,0,0,0,0,0,0,0,0.274757346154785,0,0,0,0,0,0,4.33680868994202e-19,0.00469319085268748,0.0148587558101326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600660.SH,0.0743555927266244,0,0,0,0.0272210183579505,0,0,0,0,0,0,0,0,0,0,0,-0.0109155107921596,0,0,-4.33680868994202e-19,0,0,0,0.0122958354826666,0.075995213398694,0.154746010334579,0,0,0,0,0,0,0,0,0,0,-0.0626365698045305,0,1.73472347597681e-18,0,0,-0.043643185871616,0,0,-0.0358819495193427,0,0,0,0,0,0,0.0485316127450756,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,-0.249177819979687,0,0,0,0,0,0,0,0,-0.00354746329465182,0.0886255290594206,0,0.0507552039125053,0,0,0,0,-0.110266202264073,0,0,0.609304938971008,0,0,0,0,0,0,0,0,0,0,0.102785447921213,0,-0.026433183714276,0,0,0,0,0,0,0,0,0,0,0,0.151108782460443,0,0,0.00812080316979719,-0.0744218407901666,0,0,0,0,0
