,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X600585.SH,X002466.SZ,X000792.SZ,X600019.SH,X601898.SH,X600011.SH,X600660.SH,X600111.SH,X000708.SZ,X600010.SH,X600547.SH,X000301.SZ,X002271.SZ,X601600.SH,X600886.SH,X000877.SZ,X600795.SH,X600426.SH,X600362.SH,X600176.SH,X601699.SH,X600027.SH,X600803.SH,X601991.SH,X000983.SZ,X600995.SH,X000629.SZ,X000786.SZ,X000408.SZ,X600160.SH,X600096.SH,X000723.SZ,X600219.SH,X000807.SZ,X002080.SZ,X600348.SH,X600489.SH,X000933.SZ,X600378.SH,X600688.SH,X600157.SH,X600141.SH,X000831.SZ,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.633995606698545,0,0,0,0,0,0,0,0.135643328006657,0,0,0,0,0,0,0,0,0.067447550688245,0,0,0,0,0,0,0,0,0,0.0373915138404827,0.07784413935276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00566303044066165,-0.00355560388449365,0,0,0,0,0,0
X601088.SH,0.00660817484730692,0,0,0,0.375368565498213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0816754952724478,0.0707416306274981,0,0.140525742542892,0.0377741377970525,0.0307216340724603,0,0,0,0,0.0492254852583509,0,0,0,0,0,0,0,0,0,0,0,0,-0.0503001891454387,0,0,0.00422192703466895,0,0,0,0,0,0,0
X600028.SH,0.554945997975293,0,0,0,0,0,0,0,0.00982616044067131,0,0,0,0,0,0,0,0,0,0.00834057515130984,0,0,0,0,0,0,0,-0.00962649538426517,0,0.092257587768835,0.0525483416510505,0.010494829467686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.52074168690184e-06,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134138908918532,0,0,0,0,0,0.109148079382952,0,0,0.072688990757762,0.0847662480320256,0.122318514228633,0,0,0.0168382760698783,-0.0231051932051365,0.283307865089594,0,0,0,0,0,0,0,-0.304261368032543,0,0,0,0,0,0,0,0,0,-0.00407680087035696,0,0,0,0,0,0,0
X600188.SH,0,0.676209547702607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207999513118923,-0.0835371313012276,0,0,1.73472347597681e-18,0,-0.0160598649418383,0,0,0,0,0.0215273079513152,0,0.134779389688454,0,0,0,-0.112882063607206,0,0,0,0,0,0,0.0695273189074517,0,0.223958834724383,0.075623745381783,0,0.114098223612031,0,0,0,0,-0.00416866420418028,0.0496406462024305,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.45681557426856,0.117839661050289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0732157160608947,0,0,0,0,0,0.0425483439427685,0,0,0,0,0,0,0,0.0177545838650008,0,0,0,0,0,0,0,0.0265552289073498,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.0287580710080653,0,0,0.177278068159336,0,0,0,0.0506782211738746,0,0,0,0.0378629342027592,0,0,0,-0.110533748769777,0.0264840628552704,0,0.0325077230414733,0,0,0,0.396210762095506,0,0,0,0,0,0,0.0934957876513234,0,0,0,0,0,0,0,0,0,0,0.00954937017722927,-0.0353251759812521,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.327345730308877,0,0,0,0,0,0,0,0,0,-0.04729906249024,0,0,0.083050274899149,0,0,0,0,0,0,0,0,0,0.0672831512519357,0,0,0,0,0,0.411296870164445,-0.0465712057952736,0,0,0,0.126911287188193,0,0,0,0,0,0,0,0.0716288174610183,0.0792128018717217,0,0,-0.0141790323552491,-0.00648861403441254,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.24504512115161,0,0.0137514502043554,0,0,0,0,0,0.244199429190041,0,0,0,0,0,0,0,0,0,0,0,0.0109619775803808,0,0,0,0,0,0,0,0.0509115180117416,0.205455146029831,0,0,0,0,0.058959551540389,0,0,0,0,0,0,0,0.10650599663181,0,0,0.0844752029484452,-0.00814174673339525,0,0,0,0,0,0,0
X600019.SH,0,0,0,0.0272123887370348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34578884303278,0,0,0,0.0212431911246093,0,0,0,0,0.0776548974697025,0,0,-0.127947102143951,-0.0476694159242504,0.125076750483203,0,0,0,0,0,0,0.00475406912780803,0,0,0,0,0,0,0,0,0.0264318919079255,0,-0.0183584329080823,0.0148838739471787,0,0,0,0,0,0
X601898.SH,0,0,0.00817612249674005,0,0.0958036597894151,0,0,0,0,0,0,0,0,0,0,0,0,-0.0218051414393177,-0.0105545498397129,0,0,0,0,0,0,0,0,0,0.20997354076609,0,0.422508499420545,-0.00626672347375665,0,0,0,0,0,0,0.0584914477999684,0,0,0,0,0.100593075315424,0,0,0,0,-0.0473703287429453,0,0,-0.0265148296636835,-8.67361737988404e-19,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0685624671940941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304419672555595,0,0.348581161030217,0,0,0,0,0.160130036715785,0.12193068037682,0,0,0,0,0,0,0,-0.297726214048919,0,0,0,0,0,0,0,0,0.0280277951178529,0,0,0,0,0,0
X600660.SH,0,0,0,0.059565112157966,0,0.000671312074583371,0.0550472955159582,0,0,0,0,0,0,0.100417693527982,0,0,0,0.00997577440775368,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0.158968055697677,-0.00500066330261339,0,0,0,0,0,0,0.157020684680426,0,0,0,0,0,0,0,0,0,0,0,-0.010952725421446,0,0,0,0,0,0,0
