,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002271.SZ,X600011.SH,X002460.SZ,X600660.SH,X600886.SH,X601600.SH,X600801.SH,X601898.SH,X600362.SH,X600010.SH,X600489.SH,X000786.SZ,X600352.SH,X600176.SH,X600111.SH,X600188.SH,X601991.SH,X600795.SH,X600688.SH,X002466.SZ,X600529.SH,X600426.SH,X600299.SH,X600027.SH,X601992.SH,X002080.SZ,X600612.SH,X002353.SZ,X600315.SH,X600486.SH,X600219.SH,X002409.SZ,X000932.SZ,X600126.SH,X000301.SZ,X000723.SZ,X000027.SZ,X600516.SH,X601158.SH,X000898.SZ,X000401.SZ,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.0530963970913606,0,0,0.0226416028494285,0,0,0,0,0.0710379784585974,0,0,0.0512960326482062,0,0,0,0,0.0396447141005895,0,-0.0743296037420452,0,0,0,0,0,0,0.0628338170501296,0.0319235777530237,0,0,-0.0104465234249448,0,0.0247414506287412,0,0.0635249739232135,0,0,0,0,0,0,0,0,-0.000865345232810615,0,0,0,0.0267872440723762,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0.0093157443606892,0,0,0,0,0,0.0940388335390903,0,0.0436941962674526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011125860383253,0,0.118389897825082,0,0.00345332921840263,0,0,0,0,0,0.0184728492361915,0,0.092526334866011,0,0,0,0,0,-0.00474647517828219,0.00276070575722246,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0282334189138339,0,0,0,0,0,0,0.270270599085536,0,0,0,0,0.079621769849095,0,0,0,0.21899878023818,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0538924665574138,0,0,0,0,0.0412987167006292,0,0,0,0,0,0,0,0,0,0,0,-0.00814606703675858,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0127730850191074,0.147400961498332,0,0,0,0,0,0.0198507883285807,0,1.38777878078145e-17,0,0,0,0,0,0,0,0.0987481424963617,0,0,0,0,0,-0.00717339481689096,-0.0342698700795845,0,0,0,0,0,0,0.0287084005357161,0.0298302290218819,0,0,0,0,0.0206276565550194,0,0,0,0,0,0.0835710066553672,0,0,0,0.00853780189024476,0.00332888956301114,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.012630521198966,0.0778004039098106,0,0,0,0.0366353518049122,0,0,0,0,0.0221359173822707,0,0,0,0,0,0,0,0,0,0.190758485323015,0,0,0,0,0,0,0,0,0,0.0579817129287071,0,-0.0733954397886408,0,0,0,0,0,0,0.301677388770013,0,0,0.00635499806738792,-0.016431616026095,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.0651530809513707,0.0936250669257248,0,0.012872425992908,0,0,0,0,0,0,0,0.732507951481057,0,0,0,0,0,0,0,0,0.0188443892455406,0.0790746066286657,0,0.00668758923338868,0.133724718384949,0,0,0.104321367231058,-0.103231172010197,0,0,0,0,0,-0.0532372537687243,0,0,0,-0.0279712392931323,0,0,0,0,-0.0152049902422907,0.00164954449172562,-0.016966411542735,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223388296812401,0,0,0,0,0,0,0,0.0386326298392126,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606860785867562,0,0,0,0.0274202602866575,0,0,0.0226995360780677,0.105118151547051,0,0,0,0,0.0490858024571904,0,0,0,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.00842340363144711,0,0,0,0,0,0,-0.222675442733891,0,0.588948262885405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103003937938234,-0.0125598784776944,0.0673165699693894,0,0,0,0.00777047282740982,0.0472162916998846,0,0,0,-0.0728896307995963,0,0.088955287621892,0,0,0,0,0,0,0,0,0,-0.0213531238279587,1.0842021724855e-19,0,0.0183338003647454,0,0,0,0
X002271.SZ,0,0,0.231101219506065,0,-1.73472347597681e-18,-0.0464999619619231,0,0,0,0,0,0,0,0,0.0116828984483888,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0.0754453165424028,0.0444943378988266,0,0,0,0,0,-0.0726278526936356,0,0.124372173026688,0.364344416296705,0.0686601028070603,0.091896297371169,0,0.0165030577362021,0,0,0,0.0132683860350895,0,0,0,0,0,-0.0137288865370606,-0.0313329975769029,0,0,0,0,0,0
X600011.SH,0,0,0.159726997512248,0,0,0,0,0,0,0,0.0233337310608575,0,0,0,0,0,0,0.0469144009390113,0,0.10400498334989,0,0,0,0,0,0,0,0,0,0.0672966733723786,0,0.105399023996862,0,0.110057275818863,0,0,0,0,0,0.0433821637687447,0,-0.0589070985724397,0,0,0,0,0,0,0,0,-0.00438983784336333,0.00638789143127295,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127691034558992,0.177855541133897,0.0437253328894694,0,0,0,0,0,0.0390949753795567,0.360575765851373,0,0,0.182622975334323,0,0,0,0,0.270072447578479,0,0,0,0,0,0,0,-0.00528462849155718,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.0895715506735627,-0.188291901286017,0,0,-0.0159505108281753,0,0.0987997111636994,0,0,0,0,0,0.186705017745964,0,-0.0106699923188953,0,0,0,0,0,0,0,0,0,-0.0453005222146925,0.0236281476259364,0,0,0,0,-0.00286411232988788,0.102206185438424,0.0472092249563099,0,0,0,0,-0.0343732097977758,0,0,0.105755342845519,0,0,0.135608846312529,0,0,0,0.00446613450390841,0.0138225587429049,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0.0799975933454851,0,0.0687137842860829,0,0,0.140348448468396,0,0,0,0,0,0,0.00932916018463968,0,0,0,-0.00816344417428532,0,0,0,0.0604905913567162,0,0,0.0104262595351157,1.0842021724855e-19,0,0,0,0,0,0.0385608859813059,0,0,0,0,0,0,0,0,0,-0.000166477530542433,0.00246665357167457,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0382799680790755,0,0.0712257817852718,0,0,0,0,0,0,0,0.130948398071154,0.352934948708169,0,0.0536437559572196,0,0,0,0,0.0227520133196445,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0454487602361208,0,0,0,0,0.0320320177452758,0,0,0.108276735636539,0,0.0861542066580885,0,0,0,0,0,0.0147600121967649,-0.0148645443443547,0,0,0,0,0,0
X600801.SH,0,0,0.394990264857204,0,0,0,0,0,0.0683669972473017,0,0.120038725284368,0,0,0,0,0,0,0,0,0,0,0.151473818895027,0,0,0,0,0,0,0,0,0,0,0,0.0735432917039292,0,0,0,0,0,0,0,0,0.0670284078989039,0,0,0.035043420420352,0,0,0.39195297737516,0,0,-0.0103649952288958,0.0139462619975771,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0704375565225298,0,0,0,0,0,0,0,0,0.129938823990139,0,0,0,0,0,0,0,0,0,0.244432212347345,0,0,0,0,-0.012998547917436,0,0,0.102192140299985,0,0,-0.0120648264639294,0,0,0,0.00477778417450255,0,0,-0.00987382649476258,0,0,0,0,0,0.290922201144673,0,0,0,0,-0.00184358681836086,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.0157998300345714,0,0,0,0,0,0,0,0,0,0.0508852111531574,0,0,0,0,0.386576582486403,0,0,0,0,0,0,0,0,0,0,0,0.0720786929531199,0.0799223063251085,0,0,0.00409263732794143,0,0,0,1.73472347597681e-18,0,0.0772944337328905,0,0,0.0666093447941808,0,0,0.0100265243229025,-0.0015570653512064,0,0,0,0,0,0
