,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X600188.SH,X601898.SH,X600688.SH,X600660.SH,X600362.SH,X300072.SZ,X002466.SZ,X601992.SH,X600795.SH,X600516.SH,X600547.SH,X601991.SH,X002460.SZ,X600111.SH,X600176.SH,X600886.SH,X000898.SZ,X000786.SZ,X000709.SZ,X600157.SH,X600352.SH,X000792.SZ,X000553.SZ,X002271.SZ,X600027.SH,X601699.SH,X000408.SZ,X600219.SH,X600489.SH,X600339.SH,X000983.SZ,X600808.SH,X000959.SZ,X002092.SZ,X601158.SH,X000883.SZ,X002110.SZ,X000630.SZ,X000825.SZ,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.596711257019181,0,0.039787423749597,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0154457033885491,-0.0987675389505115,0,0,0,0,0.0414159903134024,0,0.0042287146597915,0,0,0.0458279688413536,0,0,0.0692741225852005,0,0,-0.000678927283302977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00714363562414487,1.0842021724855e-19,0,0,0,0,0,0
X600028.SH,0.498328424516852,0,0,0,-0.00579034105099746,0,0,0.0385334834403606,0,0,0.0598350100533531,0,0,0,0,0,0,0.0040906952504354,0,0,0,0,-0.0536521648728153,0,0,8.67361737988404e-19,0,0,-0.0942214206070124,0.0369019997033945,-0.0495143979866998,0,0,0,0,0,0,0,0,-0.0934848250784442,0,0,0,0,0,0,0,0,0,-0.00123090595052782,0.0165077287765882,0,0,0,0,0,0
X601088.SH,0,0,0,0.233815154610088,0.229354835068918,0,0,0,-1.35525271560688e-20,0,0,0,0,0,0,-0.0108288811253964,0,0.0426018720804566,0,0,0,0,0,0,0,0.0840222380389586,0,0,0,0,0,0,0,0.0454042681178322,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,-0.0151513366704376,0,0,0,0,0,-0.0218185268294985,0.133126078453684,0,0,0,0,0
X600019.SH,0,0,0.0261745492176768,0,0,0,0,0,0,0,0,0.0168323596290423,0.229723508938141,0,0,0,0,0.0149164790034725,0,0,-0.0530713406069062,0,0.150580719644745,0,0.444603987100298,0,0,0,0,0,0,0.0403499561037121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232297575246589,0.0213416749450148,0.20168297883044,0,0,0,0,0
X600585.SH,0,0,0.229196262891575,0,0,0,0,0.0770507489491125,0,0,0,0,0.14598549594981,-0.0198461295040468,0.20307540038888,0,0,0,0,0,0,0,0.115949345050909,0,0,0.112833173329668,0,0,0,-0.193749162055668,0.198173690232175,-0.0320581078957851,0,0,-0.147498098645829,0,0,0,0,0.309430143717549,0,0,0,0,0,0,0,0,0,-0.0322963119499844,0.0375556334555649,0,0,0,0,0,0
X600010.SH,0,0,-0.0230663479545229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18534814584133,0,0,0,0,0.00326989503739194,0,0,0,0,0.0834790418880751,0,0,0,0,0,0,0,0.18606962197041,0,0.281088310406314,0,0,0,0,0,0.0553308555706695,0,0,0,-0.00236971792341224,0,0,0,0,0,0
X600309.SH,0,0,0.177209890899708,0,0,0,0,0,0,0,0,0,-0.0925684985122988,0,0,0,0,-0.0386618627342238,0,0,0,0,0.0907079973342003,0,0,0,0,0,0,0,-0.0589999442912217,-0.129837213186399,0,0,0,0,0,0,0,0,0,0.264713982623294,0,0,-0.0598370076463692,0,0,0,0,-0.0435381185162097,-0.0521907775366465,0,0,0,0,0,0
X600011.SH,0,0.0225402348128972,0,-0.13447500883519,0,0,0,0,0,0.00958515968751963,0,0,0,0.0965337857835068,0,0.155357279440818,0,0,-0.0292979283818073,0,0,0,-0.0246436086638174,0,0,0,0,0,0,-0.0518251217445113,0,0,0,0,0,0,0,-0.00193382631909749,0.050311459743995,0,0,0,0,0,0,0,0,0,0,-0.00787565184069584,0,-0.0865607793592422,0,0,0,0,0
X600188.SH,0,0,0,0,0.22762716389517,0,0,0,0,0,0,0,0,0.00924123578586029,0,0,0,0.0426137515844016,0,0,0.028688807040828,0,0.09110626803104,0,0,0,0,0,0.126402019268346,0.0747149504370902,0,0,0,0.20989116432794,0.0506418352404018,0,0,0,0.14226230513148,0.134710314351621,0,0,0,0,0,0,0,0,0,0.023429038219285,-0.0543979017810945,0,0,0,0,0,0
X601898.SH,0,0,0,0,-0.0218523137821355,0,0,0,0.160979349338826,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00764819460858308,0,0,0,0,0,0,0,0.0645999426507105,0,0,0.0550460628391469,0,0,0,0,0.243898916904059,0,0,0,0,0,0,0,0.0395470907443808,0,0,0.00391379192864345,-0.0026144756342476,0,0,0,0,0,0
X600688.SH,0,0.0874769487517377,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.201265915041764,-0.0619257139166489,0,0,0,0,0,0,0,0,0,0.00793023151501449,0,0,-0.0201616272835083,0,0,-0.0456183197542136,0,0.0852950377526849,0,0,0.0134798880638252,0.0213281529601403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0132243940902648,0.0341995195229148,0.0860886901096998,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,-0.10270023293623,0,0,0,0,0,0,0,-0.0159786954747738,0,0.0636628813208683,0,0,-0.104117170066841,0,0.253177476068134,0,0,0.0181705091659518,0,0,0,0,0,0.140816583034512,0,0,0,0,0,0,0,0,0,0,0,0,0.0422280263378103,0,0,0,0,-0.013314438223958,0.0156556353475656,0,0,0,0,0,0
X600362.SH,0,0,0,0.318357633920459,0,0,0,-0.00569075496312466,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286778695858068,0.0166933373738179,0,0.0601853537781075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324481342475834,0,0,0,0,0,0.314517530100532,0.14477723551346,0,0,-0.00693200413294703,0.0264726039061646,0,0,0,0,0,0
