,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601600.SH,X600886.SH,X601898.SH,X601991.SH,X600660.SH,X600362.SH,X600795.SH,X600688.SH,X600188.SH,X600111.SH,X600352.SH,X600027.SH,X600801.SH,X000723.SZ,X601992.SH,X600489.SH,X002271.SZ,X000898.SZ,X600176.SH,X000786.SZ,X600516.SH,X000709.SZ,X002460.SZ,X000629.SZ,X600299.SH,X002466.SZ,X000883.SZ,X601158.SH,X600219.SH,X002353.SZ,X600426.SH,X601699.SH,X600612.SH,X000630.SZ,X600583.SH,X000553.SZ,X600021.SH,X000401.SZ,X000027.SZ,X600985.SH,X600578.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,-0.00190183570347989,0,0,-0.0226080038109496,0,0,0,0,0,0,0,0.0598552163013585,0,-0.000729246987708659,0.0660447673288241,0,0,0,0,0,0,0,0,0,0,0,0,0.068996606726238,0.0291621909154108,0.0562957482149504,0,0,0,0.028425347920256,0,0,0,0,0,0,0,0,0,0,0,0,-0.00936186830584441,0.0326170026351826,0,0,0,0,0,0
X600028.SH,0,0,0.0315221293357543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290505891066464,0,0,0,0,0,0,0,0,0,0,0.0159362793381718,0,0,0,0,0.0552497714332078,0,0,0,0,0.102932325713935,0.005451269261235,0,0,0,0,0.0283017545279834,0,0,0,0,0,0,-0.0166377280794341,0.0147607426035415,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000935096732765069,0,0.0596972832982372,0.0557281642550678,0,0,0,0,0,0,0,0,0.143933599722615,0,0,0,0,0,0,-0.117961392225697,0,0,0,0,0,0.110296937379591,0,0,0,0,0,0,-0.00578247064931902,0.052098373944316,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.018092482838744,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391016577303055,0.0406850519535282,0,0,0.314615168300928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236438316407947,0,0,0,0,-0.00151954621874962,0,0,0,0,0.0228560265381157,0,0
X600019.SH,0,0,0,0,0,0,-0.00163390579606471,0,0.0531562984253009,0.0554710632951466,0,0,0,0,0,0,0,0,0,0.104104434574809,0,0,0,0,0.00205734541704017,0.122876008015375,0,0,0,0,0,0.0442844584414783,0,0,0,0,0,0,-0.0443258021087823,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182355708384303,0,0,0,0.0255485756474706,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0892836133658729,0,0,0,0,0,0,0,0,0,0,0.120163425728213,0,0,0.0387664606806424,0,0,0,0.0310571483987654,0.18776026118791,0,0,0,0,0,0,0,0,0,0,-0.0521207530394617,0,0,0,0,0,0.226525737710845,0,0,0,0,0,0,0,0.0140823971806252,0,0,0,0.198767499778441,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.182363098133291,0,0.302819132133772,0,0,0,0,0,0,0,0,0,0.103676171035276,0,0,0,0,-0.182054297116679,0,0,0,0,0,0,0.021694740726153,0.169656644091027,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,-0.129576963653677,0,0.031157045767143,0,0.00598571203958004,0,0,-0.0235402191398653,-0.0165210264718563,0,0,0,0.116394850777071,0,0
X600547.SH,0,0,0,0,0,0,0,0,0.0704151615835906,0,0.0794572885227951,0,0,0,0,0,0,0,0,0,0,-0.228876706329938,0,0,0.705080442335433,0,0,0,0,0,0,0,0,0,-0.0176128754525795,0,0,0,0,0,0,0.218422457777039,0,0,0,0,-0.0515858370409186,0,0,0,0,-0.0705530856747068,0.00767540171575051,0,0,0,-0.101999915871702,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.183181570296799,0,0,0,0,0.289068547542323,0,0,0,0.00759111951548127,0,0,0,0.0980365620547917,0,0,0,0,0,0,0.0488616298438377,0,0,0,0.11924348223585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219000979254753,0,0,0.00743055458005578,-0.0481964056126892,0,0,0,0.00380372132965502,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.161743378473598,0,0,0,0,0,0.318659476947675,0,0,0,0,0.0081312032973743,0,0,0.03755272200739,0,0,0,0,0,0,0.00696819408087503,0,0.0988079242729245,0,0.046581708442112,0,0,0,0,0,0.136966344877219,0,0,0,0,0,0,0,0,0,0,0,0.00400632180689771,-0.00958513798997666,0,0,0,0,0,0
