,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600660.SH,X000708.SZ,X002460.SZ,X002271.SZ,X600011.SH,X000786.SZ,X600886.SH,X600176.SH,X600426.SH,X601600.SH,X601898.SH,X600362.SH,X600010.SH,X600801.SH,X600188.SH,X600352.SH,X600489.SH,X601991.SH,X600111.SH,X600795.SH,X000301.SZ,X600688.SH,X600803.SH,X002466.SZ,X600299.SH,X000932.SZ,X002080.SZ,X600027.SH,X002075.SZ,X300037.SZ,X600486.SH,X601992.SH,X600219.SH,X601168.SH,X002353.SZ,X600315.SH,X000898.SZ,X600529.SH,X000027.SZ,X000883.SZ,X002409.SZ,X000723.SZ,X601158.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,-0.0127282778366667,0,0,0,0,0,0.0880865441559893,0,0,0.150519895042474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411514179083286,0.0252365072183637,0,0,0,0,0,0,0,0,0,0,-0.000617893860395126,-0.00506231494771072,0,0,0,-2.16840434497101e-19,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120764101185441,0,0,0,0,0.0268934644697776,-0.00275017078427893,0,0,0,0,0,0.0335966158023552,0,0.0132692378754823,0,0,0.0156639624117113,0,0,0.0389471080358789,0,0,0,0,0,0.042647015144687,0.0348063220351198,0,-0.0136916236612695,0,-0.00713941917579436,0,0,0,0,0,0,-0.00214240581048666,0,0,0,0,-0.0134760329623326,0,0
X601088.SH,0,0,0,0,0,0,0,-0.00438626133189375,0,0.114571312084296,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.313342080818293,0,0,0.00183123285246818,0,0,0,0,0,0,-0.0106011997742526,0,0,0,0,0,0,0,0,0,0,0,0,-0.0187238677653319,0,0,0,0,0,0,-0.00130283638996068,0,0,0,0,-0.017397556419184,0,0
X600585.SH,0,0,0,0,0.00373941330343596,0,0,0,0,0.0519291642806995,0,-0.0556553942605208,0,0,0,0.0227328806372917,0,0,0,0,0,0,0,0.0801578260874974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0276410335708692,0.10883725255402,0,0,0,0,0,0,0,0,0.00928881745788158,0,0,0,0,-0.00139906856764471,0,0
X600309.SH,0,0,0,0,0,0,0.350005517623528,0,0,0.0210554831774917,0,-0.0770152134436319,0.00276708301311638,0,0,0.144437594958859,0,0,0,-0.0662296979458056,0,0,0,0.118861142580912,0,0.0140383949006266,0,0,0,0,0.139705954398649,0,0,0,0,0,0.14943297699568,0,0,0,0,0.21908233223614,0,0,-0.196322867755019,0,0,0,0,0,0,0,-0.0205937324485186,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570788986601921,0,0,0,0,0,0,0.025843733104439,0,0,0,0,0.0123842552868621,0,0,0,0,0,0,0,0,0,0.0980123214687438,0,0.0659295221464002,0,0,0,0,0,0,0,0,0.0429695052068203,0.0586563438642361,0,0,0,0.0220784071249902,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0.143283874117546,0,0,0,0,0,0.0341769055727201,0,0,0,0,0.0156234402592499,0,0,0.557542664343498,0,0,0,0,0,0,0,0,0,0.0181276414978201,0,0,0,0,0,0.0303230464632051,0,0,0.0201502623462403,0,0,0,0,0,0,0,0,-0.0209109797935571,-0.0132557993143738,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,-0.063200197153033,0,0.0385974024851506,0,0,0,0,0,0,0,0.149633838934938,0,0.0535259811737831,0.09272332572097,0,0,0,0,0,0,-0.0701591716730467,0,0,0,-0.0434391111107759,0.0463588712637227,0.303613180999292,0,0,0,0,0.0136738214884416,0,0,0,0,0,0,0,0,0,0,0.0525808201638866,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0.108025820450132,0,0,0,0.00914275414600308,0,0.00581770748371362,0.00767066513035399,0,0,0,0,0,0,0,0,0.0278066318849047,0,0.0529348213344047,0,0,0,0.120387046052091,0,0,0,0,0,-0.0807745377955816,0,0,0,0,0,0.0492807076913847,0,0,0,0,0,0,0,0,0,0,-0.0286441683887361,0,0,0,0.0596213940314497,0,0
X002460.SZ,0,0,0,0,0,0,0,0.00529406300131061,0,0,0.114871044523126,0,0,0,0,0,0,0,0,0,0,0,0,0.139458103930442,0,0.0452221957185343,0,0,0,0,0.316421000821696,0,0,0,0,0,0.243287233301762,0,0,0,0.161119908944151,0,0.0392715206527431,0,0,0,0,0,0,0,0,0.00130680318042272,0,0,0,0,-0.0345098070395968,0,0
X002271.SZ,0,0,0,0,0.0663848586623696,0,0,0.000353957492931959,0,0,0,0,0,0,0.41622715485204,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.0663626134803408,0,0,0,0.102181652974934,-0.0123461092098125,0,0,0,0,0,0.125926623477025,0.118644602052889,0,0,0,0,0.0563031747233007,0,-0.129256314357104,0,0,0.0705761540105835,0,0,0,0,0.0607252483519041,0,0,0,0.0380718019438843,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,-0.00164207238466828,0,0,0,-0.239185783843778,0,0,0,0.0571959784002714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.717003620871854,0,-0.0779342942674908,0,0,0,0.0826732635119615,0,0,0,0,0,0,0,0,0,0,-0.0227406201599463,0,0,0,0,-0.0082655810418782,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0885343103386318,0,0.00846689278511022,0.137558496324097,0.0406677136680803,0,0,0,-0.421174941776948,0,0,0,0,0,0,0,0,0,0.233224807146115,-0.114490678278449,0,0.265356269270533,0,0,0,0,0,0,0,0,0,0.175600510986297,0,0.0427298928988748,0,0,0,0,0,0,0,0.0199608490282572,0,0,0,0.0524657695888009,0,0
X600886.SH,0,0,0,0,-0.013868252407019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274180852913171,0,0,0,0,0.0980585400779818,0.150237392075951,0,-0.063368265689298,-0.0368252858250206,0,-0.0359187182937928,-0.0214043696697631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116432229796559,0,0,0,-0.0116431002526049,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0.0086806199222982,-0.0703072694882734,0,0,0,0.116040681026461,0,0,0,0.0629465182091583,0,0,0,0,0,0,0,0,0,0,-0.0391615245290595,0,0,0.2998903465561,0,0,0.158947266404939,0,0,0.0502999405325409,0,0.0195779387816748,0,0,0.121237580253071,0,0.424058708434027,0,0,0,0,0,0.113480171265504,0,0,0,0.0132237410096141,0,0
X600426.SH,0,0,0,0,0.250592816895134,0,0,0,0,0,-0.0569257992064905,0,0.0946711001856799,0,0.105124576000187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14626358000862,0,0,0,0,0,0,0,-0.00106067272836516,0,0,0.0177608671475566,0,0,0.0186419881900662,0,0,0,-0.00633482839330673,-0.0267761028607947,0,0,0,0.0289134674469573,0,0
