,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X002460.SZ,X000708.SZ,X600547.SH,X600660.SH,X002271.SZ,X600011.SH,X600362.SH,X000786.SZ,X601600.SH,X600886.SH,X600176.SH,X601898.SH,X600426.SH,X600010.SH,X600188.SH,X600801.SH,X000301.SZ,X600111.SH,X600352.SH,X600489.SH,X601991.SH,X600795.SH,X002466.SZ,X600688.SH,X600486.SH,X600803.SH,X300037.SZ,X002353.SZ,X600027.SH,X600299.SH,X601992.SH,X600219.SH,X002080.SZ,X601168.SH,X000932.SZ,X000898.SZ,X002409.SZ,X600529.SH,X000807.SZ,X000723.SZ,X000630.SZ,X600315.SH,X000878.SZ,X002075.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0588293102776588,0,0.0173665236432959,0,0.0209163579648163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234148280435816,0,0,0,0,0,0.0276248975082342,0,0.03292143253899,0,0,0,0,0,-0.0286201693648503,0,0,0,-0.0031934740352314,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,-0.0120378755051267,0.0303314346287452,0,3.46944695195361e-18,0,0,0,0,0.0153128061627438,0,0,0,0,0,0,0,0,0,0,0,0,0.00190551338986601,0,0,0,0,0,0,0.070169378005491,0,0,0,0.014700058967014,-0.0291777597361348,0,0,0,0,0.0484887711041422,0.0481212093781479,0,-0.0104217635106033,0,0,0,0,-0.0181102090779503,0,0
X601088.SH,0,0,0,0,0,0,0.0213055466147242,0,0,0,0,0,0,0.077731523443196,0,0,0,0,0,0,0.169154090742204,0,0,0,0,0,0,0,0,0,0,0,-0.00950212914260408,0,0,0,0,0.125900399276526,0,0,0,0,0,-0.101338694541192,0.0525064054847245,0.0112292716287205,0,0,0.0190280359236833,0,0,0.0190934682910001,0,0,0,0,-0.00956436977892896,0,0
X600585.SH,0,0,0.0110130750590764,0,0.0764067951345352,0,0.0709695073826411,0,0,0,0,0,0,0,0.105732824746119,0,0,0,0,0,0.00761773023343163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00164937273946828,0,0,0,0,0,0,0,0,0,-0.048054443169137,0,0.0246012842141293,0,0,0,0,-0.00541668492418222,0,0
X600309.SH,0,0,0,0,0,0,0,0.186657112398673,0.275076803450866,0,0,0,0,0,0,0,0,0,0.320616084217876,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0731831614530294,0.0166875141279682,0,0,0,0,0,0,0,0,0,0,0.0107517266804121,0,0,0,0,0,0,0.0265667712189085,0.0355412954220872,0,0,0,0.0496457033203258,0,0
X600019.SH,0,0,0,0,0,0,0.0112887149264972,0,0.0639458893492915,-0.0340642186962356,0,0,0,0,0,0,0,0,-0.10855167423511,0,0,0,0,0.146754450857397,0,0,0,0,0,0,0,0,0,0,0.0984563244451409,0,0,0,0,0,0,0,0,0,0.104321687625727,0,0,0,0.0540736185735037,0,0.0506751882574218,0.0238331943493505,0.0369034248525282,0,0,0,-0.00795983319196069,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.0993378700325269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3367961139118,0,0,0,0.255430463095584,0.0355543520841796,0,0,0,0,0,0.22997924330044,0,0,-0.033499617178803,0,-0.0397408874111192,0,0,0.120609795345468,0,-0.161207385854028,0,0,-0.00900616041513278,0,0,0,-0.0251124227918798,0,0
X000708.SZ,0,0,0,0,0.0445275749063949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.072127183781539,0,0,0,0,0,0,0,0.072552193605262,0,0,0.0681147642354191,-0.0143322701852617,0,0,0.0661683710144647,0,0.317240078379837,0,0,0.166329204036224,0,0,0,0,0,0,0,0,0,0,-0.0107866009305856,0,0,0,0,0.00632392721868904,0,0
X600547.SH,0,0,0,0,0,0,0.0563536631183766,0.0547429455954638,0,-0.0184811383784718,0,0,0,0,0,0,0,0,0,0,0,0.0211141593923574,-0.0389211679390753,0,0,0.544802337130422,0,0,0,0,0,0,0,-0.0176524223511308,0,0,0,0.0438291261435195,0,0,0,0,0,0,0,0,0,0.120936002135708,0,0,0,0,-0.0226263087673757,0,0,0,0.00619608218390805,0,0
X600660.SH,0,0,0,0,0,-0.179682149057798,0,0,0,0,0,0,0.0471154323025163,0,0,0,0,0,0,-0.0724770397808803,0,0,0,0,0.104819623131972,0,0,0,0,0,0,0.110373822713393,0.231350647373772,0,0,0,0,0,0,0.0112272812342566,0,0,-0.0904396189956815,-0.0312811789533687,0,0,0,0,0,0,0,0,0.0426723883199339,0,0,0,0.0217444268710516,0,0
