,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600547.SH,X600795.SH,X601600.SH,X600188.SH,X601991.SH,X600027.SH,X600362.SH,X600157.SH,X600489.SH,X600111.SH,X600886.SH,X600623.SH,X601992.SH,X600309.SH,X600660.SH,X300072.SZ,X002466.SZ,X600299.SH,X000792.SZ,X002075.SZ,X601158.SH,X600583.SH,X000723.SZ,X000709.SZ,X600352.SH,X000883.SZ,X000408.SZ,X000898.SZ,X600549.SH,X000983.SZ,X000539.SZ,X000027.SZ,X600176.SH,X002470.SZ,X002460.SZ,X000630.SZ,X002407.SZ,X600021.SH,X000060.SZ,X000012.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.0827522182053557,0,0,0,0,0,0,0,0.00955877019700251,0,0,0.0105693800511929,0,0,0.00769173928978208,0,-8.67361737988404e-19,0,0,0,0.0213972344470691,0,0,0,0,0,0.140144931719269,0.0459924262825837,0,0,0,0,0,-0.00434359766251918,0,0,0,0,0.028631593352402,0,0,-0.0103457637515671,0,0,0,0,0,-0.000609501039207459,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0659346394385623,0,-0.0388153701426538,0,0,0.0126196028465592,0,0,0,0,-4.07831578405162e-05,0,0,0,0,0,0,0,0,0,0,0.0253348044924117,0,0,0,0,0,0,0.040736868844363,0,0.0297883512908391,0.0827330125210758,0,0,0,0,0,0,0,0,0,0.0164433033750356,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0854280246970019,0,0,0,0,0.0988845305489975,0,0,0,0.0199438389077095,0,0.0248626256279433,0,0.0475265398035155,0,0,0,0,0.0287762389587798,0,0.0565094836482729,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134304769803002,0,0,0,0,0,0,0,0,0.0382553067570041,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0656132661260764,0.010630381381877,0,0,0,-0.00183663894730418,0,0,0.0941037251195751,0,0,0,0,0,0,0.0902797281363533,0,0,0.0963006019403361,0,0,0,0,0.0186525947130758,0,0,0,0,0,0,0,0.164061211255737,0,0,0.0583935351667062,0,0,-0.049814517526511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.029826148926357,0,0.125676411322901,0,0,0,0,0,0,0,0,0,0,0.522165985555315,0,0,0,0,0,0,0,0,0,-0.00218396526963952,0,0,0,0,0,0,0,0,-0.0451537006470162,0,0,0,-0.0595661605934416,0.0133534428752518,0,0,0.0145909218328423,0,0,0,0,0,-0.0146096978052728,0,0,0,0,0,-0.00751990401603409,0
X600585.SH,0,0,0,0,0.137872359097025,0,0,0,0,0,0,0,0.101788317004374,0,0.079416792821081,0,0,0.0273026982288861,0,0,0.103565082746153,0,0,0,0,0,0,0,-0.093733665513464,0,0,0,0,0.0800109779620557,0,0,0.0253550504874641,0.0546499451531321,0.0154972341608597,0,0,0.0319280980324013,0,0,0,0,0,0,0.0309050217746214,0,0,0,0.0257447364212841,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0620863460229392,0,0.0630233288721648,0,0,0,0.103380716927146,0,0,0,0.0449142663487522,0,0,0,0.0385022061369575,0,0,0.0233249189683319,0,0.0203316546012429,0.0958157785569369,0,0,0,0,0,0,0,0,0,0,-0.0100143934973072,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.047555034783621,0,0,0.0119681888389528,-6.93889390390723e-18,0,0,0,0.047463391466185,0,0.041058037922614,0,0,0,0,0,0,0,0,0,0,0.0777071444559091,0,0.0396637330525231,0,0.104892733152082,0.171207977410989,0,0,0,0,0.0339842977188205,0,0,0,0.0664384064147619,0.0369070774797273,0,0,-0.0184220515035685,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0.0320327891956192,0,0,0,0,0,0,0,0,0,0,0.224366814244299,0,0,0,0.0117846498027597,0,0,0,6.93889390390723e-18,0.0652532288824466,0,0,0.10540079442206,0,0,0,0,0.0843419614400919,0,0,0,0,0.152657500615103,0,0,0,0,0.085908077457184,0,0,0.124706158830169,0,0,0,0,0.00861018973321946,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.496133091386718,0,0,0.0919932001075734,0,0,0,0,0.036952553745387,0,0,0,0,0,0,0,0,0,0,0,0.0460908836635022,0.00963427290180246,0,0,-0.032921481472726,0,0,0,0,0,0.114773708772458,0,0.0739210143806573,0,0.0164922088260286,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.041575265542651,0,0,0,0,0,0,0,0,0,0,0,0.151777895617537,0,0,0,0,0,0,0,0.0153159943657928,0,0,0,2.16840434497101e-19,0,0,0.0544573598435366,0,0,0,0,0,-0.0142369167727448,0.0900348532019439,0,0,0,0,0,0,0,0,0,0,0,0,-0.00702833297151305,0.0114084783344023,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0968039817726263,0,0.0633062422905045,0,0,0,0,0,0,0.201272611163309,0,0,0,0,0,0.0413592284826395,0,0.0947573554313691,0,0,0,0,0,0,0,0,0,0,0,0,0.0681001439433992,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.230056892243915,0.0665870444226001,0,0,-0.0382490176581643,-0.0310495997942261,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0.0524449478249928,0,0,0,0,0,0,0,0,0,0,0.16069174335157,0,0,0,0,0,0,0,0,0,0,0,0,0.0514279846344535,0,0,0,0.0929847619133197,0.433929972258015,0,0,0,0,0,0,0,0,0.0453876483313998,0,0,0,0.111067273309317,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.0870081020422473,0.0187162272826013,0,0,0.00374243301749484,-0.0212469761418331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134234374812911,0,0.00666695257987071,0,0,0,0,0,0,0.031860400461101,0,0,0,0.0538978455594693,0.0456364720108024,0,0,0,0,0,0,0,0,0,0,0,0,-0.00695769727835761,0.0559399278341164,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.0276821156885118,0,-0.0185916901929572,0,0,0.0378753267962101,0,0,0,0.201933133997477,-0.000380431118206371,0,0.00969662931585424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00969889519116483,0.00262755462954399,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307424942119061,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0548036484668522,0,0,0,0,0.0845356682630993,0,0,0,0,0,0,0,0,0,0.0396287155851087,0,0,0,0,0,0,0,0,0,0.0553151155428915,0.11407916689647,0,0,0,0,0,0.256919001592912,-0.0657676283761443,0,0.196147695846144,0,0,0,0.0602731214960972,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0.0201291769111699,0.103239943219761,0,0,0.0544396484331981,0.129644732227375,0,0,0,0,0,0.112362420443506,0,-3.46944695195361e-18,0,0,0,0.11015980876183,0,0,0.00680597929698964,0,0,0,0.0306710385874941,0,0.0495997287158738,0,0.0870182346647318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119235803945873,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0.6110867385571,0,0,0,0,0,0.402647170045576,0,0,-0.23190662617532,0,0,0,0,0,0,-0.0128661494022319,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0595253427895958,0,0,0.023904816410943,-0.0962379721963136,0,0,0,0,0
X600111.SH,0,0,0,0,0.999751206748882,0,0,0,0,0.125779915582877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142836912323201,0,0,0.133128926761637,0.00602400469657807,0,0,0,0,0.166600769314366,0,0,0,0.110643552766539,0,0,-0.123698817765105,0,0,0.0907122555564666,0,-0.0959219611272727,0,0.0563668975767347,0,0,0,-0.0111031933869646,-0.0269654285293456,0,0,0,0,0,0
