,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X600309.SH,X601898.SH,X600688.SH,X601600.SH,X601992.SH,X600795.SH,X300072.SZ,X600660.SH,X600188.SH,X601991.SH,X600362.SH,X002466.SZ,X600886.SH,X600547.SH,X600027.SH,X000709.SZ,X600111.SH,X600157.SH,X000898.SZ,X000959.SZ,X600339.SH,X002460.SZ,X600489.SH,X601158.SH,X002271.SZ,X600299.SH,X000723.SZ,X000883.SZ,X600808.SH,X600516.SH,X600176.SH,X600219.SH,X600352.SH,X000630.SZ,X600008.SH,X000792.SZ,X600578.SH,X000408.SZ,X000539.SZ,X000983.SZ,X002092.SZ,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0156660014191059,0,0,0,0,0,-0.0136626194304856,0,0,0.173063338828509,0,0,0,0,0,0,0,0,0,-0.0663673354351476,0.00733219007034104,0,0,0,0.0175749401476681,0,-0.0258371464785008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161131962472315,-0.0293602010831451,0,0,-0.0151781714742028,8.67361737988404e-19,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.109388316635996,0,0,0.00851448937145249,0,0,0,0,0,-0.0823919466648095,0,0.0277968383269757,0,0,0,0,-0.12480536576927,0,0,0,0,0.0372622281776634,0,-0.0329969837020257,-0.0100361231590195,-0.115522561020839,0,0.0395304508679825,0,-0.028782607588253,0,0,0,0.0369427973226584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122655414799785,0,0,0,0,0
X601088.SH,0,0,0,0.0201039143603189,0,0,0,0,0,0,0.0332476265375953,0,0,0,0,0,0,0.0242908448801372,0,0,0.0191972486163798,0,-0.049887099019921,0,0,0.0365616962620214,0.0259948966268967,-0.00242745663500628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0122894053639869,-4.33680868994202e-19,0,0,0,0,-0.011274962434709,5.42101086242752e-20,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0808610545944784,0,0,0.0608253219429983,0,0.0599174083235154,0,0.116454635993336,0,0,0,0,-0.0218211139710859,0,0,0.32574344471365,-0.0537673744948472,0.0207021085421538,0,0,0,0,0,0,0,0.248143649689014,-0.0721729939171219,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238050716097094,0,-0.0503141103838286,0.0255679193953383,0,0.515936444873645,0,0,0,0,0,0,0,0,0.0248878010248065,0,0,0.0297255041488993,0,0,0,0,0.0168240346551129,0,0,0,0,-0.0258466360810737,0,0,0.10907395533649,0,0.0675059640529641,0,0,0,0.00132021237033615,-0.0520188212996641,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,-0.0346987856732958,0,0,0,0,0,0,0,0,0,0.209802953456967,0,0.109643527087254,0,0,0.292423250241146,0,0,0,0,0,0.0552094061102747,0.029972294288486,0,0,0,0,0,0,-0.0835536025529035,0,0,0,0,0,0,0,0.0231823997250471,-0.0621992488619658,0,-0.0607861428934584,0,0,0,0.0169351325570886,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,-0.0134685892590285,0,0,0.0922706573633048,0,0,0,-0.0747206131779257,0,0,0,-0.0626875975277645,0,0,0,0.0167182883552303,0.0950305869584837,0,0.183002895697066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106312001383454,0.0986533008970733,0,-0.0263971426313535,0,0,0,0,0.0201390905311476,0,-0.00475071968458326,-0.0217891748087213,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,-0.0187019781350949,-0.0014793673922145,0,0.193232683965644,0.24772908954214,0.309444471538172,0,0,0,0,0,0,0.0185628272229025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147538608272971,0,0.0258335360877364,0.113425311595032,0,-0.196939323745112,0,0.0136098577779936,-0.137811033583108,0,0,0,0,0,0
X601898.SH,0,0,0,0.142597772814344,0,0,0,0,0,0,0,0,0,0,0,0.117702549930284,0,0,0,0,0,0,0,0,0,0.34596739910265,0,0,0,0,0,0,0,0,0,0.0212304847732077,0,0.0653317253835515,0,0,0,0,-0.019801855032093,0,0,0.0101116531990061,0.0818342928551655,0,0.102317674638998,0,-0.010829593672127,0.0356711970078438,0,0,0,0,0,0
X600688.SH,0,0,0,0,0.152137233102776,0,0,0.0188333618586748,0,0,0,-0.0056021914631061,0,-0.0377736932841184,0.0555760849211412,0,0,0,0,0,-0.103562690888828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0242268249179473,-0.0372990764821554,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0115213714062797,-0.0186651892515172,0,0,0,0,0,0
