,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X600111.SH,X601991.SH,X600027.SH,X600157.SH,X600362.SH,X600188.SH,X600886.SH,X600623.SH,X002466.SZ,X601992.SH,X600547.SH,X600660.SH,X600299.SH,X600309.SH,X000792.SZ,X600489.SH,X601158.SH,X300072.SZ,X600583.SH,X000883.SZ,X000709.SZ,X600549.SH,X600352.SH,X000898.SZ,X002075.SZ,X000723.SZ,X000539.SZ,X000027.SZ,X000630.SZ,X002460.SZ,X002470.SZ,X002407.SZ,X000983.SZ,X000012.SZ,X600021.SH,X600176.SH,X600098.SH,X000060.SZ,X000761.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0831597839060931,0,0,0,0,0,0,0,0.0571325055019908,0,0,-0.00973878541461069,0,0,0,0,0,0.213428433677072,0,0,0,0.00515249592551111,-2.71050543121376e-20,0.00263188808393168,0,0,0,0,-0.0123587413668603,-0.0488372375024318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146368938967328,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.113540566174654,0,0,0,0,0,0,-0.017951304043042,0.0911887873360458,0.0134661387729873,0,0,0,0,0,0,0,0.079821968040758,0,0,0,0,0.148246954293041,0,0,0,0,0,0,-0.0610921352198262,0,0,0,0,0,-0.0209304066251508,0,0,0,0,0,0,0,0,0.00801908096897191,1.73472347597681e-18,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.26517980244131,0,0,0,0,0,0.138959139441487,0,0,0.108435544202536,0,0,0.08159073959705,0,0,-0.0351060885252695,0,0,0.0145433370622142,0,0,0,0,0,0,0,0,0,0,0,0.0610339874499363,0,0,0,-0.0770731334137058,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,-0.0137252539604376,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0621137078155893,0,0,0,0,0,0,0,0,0,0,0.129943974121357,0,0,0,0,0,-0.0438332853863326,0.0291472363031149,0.0731930949966915,0,0.116857349401755,0,0,0,0,0.0241193201631668,0,0,-0.00576369278498009,0,0,0,0,0,0,0.0117588605563706,0,0,0,0,0,0,0,0,0,-0.00645894223868423,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.158127810107953,0,0.26496956276148,0,0,0,0,0,0,0,0,0,0.0234795494724232,0,0,0,0,0.0434453163992416,0,0,0,0,0,0.131401531472008,0,0,0,0,0,0,0,0,0,0,0.0681502806554335,0,0,0,0,0,0,0,0,0.0225093814442736,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.00592096993934294,0.150890578425512,0.229803925735523,0,0,0,0,0,0,0,0,0.0319282066216287,0,0,0,0,0,0,0,0,0,0,0,0,0.0375220020853379,0.0149179878180061,0,0.0811595209223422,0.0366542501527129,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00262261488304021,0.0170254712071171,0,0,0,0,0,0
X600585.SH,0,0,0.29744751690268,0,0,0,0,0,0,0,0,0.114058842921882,0,0,0,0,0,0,0.10919537650519,0,0,0,0.221506910024074,0,0,-0.0953194115701242,0,0,0,0,0,0,0.20907220464915,0,0,0,0,0,0,0,0.0409140191711033,0,0,0,0,0,0,0,0,0,0,-0.0175983584120014,0,0.131635507297951,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0.0660463908101683,0,0,0,0,0,0,0.095723957965071,0,0,0,0,0,0,0,0,0,0.0652195423426689,0.246545912995744,0.341266274375688,0.00439242918501879,0.00352288303781898,0,4.33680868994202e-19,0,0,0.0484548199942939,0,0,0,0,0,0,0,0,0,0,0,0,0.0957368049499706,0.0393920079746161,0,-0.0661042693718631,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0258959458556628,0,0.0663356313986455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049349983803292,0,0,0.031638622739792,0,0,0,0.0250865156322919,0,0,0,0.0828640162698008,0,0,0,0.0220112565077891,0,0,0.219122015097579,0,0,0.124032928512621,0.0587644375207618,0.00279400526287774,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0713047928031809,0,0,0,0.0696119641936566,0,0,0,0,0,0,0.00658366900911102,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163297078995018,0.0683149810042252,0.10632562116838,0.0200073518060356,0.0232091835579242,0,0,0,0,0,0,0,0,0,0,0,0.242093491390559,0,0,0,0,0,0,0,0,0,0
