,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X600688.SH,X600660.SH,X601991.SH,X600188.SH,X600547.SH,X601600.SH,X600886.SH,X600362.SH,X600795.SH,X000898.SZ,X600027.SH,X600176.SH,X000629.SZ,X600111.SH,X601992.SH,X002466.SZ,X600516.SH,X000709.SZ,X002460.SZ,X300072.SZ,X600299.SH,X600808.SH,X600801.SH,X000825.SZ,X002110.SZ,X600339.SH,X600352.SH,X000553.SZ,X600426.SH,X600583.SH,X600489.SH,X601158.SH,X000301.SZ,X000932.SZ,X000786.SZ,X600219.SH,X000883.SZ,X601699.SH,X000408.SZ,X000792.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.110210321013061,0,0,0,0.0998764560626145,-0.00333924936174132,0,0,0,0,0.105961200193865,0,0,0,0,0,0,0,0,0,0,0,0,-0.014257120012174,0,0,0,0,0,0.0331567514874852,0,0,0,0.182250314469427,0,0,0,0.213354514107001,0,0,0,0,0,0,0,0,0,0,0,0.0242581210661434,0.0232629839112778,0,0,0,0,0,0
X600028.SH,0.320928145884209,0,0,0.243686969635983,0.147472107541688,0.081325117315807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271852269570407,0.0856898547847157,0,0,-0.0187698004651444,0,0,0,0.0426581842156002,0,0,0,0,0,0.103617832669105,0,0,0,0,0,0,0,0,0,0,0,0.030245276486985,0.0167913981283244,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0828545938158874,0,0,0,0,0,0,0,0,0,0,0.0495756304788319,0,0,0,0,0,0.056015636895285,0.00334366829249039,0,0,0,0,0,0,0.00868115137067567,0,0,0,0,0,0,0.435425157351533,0.00963922096117836,0,0,-0.00143370875739108,-0.0150296310408113,0,-0.128437388739035,0,0,0,0
X600585.SH,0,0.0303173598047432,0,0,0.168103647670444,0,-0.00434511258113254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141695003108685,0,0,0.312302320353054,0,0,0,0,0,0,0.0990885047205998,0,0,0,0,0.257563472933311,0,0,0,0,0,-3.46944695195361e-18,-0.00695792024597964,-0.00503766767831324,0,0,0,0,0,0
X600019.SH,0,0.0341421399226753,0,0.0563107486852689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.595138028124256,0,0,0,0,0,0.00561686386673986,0,-3.46944695195361e-18,0,0,0,0,0.117576684964572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340330755939951,0,-0.00125297684567991,8.67361737988404e-19,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0191261681928687,0,0,0.121719967971999,0,0,0,0.76927787027256,0,-0.0677816273100172,0,0,0.053278415267191,0,0,0,0,0,0,0,0,0,0,0.1073459255421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109516812492302,0.0218783763807227,0,0,0,0,0,0
X600309.SH,0,0,0,0.105827021909699,0,0,0,-0.312325224340876,0,0,0.31932357897701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391455409420409,0,0,0,0.0270456283904911,0,0,0.106746191923302,0,0,0.00472411335307512,0,0.0428000071487631,0,0,0,0,0.0587403409286841,0,0,0,0,0,0,0,0.0242125808191243,0.0385367383186851,0,0.321329075171024,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085564858527597,0,0,0.0446552688421138,0,0,0.0985946176781951,0.0339506222121872,0,0,0,0,0,0,0.11373832585246,0,0,0,0,0,0.0496192350511003,0,0,0,0.0946564382763219,0,0,0,0,0,0.112160239373091,0,-0.00974438757722778,-0.0198857561026833,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214846416348896,0,0,0,0,0,0,-0.0236725600217976,0,0,0,0,0,0.131031439110621,0,0,0,-0.0200789411312212,0,0,0,0,0,0,0,0,0,0,0,0.0337810105233514,5.67669377014059e-05,0,0.273124640757483,0,0,0,-0.00807965432991016,0.00497992553193715,0,0,0,0,0,0
X600688.SH,0,0.236689715124886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363658641061677,0,0,0.0490468365490763,0,0,0.0348973556147904,0.0564512682667631,0,0,0.0707201562366872,0.0670244806165923,0,0,0,0,0,0,0,0,0,0,0,0.00585539826416578,-0.00134257575844468,0,0,0,0,0,0
