,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600010.SH,X600585.SH,X601898.SH,X600688.SH,X600547.SH,X601600.SH,X600795.SH,X600362.SH,X300072.SZ,X600188.SH,X601991.SH,X600157.SH,X600027.SH,X601992.SH,X600111.SH,X600886.SH,X600660.SH,X600309.SH,X600489.SH,X000898.SZ,X600299.SH,X000792.SZ,X000723.SZ,X601158.SH,X002075.SZ,X000959.SZ,X000709.SZ,X002466.SZ,X600583.SH,X000408.SZ,X000630.SZ,X000883.SZ,X600623.SH,X600352.SH,X600219.SH,X600098.SH,X000983.SZ,X000539.SZ,X000027.SZ,X600021.SH,X000937.SZ,X000060.SZ,X002470.SZ,X601699.SH,X002092.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.370716849222449,0,0,0.010377546294429,0,0,0,0,0,0.0457947083353272,0,0,0,0.0288095178074444,0,0,0,0.0269594371923515,0,0,6.93889390390723e-18,0,0,0.0543184372984064,0,0,0,0,0,0,0,0,0,0,0,0,0.112592563208647,0,0,0,0,0,0,0,0,0,0,0,0.00376432854541484,0,0,0,0,0,0,0,0,0
X600028.SH,0.572024933562129,0,0,0,0,0,0.268431020806543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292663945306602,0,0,0,0,0,0,0,0,-0.00968552107844554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0320002608889738,0,0,0,0.0537539557503416,-1.73472347597681e-18,0.000582838491279819,3.46944695195361e-18,0.00548355555722524,0,0,0,0,0
X601088.SH,0,0,0,0,0.0229039593364218,0.134938225986037,0.0146146501873805,0.0709084189328627,0,0.11514673820411,0,0,0,0,0,0,0,0,0,0,0,0.0995403960384908,0,0,0.0969019225363278,0,0,0.0526094977698449,0,0,0,0,0,0,0,0.0260433242349005,0,-0.134339742004208,0,0,0,0,0,0,0,0.148717072421675,0,0,0,0.0118673605241083,0,-0.0363579711963063,-0.0129692384132651,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0337712200975415,-0.032097997217419,0,0.100671731929513,0,0.00491935886957626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011446820747933,0,0,-0.10793222682663,0,0.0627927199767384,0,-0.0100118382274018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0924742461278379,0,-0.0499645510883037,0.0697312079848047,0.0117131622446423,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.399062346890086,0,0,-0.19071419192552,0,0,0.0917007460712183,0,0,0,0,0,0,0,0,0,0,0,0.0421956774850243,0,0,0,0.0611705887132928,0,0.11982285350964,0,0,0,0,0,0,0,0,0,-0.0384605279803842,-0.0799647058520168,0,0,0.189847648656786,0,0,0,0.128277274221594,-0.0300362377167733,0,0,0.0153558084226679,-0.485227862745166,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0457014574774859,0,0,0,0,0,0,0,0,0,0,0,0.124694658249105,0,0.240861554482903,0,0,0,0,0,0,0,0,0,0,0,0,0.0799292145229741,0,0,0,0,0,0,0,0.0582035161608571,0.0351347030418719,0,0.00488238574628693,0,0,0,0.000853886740852157,0,0,0,0,0,0
X600585.SH,0,0.299028158742663,0,0,0.145728969757014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0923126353500481,0,-0.0043737222872186,0.15236495470255,0,0,0.0468085280742968,-6.93889390390723e-18,0,0,0,0,0,0,0.093134013790767,0,0,0,0,0,0,0,0,0,0,-0.139743053219364,0,0,0,-0.045920652904989,0,0.0731418452378923,0,0,0,0,0,0
X601898.SH,0,0,0.223430944469938,0,0,0,0,0,0,0,0,0,0,-0.0576563239912002,0.215018453873679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000722295868618601,0,0,0,0,0,0,0,0.128794269871552,0,0,0.145282866667711,0,0,0,0,0,0,0.128742033836307,0.0382933287549646,0,0,-0.000155911798049333,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0137177589699279,0,0,0,0,0,0,0,0,0,0,0.00235847011275562,0,0,0.224842615747662,0,0.0392724284977578,0,0,0,0,0.271301073128178,0.0181319088904067,0,0,0.00406691920621573,0,0.0448501479077301,0,0,0,0,0,0,0,0.0812397542799837,0,0.0640160113084156,0,0,0.00117508965779136,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1731814132522,0,0,0,0,0.0596263438076027,0,1.02813595434972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166930970281361,-0.0528007528351209,0,0,0,0,0,0,0,0.163282012244559,-0.0161336416339342,0,-0.00608089139703667,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0283647395347472,0,0,0.0143487060545203,0,0.0303180404148547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23791535267654,0,0,0,0.109506908659187,0,0,0,0,0,0,0.351750912992307,0,0,0.15413065226279,0,0,0.0532215220685264,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.0753207823727031,0,0,0.0399706959287107,0,0,-0.0493341064973981,0,0,0,0,0,0,0.00386916819885942,0,0,0,0,0,0,0.0424212331254579,0,-0.0550643029538923,0,0,-0.0649116340772957,0,0.0223729690234519,0,0,0,0,0,0,0,0,0,0,0,0.0576670462966389,0,-1.73472347597681e-18,0.00249423501802555,0.194156751311172,0,0,-0.0709142930460007,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0.146185266293508,0.141675703682477,0,0,0.0811485588929517,0,0,0,0,0,0,0,0,0,0,0,0,0.230403580083188,0,0,0,0,0,0,0,0.149544444570351,0,0.0695349686003765,0,0.331251827675197,0,0,0,0,-0.00542645306976269,0.146789423979054,0,0,0,0.160026045556892,0,-0.0362690669712301,0,0.0639436908766208,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.438512428934322,0,0,0,0,0,0,0,0.138902661410037,0,0,0,0,0.0268880119537587,0,0,-0.0381976288795903,0,0,0,0,0.217978262645948,0,0,0,0,0.631426130557449,-0.646210738284632,0.428522526947281,0,0,0,0.57953886070999,0,0
X600188.SH,0,0,0,0,0,0,0,0.437862632111154,0,0,0,0,0,0,0,0,0.457451760178318,0,0,0,0,0,0,0,-0.0202259882555493,0,0,-0.0106169819674293,0,0,0,0,0,0,0,0,0,-0.0247838615531331,0,0,0,0,0,0,-0.113640889457789,0.0314692252588908,0,-0.00179957331701044,0,0,0,-0.0181824107229397,-0.0332941307632492,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0768227461705882,0,0,0,0,0,-0.0360899463401367,0.00650647704885735,0,0.0518758812719643,0,0,0,0.141324796424829,0,0,0,0.0839035962792582,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,-0.00700629717991522,0,0,0,0,0,0
X600157.SH,0,-0.208280652335951,0,0,0,0,0,0,0,0.010598783440395,0,0,0,-0.0435977968576993,0.562401143168227,0,0,0,0,0,0,0,-0.0233056278797109,0,0,0,0,0,0,0,0.0680226241041214,0,0,0,0.0599681623747497,0,0,0,0,0,0.103087547688196,0,0,0,0,0,0.00842213365100604,0,0,0.0348697565314589,0,0.0516468014694791,-0.0353525559789328,0,0,0,0,0,0.129977674722575
X600027.SH,0,0,0,0,0,0.00896552008696488,0,0.00900299234528261,0,0,0,0.113017949524806,0,0.0401128723275647,0,0,0,0,0,0,0,0,0.0163603349080657,0,0,0,0.0788213199952255,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390813060973759,0,0,0.054991225307361,0,0.0301210656200411,0,0,0,0,0,-0.0144470607846312,0.015856194067969,0,0,0,0,0,0
X601992.SH,0,0,0.218421439109619,0,0,0,0,0,0,0.00957327643769003,0,0,0,0,0,0,0,0,0,0,0,0,-0.111387303211275,0,0.048442080327196,0,0,0,0,0,-0.0371967039344554,0,-0.206931341110033,0,0,0,0,0.367828233561925,0,-0.0365972322706645,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.0876659614875107,0,-0.0114925699960078,0,0,0,0,0,0
X600111.SH,0,-0.0484588532230855,0.112001247192651,0,0,0,0,0,0,0,0.0473870157495562,0,0,0,0,0,0.0328673785861603,0,0,0,0,0.155699622288068,0,0,0.0523858277913321,0,0.185482886344551,0,0,0,0,0,0,0,0,0.0442235243534934,0,0,0,0,0,0,0,0,0.0599983364248983,0.0158117837691661,0.0905244837191201,0,0,0,0,-0.0432106857632943,0,0,0,0,0,0,0
X600886.SH,0,0.0915578088160465,0,0,0,0,0.0552430368292702,0,0,-0.0300749849960665,0.0133198512569103,0,0,0.0791029013902334,0,0,0,0,0,0,0,0,0.169629457339856,0,0,0,0,-0.0350616852100238,0,0,0.00191020907077242,0,0,0.184595482915337,0,0,0,0.0392480037486774,0,0,0.148807313460316,0,0,0,0,0,0,0,0,-0.0123042129477617,0,0,0.0262794850808237,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0273632394363206,0,0,0,0,0,0,0,0.0182933519916393,0,0,-0.0133686976066787,0,0,0,0,0,0,0.0878293343742804,0,0,0,0,0,0,0.0259376096213436,0,0,0.0127575280982154,0.139478099834838,0,0.0357186489092361,0,0,0,0.121486631370462,0,1.73472347597681e-18,-0.163750060615824,0.0910474739927079,0,0,0,0,-0.263597210350797,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,-0.0256603847918728,0.169382584176712,0,0,0.25126417718135,0,0,0,0,0,0,0,0,0,0,-0.333743751403683,0,0.146666214275304,0,0,0,0.269028392486654,0,0,0.222739354741954,0,-0.0226638860973254,0,0,0,0,0.0610832827410779,0,0,0,0,-0.155646735157722,0,0,0,0,0.235176170382186,0,0.0342232055275462,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0.83458009128129,0,0,-0.0105171796576853,0.0377456853694813,0,0,0.0943502500837558,0,0,0,0,0,0,0,0,0,0,0,0.0202832688802138,0,-0.0598860614623029,0,0,0,0,0,0,0.102370775610924,0,-0.0101791219926592,0,0,0,0,-0.0642149348398618,0,0,0,0,0,0.0125429350067462,-0.0249617330315625,0,0,0,0,-0.0572692734957144,0,0
X000898.SZ,0,0,0,0,0.108369379901778,0,0.147246548081519,0,0,0,0.160845809188539,0,0,-0.0934300023552905,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0463016263557692,0,0,0,0.765927835714116,0,0,0,0,0,0,0,0,0,0,0,0,0.121974407923558,0,0,-0.190244141440786,0,0.0352043856793157,0.548466710729931,-0.0301774475095954,0.0678791945777059,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0.153589614394013,0,0,0,0,0,0,0.0138252035083342,0.163904881032986,0,0,0,0,0,0,0,0,0,0,0,0,0.181036863888043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0266366776483186,0,0,-0.0895524448449162,0,0.0374765930950427,0.00623915903703596,0,-0.0149685308045408,0,-0.0542985612941168,0.026136071337651,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.166119998408706,0,0,0,0,0,0,0.0324240837986633,0,0,0.110070419622112,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0686269660616445,0,0,0,0,0,0.157859896730326,0.22440839898764,0,0,0,0.0170923765898863,-0.0463426098221169,0.0703748869514167,0,0,0,0,0
X000723.SZ,0,0,0,-0.953746306138816,0,0,0.0987448278704177,0,0,0,0,0,0,0.0133001661479549,0,0,0,0,0,0,0,-0.192907311722418,0,0,0,0,0,0,0,0,0,0,0.106859613360776,0,0,0,0,0.27666663843715,0,0,0,0,0,0,0,0,-0.211390335863126,0,0.176793208154614,0.175969624428758,0,0.0643545089998615,-0.0269263828249557,0,0,0,-0.177969536492556,0,0
X601158.SH,0,-0.0369087474140867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315492074994397,0,0.0290864321042853,0.0702438903827737,0,0,-0.126490026970918,0,0,0,0,0.210921199105257,0,0,0.06299765275832,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0203278013304508,0,0,0,0.0968710770240667,0.213727895603476,0.0236392834627265,0,0,0,0,0,0,0
X002075.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000959.SZ,0,0,0,0,0.275953431298341,0,0,0.151014681884337,-0.0379518571190772,0,0.170613110831317,0,0,0,-0.549717237772652,0,0,0,0,0,0,0,0,0,0.0826997698034994,0,0,-0.105280348989214,0,0,0,0,0,0,0,0,0,0.278908385041472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0315650905637764,0,0,0,0,0,0
X000709.SZ,0,0,0.0351414057485367,0,0,0,0,0.00496215382318359,0.0317902565618542,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0603847856721067,0,0.398214188433018,0,0.138294385096229,0,0,0,0,0,0,0,0,0,0,0,0,0.022631714855063,0.069572771862479,0,0,0,0,0,0.0391200655382605,0.0858948675287555,0.0928231219568924,0,0,0,-0.00510234692843453,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.0546589725600319,0,0,0,0,-0.0185269528707201,0,0,0.13675448806433,0,0,0,0,0,0,0,0,0,0,0,0.0702994509272394,0,0,0.0582212681888804,0.0571216566073626,0,0,0,0,0,0,0,0,0.229777935824718,0,0,0,0,0,0,-0.0944452065759244,0,0,0,0,0,0,-0.00744477418214914,0.00016266703365796,0,0,0,0,0,0
X600583.SH,0.0156596144756601,0.171827246676088,0,0,0,0,0,0,0.546209609784376,-0.0320784755480321,0,0,0,0,0.0609659085838952,0,0,0,0,0,0,0,0,0,0,0,0.00936276921129182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182934330197063,-0.024287382298886,0,0,0,0,0,0
X000408.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200260319392818,0.103198691582694,0,0,0.0459340263860737,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0619726276938192,0,0,0,-0.0604237689308887,0,0,0.149511378563272,0,0,0,0,-1.35525271560688e-20,0,0,0,0,0,0
X000630.SZ,0,0,0.099098436825302,0,0,0,0,-0.0550088957458714,0,0,0.300755531040646,0,0.235678786677889,-0.123726715141273,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0892496037502396,0,0,-0.00799883225905057,0,0,0,0,0,0,0.266261938399993,0,0,0,0,0,0,0,-0.0801814758315325,0,0,0,0,0,-0.05938491709653,-0.0027106208700884,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00379204772416354,0,0,0,0,0,0,0,0.0755985122642706,0.00275581290034796,2.16840434497101e-19,0,0,0.126277388979485,0,0.0436516792184476,0,0,0.0388089070025226,0,0,0,0,0,0.116450695799397,0,0,0.0597120551867759,0,0,0,-0.0531347380992842,0,7.18374457820362e-05,0,0,0.0190424333230215,0,0,0,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161343944958373,0,0,0.183218825035116,0.247958303618827,0.104597859295484,0,0,0,0.266435519860033,0,0,0.0905324066721237,0,0,0,0,0,0,0,0,0,0,0,0,0.750294929891956,-0.0386204852562172,0,0,0,0,0,0,0.208085252858903,0,0,0,0,-0.408299889383568,0,0.21022786534809
X600352.SH,0,0,0,0,0,0,0,0.126880705340987,0,0,0,0,0,0.0174726552768403,0,0,0,0,0,0,0,0.0464452875735422,0,0,0,0,0,0,0.0350505971491811,0,0,0,0,0,0,0,0,0,0,0.0775059596922368,0.0111908819283146,0,0,0,0,0,0,0.138146303602936,0.0677451938790605,0,0,0.0277234191473057,0,0.0332292303971229,0,0,0,0,0
X600219.SH,0,0,0,0,0,0,0,0.0553402469113945,0,0,0.136805787578749,0,0.0452677375573444,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185948556435157,0,0,0,0,0.0468195395185359,0,0,0,0.349930278932746,0,0,0,0,0.150624568961394,0,0,0,0,0,0,0,0.0214427458728294,-0.0611716273980141,0,-0.0279174267198083,0.0197227383516562,0,0,0,0,0,0
X600098.SH,0,0,0,0,0,0,0,0,0,0.158620939467446,0,0,0,0.0234313958132843,0,0,0,0,0.0850533754012077,0,0,0.189391244993866,0.0340282371425573,0,0,0,0,0,0,0,0,0.136730414949386,0,0,0,0,0,-1.38777878078145e-17,0,0.0162018134733301,0,0,0,0,0,0,0,0.151261923647916,0,0,0.0209783414827868,0.0423783842212358,0,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.090460397757989,0,-0.0320381087571885,0,0,0,0,0,0,0,0,0,-0.00347331703676149,0,0,0,0,0.283673834224208,0,0.00827515972866266,0.520488668818069,-0.0225172921064756,0,-0.00438789384289839,0,0,0,0,0,0,0
X000539.SZ,0,0,0.0544075546721646,0,0,0,0,0,0,0,0,0,0,0,0.0143916796627368,0,0,0,0.0835930329368012,0,0,0.116584055867258,0,0.0362190385950165,0.0678732984301331,0,0,-0.0218831892816056,0,0,0,0,0,0.00443186606694863,0,0,0,0.0958614782062521,0,0,0,0.0114455688148754,0,0,0,0,0,0.0289266472562297,0,0,0,-0.0167119774815651,0.0021623952620129,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0.0361386104608885,0,0.000936958986384014,0,0,0.0246471377501029,0,0,0.00272578609958384,0,0,0,0,0,0,0.0833405161061114,0.142378186332031,0,0,0.00986567836706377,0,0.18410104199734,0,0,0,0,0,0,0,0,0,0,0.0900703821039214,0,0,1.73472347597681e-18,0.0232114327306095,0,0,0,0,0,0.0619604689988945,0,0.0464628892107935,0,-0.00331560914915043,0.00878872896390256,0,0,0,0,0,0
X600021.SH,0,0,0,0,0.042835748254089,0,0,0,0,-0.0412233336837066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0735577219742356,0,0,0,0,0,0,0,0,-0.0962452097083789,0,0.098110432703152,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,-0.17649394253395,-0.00191943387943043,0,0,-0.154426645709495,0.0897347055337225,0,0,0,-0.028691461075579,0,0
X000937.SZ,0,0,0.130183985468965,0,0,0,0,0,0,0.0501305847994471,0,0,0.0378201759140668,0.0184740931684711,0,0,0.0102481503749262,0,0,0,0,0,-0.0384144398477589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0824667651447228,0,0,0,0.280863246431926,0,0,0,0,0.245094517931654,0,0.542999875402623,-0.0341918118452377,0,0.0157119670538401,-0.00993426289944851,0,0,0,0,0,0
X000060.SZ,0,0,0,0,0,0,0,0,0,0.0513559693003889,0.0212224833546697,0,0.0761695458583326,0,0,0,0,0,0,0,0,0,0,0,0.129492263964282,0,0,0,0,0,0,0.247811423470988,0,0,0,0.122396167532903,0,0,0,0.366676742013842,-0.142325700433431,0,0,0,0,0.222520470656492,0,0,0,0,-0.0333854117178926,0,0.0392470660516158,0,0,0,0,0,0
X002470.SZ,0,0,0,0,0.00709704844646984,0,0.0301908243873423,0,0.0883816034136789,0,0,0,0,0,0,0,0,0,0,0,0,0.0432390017577805,0,0,0,0,0.437927175392541,-0.141264144185105,0,0,-0.116027111603888,0,0,0,0,0.0688594326261377,0,0,0.165405035863639,0,0,0.0235477169575582,0,0,0,0,0,0,0,0.0200595856304146,0,0,-0.0162553914287806,0,0,0,0,0,0
X601699.SH,0,0,0,0,0.0466417959676366,0,0,0.124572966353347,0,0,0.108263941726162,0,0,0,0.134066340229269,0,0,0,0,0,0,0,0,0.00755939197039524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126765691928721,0,0,-0.10021580184677,0.520105861179857,0,0,0,0,0,-0.0472047397340951,0,0,0,0,-0.0995691585830644,0,0
X002092.SZ,0,0,0,0,0,0,0,0.0311574346919606,0.4960706067395,0,0,0,0.113200422368911,0.126050526384589,0,0,0,0,0,0,0,0,0,-0.0852244686039443,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322389417837079,0,0,0,0,0,0.0438655120883265,0,0,0.128195175970259,0,0,0,0,-0.0993508392111484,0,0,0,0,0,0,0
Change_TY3M,0,0,0,0,0.052231486690169,0,0.0866134119704801,0,0,-0.13404252235234,0,0,-0.046121810816717,0.171142144325493,0,0,0,0,0,0,0,0,0,0,0.0472787778420365,0,0,-0.0633016503060266,0,0,-0.0597598376482234,0,0,0,0,0,0,0,0,0,0,-0.0554106115122686,0,0,0.0987730876824536,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slope,0,0,0,0,-0.0351655765213313,0,0.0162378261464494,-0.258350481082821,0,-0.162119565189663,-0.210201985380269,0,0.0690528542867166,-0.236117336632059,0,0,0,0,0,0,0,0.282322192354763,0,0,0,0,0,0.213234026052546,0,0,0,0,0,0,0,0,0,0.185689341088483,0,0,0,-0.0810294369694215,0,0,0,0.0658272839931399,0.254647432740542,0,0,-0.0385591467359614,0,0,0.538053003762711,0,0,0,0.272060713597287,0,0
TED,0,0,1.38777878078145e-17,0.986388998745039,0.631405098706514,0,0,0,0,0,0.778514291537698,0,0.0977283245051967,0.114282239968578,0,0,0,0,0,0,0,0,-0.384485962765087,0.150353215683347,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.811138626353286,0,0,-0.09206685151587,0,0,0,0,0,0,-6.93889390390723e-18,0,0,-1.03295373916099,1.04451939092092,0,-0.442148292774966,1.07880680174459,0,-1.4382121285181,0,0
RealEstate_excess,0,0,0,0,-0.051636682906304,0,0,0,0,0,0,0.0768038105539274,0.0302225527103649,0,0,0,-0.01855481461405,0,0,-0.0139785860659573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174008060793707,0,0,0,0,0,-0.177000500149826,0,0,-0.0820479461361276,0.0352842848507295,0,0,0.0790708493003807,0.0355355882159452,0,0,0,-0.000521697198668152,0,0
MKreturn,0,0,0,0,0,0,0,0,-0.031736125609432,0.0580770764467552,0,0,0,0.0657089410338702,0,0,-0.0869287824836459,0,-0.0520925417166628,0,0,0,-0.0215256606859756,0,-0.0269862058650329,0,0,0,0,0,0,0,0,0,0,0,0,-0.0212875820303475,0,0,0,0,0,0,-0.0256821271380207,0.0138708981768825,0,0,0,-0.0858648034690025,0,-0.00478001547799062,0.0390925128927598,0.191021221872602,0,0,0,0,0
MKvol,0,-0.00130824354517651,0,0,0,0,0,0,0,0,0,0,0.00177323597252141,0,0,0,0,0,0,0,0,0.00291437806716572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00222581763529131,0,0,0.00177947539110492,0,0,0,0,0,0,0,-0.00176320674991156,0.0029064730335906,-0.00774438602157468,0,-0.00311099875492117,0,0,0,0,0,0.0284886285756897
CarbonVol_Shenzhen,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266340912317922,0,0,-0.00568264428047774,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435173357510231,0.0326648538343023,0,0,0,0,0,-0.731300895122749
CarbonVol_Guangdong,0,0,0,0,0,0,0,0,0,0,0,0,0.000224137176588202,0.00507522079603554,0,0,0,0,0,0,0,-0.00834717095927525,-0.00787252674083317,0,0,0,0,0,0,0,0.0028736424241064,0,0,0,-0.000516957148414549,0.00827514935455034,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0.0423004090939939,0,0.00499111283421432,0,0,0,0.0255212277117857,0,-0.0105638852882751
CarbonVol_Hubei,0,0,0,0,0,0,0,0,0,0,-0.0167924585880705,0,0,0,0.0158180212601706,0,0.0722930154639933,0,0,0,0,0,0,0,-0.00367886245192797,0,0,0,0,0,0,0,0,0,0,-0.00276653916365813,0,0.0159738387291342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00728415199253007,0,0,0,-0.346726409949699,0,0
