,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X002460.SZ,X000708.SZ,X600660.SH,X600547.SH,X002271.SZ,X600362.SH,X600011.SH,X601600.SH,X600176.SH,X600426.SH,X601898.SH,X600886.SH,X000786.SZ,X600010.SH,X600188.SH,X002466.SZ,X000301.SZ,X600801.SH,X600352.SH,X600111.SH,X300037.SZ,X600489.SH,X601991.SH,X600795.SH,X600486.SH,X600688.SH,X002080.SZ,X600803.SH,X002353.SZ,X600219.SH,X600027.SH,X600299.SH,X601168.SH,X601992.SH,X000932.SZ,X000898.SZ,X600399.SH,X002409.SZ,X600529.SH,X000723.SZ,X000630.SZ,X000027.SZ,X000878.SZ,X300073.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,-0.000128263965219801,0,-0.0354152298287928,0.0727287434147288,0.0122798544753832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128558479035297,0,0,0,0,0,0,0,0,0,0,0,-0.00637019387640537,0,0,0,0,0,0,0,-0.0132894116803942,0,0,0,-0.00389862578710899,0,0
X600028.SH,0,0,0,0,0.030617387400996,0,0,0,0,0,-0.057736532290931,0,0,0,0,0.0324850869299692,0,0,0,0,0,-0.00575405167860112,0.0212292176367346,0,0,0,0,0,0,0,0,0,0.076532705166997,0,0,0,0,0,0,0,0,0.144731548240866,0.0163661011331442,0,-0.00894854872242628,0,0,0,0,0,0,0,0,0,0,0,-0.00769176554924246,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602133275715972,0,0,0,0.133679561092188,0,0,0,0,-0.0312373268650503,-0.00834828147472803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00755351872758323,0,0.0051605282788573,0,0,0,0,-0.0163727849865449,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,-0.0652335990037746,0.0131981122532741,0,0.0743250934851398,0,0.0176393317802354,0.042229232130758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0796805408477582,0,0,0,0.00202437770705322,0,0,0,0,0,0,0,0,0,0.119154207533318,0,0,0.0310327676496004,0,0,0,0,0.00433597846082281,0,0
X600309.SH,0,0,0,0,0,0,0,0.242324197850709,0,0,0,0,-0.0544640919646118,0,0,0.112248643971033,0.104039847101906,0,0,0,0,0,0,0,0,0,0.0443815617801062,0.241877659088134,0,0,0,0,0,-0.174092749460605,0,0,0,0,0,0,0,0,0,0,-0.146139603323718,0.0237037220745131,0,0,0,0.114090513335745,0,0.00884597852413459,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0148218106621167,0,-0.0570754696496604,0.123542172962845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129623328771079,0,0,0,0,0,0,0,0,0,0,0,0,0.187750035284502,0,0,0.0575188376982799,0.0284373452811044,0,0,0,0.00853025716660481,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.154172825165501,0,0.255805698793997,0,0,0,-0.0722805357611413,0,0,0,-0.00476042691112748,0,0,0.388927404680363,0,0,0,0,0.405018657723345,0,0,0,0,0,0,0,0,0,0,0,0.0114828296807731,0,0,0,0,-0.215004718493179,0,0,0,0,0,0,0,0,-0.024143065632474,0,0,0,-0.0187621346293719,0,0
X000708.SZ,0,0,0,0,0.0630594880288629,0,0,0,0,0,0,0,0.0103189549679255,0,0.0310085446084281,0,0,0,0,0,0,0,0,0,0,0,-0.0454447253177991,0,0,0,0,0,0,0.15582714357454,0,0.391687412270195,0,0.00897204843670895,0,0,0.0960425189320644,0,-0.0112584626923014,0,0,0,0,0,0,0,0,-0.0129203485052763,0,0,0,0,0.0058710460035441,0,0
X600660.SH,0,0,0,0,0,-0.119694551803573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179269673074192,0.0763764248296418,0.0320245667654663,0,0.230649325504558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108481961539975,-0.0715071317768021,0,0,0,0,0,0,0,0,0.0369711267806114,0,0,0,0.00828033514442161,0,0
X600547.SH,0,0,0,0,0,0,0.0561615029455881,0,-0.0433481083989603,0,0,0,0.0190712332159833,0,-0.0814801830299553,0,0,0,0,0,0,-0.042911763556731,0,0,0,0,0,0.595092896284199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281856589322471,-0.0086501971118153,0,0,0,0.0357974798657072,0.00770899163133409,0,0,0.0131678214443757,0,0,0,0,0.00917436296761226,0,0
X002271.SZ,0,0,0.184298190298764,0,0.00969595437766232,0,0,0,0.0986819112467108,0,0,0,0,0,0.150947561704044,0,0,0,0,0,0.12100455417544,0,0,0,0,0,0.071868531272469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11783808592276,0,0,0,0,0,0.0754034361044034,0,-0.0354643955385142,0.132448607956822,0,0,0,0.0316989236044807,0,0
X600362.SH,0,0,0,0,0,0,0.00256474945857464,0,0,0,0,0,0,0,0,0.0306153143461238,0,0,0,0,0.0186835768547634,0,0,0,0,0.233340576929562,0,0,0,0,0,0,0,0,0,0.310144472371338,0,0,0,0,0,0,0,0,0,0.132295832880568,0,0,0.2275030762439,0,0,0.0722257391980257,-0.113415719043486,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.329228313739194,0,0,0,0,0,0,0.153824543892811,0,0,0,0,0,0.309806340510674,0,0,0,-0.0205253551596188,0,0,0.148997376637008,0,0,0,0,0.187337909773901,0,0,0,0,0,0.0451699845479436,0.0575374888981317,0.219323931692812,-0.0224188052638957,0,0,0,0,0.0185303739661601,0.0504588109059083,0,0,0,0,0,0,-0.00277605924724678,0,0,0,0,0.00959290245920443,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.140967923907144,0,0,0,0,0,0,0,0,0.0686180518980568,0,0.0433325410727723,0,0,0,0,0,0,0,0,0,0,0,0,0.182965727769518,0,0,0.00831870291288488,0,0,0,0,0,-0.0173236621085775,0,0,0,0.211668523103735,0.0678703472663215,0,-0.00493875126230771,0,0,0,0,-0.0178025439965037,0,0
X600176.SH,0,0,0,0,0,0,0,0.0511373340012442,0,0,0,0,-0.057071813084244,0,0,0,0,0,0.0824151716894827,0,0,-0.0995413040086655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0838149685934356,0,0,0,0,0,0.0780981098463228,0,0,0,0.0534221513141462,0.447635226823097,0,0,0,0,0,0,0.00338405353403145,0,0
X600426.SH,0,0,0,0,0.32224033484132,0,0.0317945008711834,0,0,0,0,0,0,0,0.0227742122555848,0,0,0,0.160425087783324,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288743500473956,0,0,0,0,0,0,0,0.128574149538615,0,0.0281210821147773,0,-0.0407852430312813,0,0,0,0,-0.0333158599236157,0,0.0194161400101865,0,0,0,0,0.00378582061102374,0,0
X601898.SH,0,0,0.305348286361973,0,0.0403167810141282,0,-0.0979489947121731,0,0,0,0,5.42101086242752e-20,-0.0253571351940658,0,0,0,0,0,0,0,0.224685389986561,0,0,0,0,0,0,0,0,0,0,0,0,-0.021600891170785,0,0.238974921470834,0,0,0,0,0,0,0,-0.0295941718827406,0.0882011942577304,0,0,0,0,0,0,0,0,0,0,0,-0.0060719361336662,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.208569779470753,0,0,0,0,0,0.223309519319902,0,0,0.0157164806463529,0,0,0,0.0101989505434574,0,0,0,0,0,0,0,0,0.0787447888805626,0,0,0,0.0119104099297395,0,-0.129832656068182,0,0,0,0,0,0,0,0,-0.0178780650224603,0,0.0347929874609337,-0.0114727249630582,0,0,0,-0.00798687606472539,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113117703352917,0,0,0,0,0,-0.124244300002375,0,0,0,0,0.0186160538561135,0,0,0,0,0,0,0.106914474569424,2.16840434497101e-19,0,0,0,0,0,0.167493848597286,0,0,0,0.212490792311783,0,0,0,0,0,0,-0.000444318168811115,0,0,0,0,-0.000548766865820266,0,0
X600010.SH,0,0,0,0,0,0.0462190346837473,0,0.011631474239255,0,0,0,0,0.0761298267816942,0,0.081694156375075,0,0,0,-0.0387002417295062,0,0,0,0,0.108357735211828,0,0,0,0,0,0,0,0,0,0.0349794444260124,0,0,0,0,0.0449729943022363,0,0,0,0,0.054938984257501,0.0202833181206461,0,0.133146565087976,0,0,1.35525271560688e-20,0,0.0145829875830946,0,0,0,0,0.00202636429270184,0,0
X600188.SH,0,0,0.174100382760818,0,0,0,0.0812636255294026,0,0,0,0,0,0,0,0,0,0.0683844593936186,0,0.16448348524216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0888072058580044,0,-0.0313872415925917,0,0,0.0853365765318276,0,0,0,0,0,0.118838880427903,0.355028178941565,0,0.155600405400455,0,0,0.0779322573646512,-0.033559284478315,0.109407366456839,0,0,0,-0.00380138572922921,0,0
X002466.SZ,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,-0.209865701276126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0222872519190468,0,-0.0256897911850717,0,-0.31885482767845,0,0,0,0,0,0,-0.0107688427503586,0,0,-0.0373584989396105,0.434418529760791,0,0,0,0.495512900881419,0,-8.67361737988404e-19,-0.0337038012606361,0,0,0,-0.0472383195344245,0,0
X000301.SZ,0,0,0,0,0,0,0,-0.268401001196285,-0.00613761770105203,0,0,0,0,0.350787352533152,0,0,0,0,0.136520146817736,0,0,0.0968059505629786,0,0,0,0,0,0,0,0,0,0,0,0,0.0202211016379024,0,-8.67361737988404e-19,0,0,0,0,-0.457294012338017,0,0,0,0,0,-0.0966298555714433,0,0,0,-0.0307889022738329,0.116514395050099,0,0,0,-0.0103167324494368,0,0
X600801.SH,0,0,0,0,0,0,0.0127177894776572,0,0,0,0,0,0,0,0,0,0,0,-0.050236636125796,0,0,0.0753003583733231,0,0,0,0,0,0,0,0,0,0,0.0541206838847655,0,0,0,0,0,0.0261892829370046,0,0.164545738491613,0,0,0,0,0,0,0,0,0,0,0.00518394501413147,0.00644261832581887,0,0,0,-0.000912188656800616,0,0
X600352.SH,0,0,0,0,0,0,-0.0838474523937348,0,0.10727314207486,0,0,0,0.262489572914646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0678052167585836,0,0,0,0,0,-0.0879794774447111,0,0,0,0,0,0,-0.133835971186671,0,0.174296591214013,0,0.128545961740887,0,0,0,0.079634239452271,0,0,0.0174433066890434,0.0715079374285721,0,0,0,0.000762629472805398,0,0
X600111.SH,0,0,0,0,0,0,0.250060443172857,0,0,0,0,0.0201162374135111,0,0,0,0,0,0,0,0,0,0.165809253956143,0,0,0,0,0,0,0,0,0,0,0.132868683975008,0,0,0,0,0,0,0,0,0,0,0,0.0934401212607629,0,0,0,0,0,0,0,-0.0441816723812728,0,0,0,-0.023877686033004,0,0
X300037.SZ,0,0,0,0,0.0617053367735321,0,0.00573440068340847,0,0,0,0.0338701232366108,0,-0.817350282850863,0,0,0,0,0,0,0,0,0.0122959486469281,0,0,0,0,0,0,0,0,0,0,0,0.128336097782179,0,0,0,0,0,0,0,0,0,0.0722086229407592,-0.0516075702150357,0,0,0,0,0.458211392041898,0,-0.0201143148883953,0,0,0,0,-0.00759808196636495,0,0
X600489.SH,0,0,0,0,0.0769845441755286,0,0.140912706587995,0,0,0.605721125800389,0,0,0,0,0,0,0,0,0.034042858663842,0,0,0,0,0,0.149444983657077,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223336325770703,0,0,0,0,0,0,0,0,0,0.0453030804127687,0,0,0,-0.0456675614120147,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,-0.00639229310039281,0,0,0,0.0519778003869532,0.0860014094739283,0,0,0,0.00624060635823797,0,0,0,0,0.0781711139992478,0,0,0,0,0,0,0.0742166360887539,0,0,0.162208154881028,0,0,0,0,0,0,0,0,0,0.0232103165770871,0,-0.00520693951493011,0,0,0,0,0,0,0,0,0,0,0,0.00315464527210627,0,0
X600795.SH,0,0,0,0,0.0613764878140796,0,0,-0.120154519370576,0.00924107113599304,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.012052659397611,0,0,0.0524262404744359,0.141288204179293,-0.0263517331110774,0,0,0,0,0,0,0,-0.0393289309097655,0,0,0,0,0,0,0,0,0.15460529746425,0,0,0,0.0206969742915185,0.04008503638919,0,0,-0.00843962469362171,0,0,0,0,-0.0137364082109727,0,0
X600486.SH,0,0,0,0,0,0,-0.059673514079263,0,0.04341551228136,0,0,0,0.0843421013949505,0,0.0182025656231449,0,0,0,0,0,0,0.103909192307532,0,0,0,0,0,0,0,0,0,0,0,0,-0.0262473803274005,0.185704868466787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10093360667685,-0.00283381445958733,0.0584860360822251,0,0,0,0.00261947500165929,0,0
X600688.SH,0,0,0,0,0.16091268791662,0,0,0,0,0,0,0,0,0.091872315108864,0,0,0,0,0,0,0,0,0,0,0.0132536772121075,0.0150652808484347,0,0,0,0,0,0,0.0106555000105008,0,0.0375814797299451,0,0,0,0.00383693751841294,0,0,0,-0.0230026567569894,0,0,0,0,0,0,0,0,0.00878526431630526,-0.0211741525464609,0,0,0,-0.00672755423389079,0,0
X002080.SZ,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.12514000712908,0.265682185014696,0,0,0,0,0,-0.177230751672796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259840210415968,0,0.081402206647907,0,-0.175749475349101,-0.13577383153688,0,0,0,0,0,0.123745182085532,0,0.149420732934024,-0.114332020752815,0,0,0,0.0511351517121366,0,0
X600803.SH,0,0,0,0,0,0,0,0,0.0451310579055484,0,0,0,0,0,0.0360364102174397,0,0,0.0160320782037295,0.309280257650315,0,-0.140609587177487,-0.0721083583128387,0,0,0,0,0.0778436833225125,0,0,0,0,0,0,0,0.158541724767669,0.0976211106940576,0,0,-0.0718407994520479,0,0.161721065018969,0,0,0,0,0.123616123116394,0.173829084999827,0,0,-0.0193823394298334,0,-0.0442447072844646,0,0,0,0,0.00105249401592542,0,0
X002353.SZ,0,0,0,0,0,-0.11243045212661,0,0,-0.117494749397179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192837975106377,-0.0384971578079789,0,0,0,0.281398101024393,0,0,0,0,0,0,0.130107178803952,0.151343739776116,0,-0.0646230464591835,0,-0.0551518979892536,0,0.155367439408046,0,0,0,0,0,0,-0.00104708318560015,-0.0519133330311203,0,0,0,-0.010442090538197,0,0
X600219.SH,0,0,0,0,0,0.0582102475560689,0,0.0683979812200085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0745861504770985,0,0,0,0,0,0,0,0,0,0,0,0.0275244051944527,0,0,0,0,0,0,0.129575152153094,0,0.155689766066629,0,0,0,0,0,0.282741442005135,0,0,0,0.0443014838367972,0,0,0,-0.00772133279923262,0,0
X600027.SH,0,0,0,0,0,0.113330367518802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242774760736341,0,0,0,0,0,0,0,0.0616105625702762,0,0,0,0,0,0,0,0,0.0166416861965659,0.0441671497387803,0,0,0,0,0,0,0,0,0,0,0,0,-0.00146286309209634,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0123344606771122,0,0.143000917845748,0.00173763713190639,0,0,0,0,0,0.0950824461257999,0,0,0,0,-0.142096906874089,0,0,0,-0.0406769574313579,0,0,0,0.150563004332679,0,0,0,0,0,0,0,0,0.0441648621998537,0,0,0,0,0.110235908489167,0,0,0.065476803603282,0,0,0,0,0.0157465072472271,0,0
X601168.SH,0,0,0,0,0.0262359465319342,0,0.0673126004360724,0.0224218129976348,0,0,0,0,0,0,0,0.00485009014304153,0,0,-0.0397282180169388,0,0,0.113885788456142,0,0,0,0,0,0,0,0,0,0,0,0,0.0225608858254265,0,0,0,0,0,0,0,0,0,0,0,0.896992174308501,0,-1.73472347597681e-18,0,0,0,0.128732026641998,0,0,0,0.0176670849724124,0,0
X601992.SH,0,0,0,0,0,0,0.0108148047502416,0.040622804668327,0,0,0,0,0,0,0.00640683161767267,0,-4.33680868994202e-19,0,0,0,0,0,-0.070162741252182,0.0329324394812125,0.00636255785262704,0,0,0,0,0,0,0,0.0358284412364385,0,0.0618682035946353,0.0196392489561742,0,0,0,0,0,0,0,0,0,0,0,0,0.0916683458705172,0,0,0,-0.02705927768596,0,0,0,0.00570035214905497,0,0
X000932.SZ,0,0,0,0,0.00437353073029764,0.0938544742079589,0.274213739129267,0,0,0,0,0,0,0,0.117210107571456,0,0,0,0.0420423403979241,0,0,0.0384238093463392,0,0,0,0,0,0,0,0,0.0302853972608312,0,0.159316680138408,0,0,0.0575839319094906,0,0,0.00792924127105425,0,0,0.312671328695193,0,0,0.0679041043095079,0,0,0,0,0,0,-0.0493074211928741,-0.0301992449678036,0,0,0,-0.0136929434359825,0,0
X000898.SZ,0,0,0,0,0.00605994749487605,0.0605967559435668,0,0.0287764438971,0,0,0,0,0,0,0.00487284595171546,0.0735326608248966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444019542218546,0,0,0,0,0,0,0.0796682303353231,0,0.0621093793896471,0,0,0,0,0,0.0965317708800448,0,0,0.0403478293799351,0,0,0,0,-0.00201526355008397,0,0
X600399.SH,0,0,0,0,0.0988871118001356,0,0.278168053134315,0,0.085947335485152,0,0,0,0,0,0,0,0,0,0,0,0,-0.184680721576982,0,0,0.0392416686520443,-0.0269154549398964,0,0.237069288869595,0,0,0,0,0,0,0,0.191171124301646,0,0,0,0,0,0,0,0,-0.385895739600391,0,0,0,0,0,0,0.0192786038100606,0,0,0,0,0.00700631843267589,0,0
X002409.SZ,0,0,0,0,0,0,0,0,-0.0743586670861354,0,0.261965893628875,0,0,0,0,0.108375281694042,0,0,0,0,0.251326090540521,0,0,0,0,0.0454989765418703,0.194750205713879,0,0,0,0,0,-0.27536725887066,0,0,0,0,0,0,0,0,0,0,0,-0.106337243175976,0,0,0,0,0.103264663195508,0,-0.0133434816639396,0,0,0,0,0.00820997487585937,0,0
X600529.SH,0,0,0.0887966846118936,0,0,-0.217256108762684,-0.173031788359674,0,0,0,0,0,0,0,0,0,0,0,0.180503743996221,0,0,0,-0.0241861305602137,0,0.207439557117965,-0.00270428684913607,0,0,0,0,0,0,0,0,0.056823048296187,0,0,0,0,0,0.387656020217768,0,-0.306172752019547,0,0,0,0,0,0,0,0,0.0549370515719082,-0.108208549291468,0,0,0,0.0397655654901171,0,0
X000723.SZ,0,0,0,0,0.028085988746237,0,0,0,0,0,0,0,-0.0854146119731101,0,0,0.00931607935171037,0,0,0,0,0.176380960496031,0.187998960953443,0.114665246667486,0,0,0,0.0529145667900999,0,0,0,0,0,0,0,0.0744874923283766,0,0,0,0,0,0,0,0.0389941571691232,0,0,0,0,0,0,0,0,-0.00476620821845021,0,0,0,0,-0.0110050417243791,0,0
X000630.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344086786125613,0,0,0,0,-0.0878316519212566,0,0,-0.00813349595062697,0,0,0,0,0,0,0,0,0,0,0,0.182863362307604,-0.0320780900779803,0.0555312996093776,0,0,0.151364692169585,0,0.142161666334737,0,0,-0.0602683122996655,0,0,0,0,0.347449584671963,0,0,0.015851334545414,0,0,0,0,4.33680868994202e-19,0,0
X000027.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.107765385861325,0,0,0.0222640554289075,0,0,0,0,0.0370906430976988,0.00631468933827967,0.0451329366545134,0,0,0.097283792268143,0,0,0,0,0,0,0.0215883968323821,0,0,0,0.178259176601919,0,0,0,0,-0.0438995613674184,0,0.0331758907742524,0,0,0,0,0,-0.039721414410461,0,0,-0.00601705966531658,0,0,0,0.00078846175515199,0,0
X000878.SZ,0,0,0,0,0,0.0504716151140461,0,0,-0.0151405278948039,0,0,0.130108584787821,0.199175705606376,0,0,0,0,0,0,0,0,-0.00658531774162766,0,0,0.326603483059921,0,0,0,0,0,0,0,0,0,0,0.137881083811851,0,0,0.324803362307436,0,-0.0890594248982302,0,0,0,0.0442852363384713,0,0.207708840186697,0,0,0,0,0.0343272206282628,0,0,0,0,0.00912859859290101,0,0
