,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600660.SH,X601898.SH,X601991.SH,X600188.SH,X002466.SZ,X600688.SH,X601600.SH,X600795.SH,X600886.SH,X600362.SH,X300072.SZ,X600516.SH,X000898.SZ,X600027.SH,X600547.SH,X002460.SZ,X600352.SH,X600111.SH,X600176.SH,X000553.SZ,X601992.SH,X000786.SZ,X002110.SZ,X600426.SH,X000709.SZ,X600299.SH,X600801.SH,X600808.SH,X000408.SZ,X000883.SZ,X000932.SZ,X601158.SH,X000830.SZ,X600315.SH,X600219.SH,X002271.SZ,X601699.SH,X000792.SZ,X601003.SH,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.324844968770366,0,0,0,-0.00110848370288582,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0.0702015619628417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234381660999203,0,0.196570005594563,0,0,0.0180020652662575,0.0843692370983875,0.00169138848488121,0.0167835685268811,0,0,0.00289851791020431,0.00767726814339206,0,0,0,0,0,0
X600028.SH,0.197532025764651,0,0.309311049759264,0,0,0,0,0,0,0,0,0,-0.0857295000321167,0,0,0,0,0,0,0,0,0,-0.0602218835698935,0,0,0,0,-0.0877016243385431,0,0,0,0,0,-0.0190022815280847,0,0,0,0,0,0,0,0,0,0,0.000105928115480157,0,0,0,0,0.00326037707104336,2.16840434497101e-19,0,0,0,0.210156118262783,0,0
X601088.SH,0,0,0,0.259816247810269,0,0.0255939141735805,0,0,0,0,0,0.536022122103998,0,0.0435004198511031,0,0,0,0,0,0,0,0,0.0179454881312173,-0.0409194100803442,0,0,0,-0.0600304163149761,0,-0.109734982958036,-0.158834672749987,0,0,0,0,0,0,0,0,0,0,0,0,0.047693523287842,0.0987518464698633,0,-0.0304511961554164,0,0,-0.00359178861560983,-0.0158443345560037,0,0,0,0,0,0
X600585.SH,0,0,0.22709667271365,0,0,0,0,0,0,0,0,-0.0707950359515319,0.0638123740666296,0.258334165199371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110387609259802,0,0,0,0,0.383583829007583,0,0,0,0,0,0.11116834251845,0,0,0,0,0,0,0,0,-0.0173411786529043,0,0,0,0,0.0412730165081582,0,0
X600019.SH,0,0,0,0,0,0.139127182672222,0,0.0704309828563386,0,0,0,0.254742481180822,0,0,0,0,0,0,0,-0.203827597406452,0,0,0,0,0,0,0.0525241524509616,1.73472347597681e-18,0,0,0.134834342288684,0,0,0,0.0779110725778391,0.110777426489895,0,0,0,0,0,0,0,0,0.0981015176681411,0,0,0,0,0.00697319134182865,0.0459378605669426,0,0,0,0.133168279577591,0,0
X600309.SH,0,0,0.156824156897598,0,0,0,0,0,0,0,0,0,-0.1965599454246,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0878827002884369,0,0,0.235516690004453,-0.073865022587485,0,-0.175763556471058,0.136543330021238,0.0454684022930613,0,0,0,0,0,0.0989176555267603,0,0,0,0,0,0,0,0,0.0558311845068205,0.0927055607072992,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,-0.0179267631986076,0,0,0,0,0.275004871540291,0,0.0324606434377386,0,0,0,0.0365416736886481,0,0,0,0,0.128010171409649,0,0.0186636528326597,0,0,0,0,0,0,-0.0263942733519325,0,0,0,0,0,0,0,0,0,0,0.0771255086019159,0,0,0,0,0,0,0,0.000915165129304945,-0.0408525679190426,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.123948109309638,0,0.0935042349169323,0,0,0,0.0811825028913114,0,0,0,0,0,0,0,0,0,0,0.00395650609952214,0.187693960708715,0,0,0,0,0,0,0,0,0,0,0,0,0.173633015386092,0.0511459502792232,0,0,0,0.319795611165092,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0120694938272336,-0.0207417460591667,0,0,0,0,0,0
X600660.SH,0,0,0,0,-0.0632595967219371,0,0,0,0,0,0,0,0,0,0,0,-0.392765146438005,0,0,0,0,0.120758757695307,0,0,0.263503165267781,0,0.0355171810674598,0,0,0.0606414795495723,0,0.0581023739654249,0,0,0,0,-0.284208762787085,0,0,0,0,-0.0395829379225044,0,0,0,0,0,0,0,0.00712277360878331,0.0475471804935508,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167321943920868,0,0,0,0,0.150947132080367,0,0,0,0,0,0,0.0648875644872263,0,0.0908861265839613,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0853291232018193,0,0,0.00103507870956455,-0.0109016894337817,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.135800651913689,0.0527105627478633,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0879845336048198,0,0.04676084085447,0,0,0,0,0,-0.0415886583584421,0,0,0,0.0386668282126722,0,0,0.0168301436550372,0,0,0,0,0,0,0,0,0.147449709241502,0.0131977219838183,0.161461784941872,0,0.00496398230057936,-0.0384936746366548,0,0,0,0,0,0
