,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X601600.SH,X000708.SZ,X600886.SH,X600660.SH,X600188.SH,X600362.SH,X601991.SH,X600352.SH,X600795.SH,X600688.SH,X600801.SH,X600111.SH,X601992.SH,X000723.SZ,X600027.SH,X002271.SZ,X000786.SZ,X600516.SH,X600489.SH,X002466.SZ,X002353.SZ,X000898.SZ,X600176.SH,X600299.SH,X002460.SZ,X601158.SH,X600612.SH,X000709.SZ,X000883.SZ,X600426.SH,X600219.SH,X600583.SH,X000629.SZ,X000027.SZ,X000792.SZ,X000630.SZ,X000553.SZ,X600315.SH,X000825.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0288329114275732,0,0,-0.0169825859657026,0,0,0,0,0.00337271781012445,0,0.0255729019249738,-0.0252118879053806,-0.0284886953260476,0,0.049776623530026,0,0,0,0.0708657268097393,0,-0.026131042586284,0.101631461648725,0,0,0,0,0,0,0,0,0.0463756822407445,0,0,0,0,-0.0186649378589986,0,0,-0.000544256893768773,0,0,0,-0.0205071416511757,0,0,0,0,0.010985860672122,0,0
X600028.SH,0,0,0.0080004584869223,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0.142748131245087,0,0,0,0,0,0.113908617316482,0,0.0133152513518447,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0749844292493267,0,0.0112946950279524,0,0,1.0842021724855e-19,0,0,-0.0158390145149894,0,0,0,-0.000586292064490216,0.0101360653197115,0,0,0,-0.0091410867703061,0,0
X601088.SH,0,0,0,0.241044092898361,0,0.308005215046879,0,0,0,0,0,0.0655264815280163,0,0,0,0,0,0,0,0,0,-0.063462708871827,0,0.00881005288983311,0,0.0623936916082207,0.159871292757918,0,-0.00255388037920654,0.000905101339154324,-0.0784144558108375,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0854106537942392,0,0,0,0,0,0,-0.0149046925645388,0,0,0,0,0.00622735279571371,0,0
X600585.SH,0,0,0,0,0,0,-0.0514310958576721,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565537057646226,0,0,-0.0179884364333787,0,0.077398563865483,0,0,0,0,0,0,0,0,-0.0940252719091043,0,0,0,0,-0.042396031446806,0,0,0,0,0,0,0,0,0,-0.119204609812389,0,0,-0.0127024891869896,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0852175996867011,0,0,0.0338366685839736,0,0,0,0,0,0,0,0.067045715592051,0,0.0754728741749478,-0.108857399238286,0.0263696831023429,0,0,0,0,0.131594951297726,0,0,0,0,0.00935531530017826,0,0,0,0,0,0,0,0,0,0,0,-0.0321829503232706,0,0,0,0,0.00617510085412143,0,0
X600019.SH,0,0,0.155226076026488,0,0,0,0,0,0,0,0,0.0872631580231203,0,0,0,0,0,0.00592831263150733,0,0,0,0,0,0.0508810167245775,0,0,0.0992660841629814,0,0.0243238235897343,0,-0.013134572179241,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.179781351897628,0.0466161338951644,0,0,0,0,0,0,0,0,-0.00962066850413607,0,0,0,0,-0.0285229657597422,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0.0263343396050476,-0.0129213226870464,0,0,-0.544998070180962,0,0.0608035155454675,0,0,0,0,0,0,0,0,0,0.00809920630960827,1.255136008139,-0.0531402935576032,0.106250869281624,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0578462944012419,0,0,0,0,0,0,-0.00258601487589521,0,0,0,0,0.0418580902691231,0,0
X600011.SH,0,0,0,0,0.108484204199297,0,0.0243558665260267,0,0,-0.072261978845931,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.126664835926439,0.237992124566973,0.0991699448669874,0,0.0473539252095754,0,0,0.0324552940087537,0,0.222056342678276,0,0,0,0,0,0,0,0,0,0,0,0.0159791068612569,0,0,0.109250130675657,0,0,0,0.0196330751790906,0,0,0,0,0.00967256099454309,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.085137940392218,0,0,0,0,0.0275672348770565,0,0,0,0,0.0466809830484264,0,0,0.0783152208399638,0.1163158066529,0,0,0,0,0,0.0215118438763497,0,0.0357738310178688,0,0.0520633652375625,0.0134301203626189,0,0,0,0,0,0,0,0,0.0761512447412484,0,0.00297637987617806,0,0,0.0476195363883715,0,0,0.00843147050976007,0,0,0,0,-0.0301553938692101,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377675205714424,0,0,0,0,0,-0.166772900192435,0,0,0,0,0,0,0,0,0,0,0,0,0.209083642839327,0.0430810959741074,0,0,0,0,0,0,0,0,0,0.0216647467858649,0,0,0.0269184267131302,0,0,0,-0.0119384504836655,0,0,0,0,0.022058388930453,0,0
