,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X000792.SZ,X601898.SH,X600011.SH,X000301.SZ,X600019.SH,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X600886.SH,X000877.SZ,X600795.SH,X600547.SH,X601600.SH,X002271.SZ,X601991.SH,X600803.SH,X600027.SH,X600426.SH,X600176.SH,X600362.SH,X000983.SZ,X601699.SH,X600348.SH,X000408.SZ,X000723.SZ,X000629.SZ,X600096.SH,X600141.SH,X600160.SH,X000786.SZ,X600219.SH,X600157.SH,X002353.SZ,X002080.SZ,X300073.SZ,X000933.SZ,X600985.SH,X600378.SH,X600549.SH,X600801.SH,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0347995793407454,-0.0490045405860153,0,0,0,0,0,0,0,0,0,0,0,0,-0.0305527386009088,0,0,0,0,0,0.272844178029338,0.136315430040562,0.00311578589310386,0,0,0,0,0,0,-0.0244718932233517,0,0,0,-0.0338317192168744,0,0,0,0,0,0,0,-0.0371858991858876,0,-0.0117243320275706,0,0,0,8.67361737988404e-19,0,0
X601088.SH,0,0,0,0,0.34823427910765,0.19795056962359,0,0,0,0.219201611105055,0.226584144737094,-0.0156432661384055,0,0,0,0,0,0,0,-0.110830021977935,0,0,0,0,0,0,0,0,0,0.0668048714973749,0,0,0,0,-0.0322611379022618,0,0,0,0,0,0,0,0,0,0,0,0,-0.0799806265977395,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0367977294157484,0,0.00599049655599524,0,0,0,0,0.0638028319532921,0,0,0,0,0.031550160407073,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0910739060297624,0,-0.00219194751756288,0,0,0,0,0,0,0,0,0,0.0130632550180925,0,0,0,0,0,0,0,0,0,0.000140333755442205,0,0,0,0,-0.0199784802433972,0,0
X600309.SH,0,0,0,0,0.0590023909806306,0,0,0,0,0.0532834749388801,0.0849629123860536,0,0,0,0,-8.67361737988404e-19,0.0116879840120618,0,0,0,0,0,0,0,0,0,0.0380789667318526,0,0,0,0,-0.00873589530973307,0,0,0,0,0,0.0497751053801935,0,0,0,0.0406974163744195,0,0,0,0,0,0,0,0,0,0,-0.0153261474937207,0,0,0,0,0,0
X600188.SH,0,0.117037501596207,0,0,0,-0.02020550272859,0,0,0,0.579271953516116,0,0,0,0,0,-0.0451911796444388,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195291827150582,0,0.00512008663051068,0,0,0.0341164722909798,0,0,0,-0.01622013638843,0,0,0,0,0,0,0,0,0,0,0,0,-0.112126048830185,8.67361737988404e-19,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.621075667699965,0,0.0699096127909771,0,0,0,0,0,0,0,0,0,0.096595824377092,0,0,0,0,-0.131593332460834,0,0,0,0,0,0,0,0,0.267385364592074,0,-0.155620167937153,0,0.159163439812702,0.043985083387636,0,0,0,0.0256068988029903,0,0,-0.0387703196099716,0,0,0,0,0,0,0.0328333741636755,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.251378665671043,0,-0.346385656623002,0,0,0,0.0828105684699367,0,0,0,0,0,0,0,0.0449843757273715,0,0,0.0918178597950917,0,-0.170700617504117,0,0,0,0,0,0,0.0298326623111508,0,0.211529498839206,0.0333961585578457,0,0.198168156449668,0,0,0,0,0,0,0.0420288667015941,0,0,0,0,0,0,0,0.0884949377855239,-0.0786088491847499,0,0,0,0.0323985630401814,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294891561547343,0,0,0,0,0,0.0850561649739696,0,0,-1.73472347597681e-18,0.0127946826919732,0,0,0,0,0,0,0,0,0,0.0390143836390771,0,0.0391083121169133,0,0,0,0,0,0,0.0251742352221082,0,0.0380610425013865,0,0,0,0.414877964793269,0,0,0.0505078938314721,0.0201551505388685,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.152451773354642,0.190720690760092,0,0,0,0.103098678857321,0,0,0,0,0,0.0479233495737434,0,0,0,0,0.171692570853296,0,0,0,0,0,0,0,0,0,0.0404316164956415,0.143241739181485,0,0,0,0,0,0,0.116574288728975,0,0,0,-0.0944260432952671,0,0,0,0.0262268258416578,0,0,0,0,0.0419047622799772,0,0,0,-0.0821924251259452,0,0
X601898.SH,0,0.0315318055303956,0,0,0.0382718437687602,0,0,0,0,0,0.0141439248126258,-0.0264709025511978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341222009732505,0,0,0,0,0,0.17085198998938,0,0,0,0.00635852333575029,0.136351528318709,0.241746315434384,-0.07442785044021,0,0,0.0587989828220085,0,0,0,0,0,0,-0.0152207601077324,0,0,0,0,0,0
