,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002460.SZ,X002271.SZ,X600801.SH,X600886.SH,X601898.SH,X600010.SH,X600660.SH,X601600.SH,X000792.SZ,X600362.SH,X600688.SH,X000786.SZ,X600188.SH,X600352.SH,X601991.SH,X600795.SH,X600027.SH,X600111.SH,X601992.SH,X600299.SH,X600176.SH,X002075.SZ,X600489.SH,X000401.SZ,X000723.SZ,X600426.SH,X002466.SZ,X601158.SH,X600219.SH,X600126.SH,X000898.SZ,X000932.SZ,X002353.SZ,X600529.SH,X600486.SH,X000883.SZ,X000553.SZ,X600516.SH,X600583.SH,X600612.SH,X000709.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.134892809862512,0,0,0,0,0,0,0,0,0,0,0.0200206944719696,0,0,0,0,0,0,0,0,0,0.130460955252812,0.03791525746355,0,0,0,0,0.0252054071103747,0,0,0,0,0,0.0174578066103161,0,0,0,0,0,0.0895866359109228,0,0,0,-0.00564247083550124,0.0105123403317368,0,0,0,0,0,0
X600028.SH,0.102065181041746,0,0,0,-0.0959114413210574,0,0,0,0.0995294800416742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0230867414902972,0.110021633994907,0,0.0221012549838765,0,4.33680868994202e-19,0,0,0,0,0,0.159432550015585,0,0,0,0.00314885659688098,0.0146126597334504,0,0,0,0,0.00297320744026417,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.0289115524169318,0,0.536354412381226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0333215292205244,0,0,0,0,0,0,0,0,0,0,0,0,0.031301841910666,0,0,0,0,0,0,0,0.00083992563126444,0.0109485476636337,0,0,0,0,0,0
X601088.SH,0,0,0.093021712956517,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14299177394323,0,0,0,0,0,0,0,0,0,0,0,-0.160062113675055,0,0,0.0307519756600697,0,0,0,0,0,0,0,0.0265216501743366,0,0,0,-0.0388933613665613,0,0,0.00187467431560488,0,0,-4.33680868994202e-19,0.0430353628614788,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0214941935350481,0,0,0,0,0,0,0,0,0.0428937647579813,0,0,0,0,0,0,0,0,0,0.0635758355162441,0.157810563133792,-0.0406414367098776,0,0,0.0342337300189669,0.0353798624279286,0.0667472998392257,0,0,0,0,0,0.133018155436105,0,0,0,0,0,0.0332167265406457,0,0,0,0.021132974695286,0.0119966301749476,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0417825095543739,0,0,0,0,0,0,0,0,0,0.00700182177977095,0.456748461917388,0,0,0,0.0256922525848127,0,0,0.00992096757051918,0,0,0,-0.0486458807820128,0,0,0.0577983590422846,0,0,0.096562120957239,0,0,0.0406697893791915,0.036505794189703,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250376671374425,0,0,0.119693048517667,0.0296740874542353,0.0952805753915744,0,0,0,0,0.0918614723246551,0,0,0,0,0,0,0,0,0,0,0,0,-0.00387883240818926,0,0,0.0148608011781725,0,0,0,0,0,0,0,0,0,0.00518702507632817,0.00292607110415867,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0.0666020794983865,0,0,0,0,0,0,0.223650282755656,0,0.0739314055242872,0,0,0,0,0,0,0,0,0,0,0.0369182385297442,0.183486027097615,0.104162760699163,0,0,0,0,0,0.0781540594928918,0,0,0,0,0,0,-0.100170217385491,0,0.0773852438942202,0,0,-0.167210469191356,0,-0.0234133493215955,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0587659754124428,0,0,0,0,0,0,0,0,0.0692418115177121,0,0,0,0.0195698463555062,0,0,0,0,0,0.358396716087053,0,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.0698010149747413,0,0,0,0,0,0,0.0970398032149979,0,0,0.144453840695781,0,0,0.185477272626188,0,-0.0441660846033393,0,0.0179144767368069,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0586440175321079,0,0,0,0,0,0,0,0,0,0,0.146052214199533,0,0,0,0,0.000540109351852582,0,0,0,0,0,0.424933174578716,0,0,0,0.0182194683715777,0,0,0.148204887264342,0,0.214314263237813,0,0,-0.0796230082827944,0,0,0,0.323302441179656,0.175947087077326,0,0,0,0,0,0,0,0,-0.0110450032052672,0,0,0,0,0,0
