,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600019.SH,X600111.SH,X002466.SZ,X600011.SH,X000877.SZ,X002271.SZ,X600660.SH,X600010.SH,X600188.SH,X000708.SZ,X601600.SH,X000301.SZ,X600547.SH,X601898.SH,X600362.SH,X600886.SH,X000723.SZ,X000408.SZ,X600176.SH,X600426.SH,X000786.SZ,X600803.SH,X600219.SH,X601991.SH,X002080.SZ,X600795.SH,X600027.SH,X600399.SH,X600688.SH,X300037.SZ,X600801.SH,X300073.SZ,X002326.SZ,X600352.SH,X000825.SZ,X600489.SH,X600157.SH,X002353.SZ,X600516.SH,X600486.SH,X000959.SZ,X000027.SZ,X000807.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.386992379156173,0,0,0,0.0518469908679982,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0139710360895481,0.0339920721118936,0,0,0.0023537152795479,0,0,0,-0.0230370396939482,0.0311131535385135,0,0,0,0,0,0,0,0,0,0.0498292188058494,0,0.0957513966439835,0,0,0,0,0,0,0,0,0,0.130627711113852,0,0,0,0,0,-0.0147485687784096,0,0,0,0,-0.121862670958065,0,0
X600028.SH,0.185443627830021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432463362645878,0,0,0,0,0.0475742029506311,0,0,0,0,0,0,0,0.0212165724503624,0,0,0,0,0.0129476971887048,0,0.0324749490187992,0,0.0223573505987819,-0.0563390954455261,0,0,0,0,0,0.0761365208028229,0.0109719195007381,0,0,0,0,0,-0.0178698469933367,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.152972965476602,0.162085301267743,0,0,0,0,0.34070158424342,0,0,0,0,0,0,0,0.0896785831801769,-0.0185031983928223,0,0,0,0,0,-0.0708442337659674,0,0,-0.0240562370917503,0,0.14617533683522,0,0,0,-0.0115229353966477,0,0,0,0,0,0,0,0,-0.158365566826946,0,0,-0.00745977436333547,-0.00303464657707569,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,9.58111151953918e-05,0,0,-0.0682865153703146,0,0.0154762768657611,0.0806033398424028,0.133356098001321,0.0454068154544769,0,0.0273221863382804,0,0,0,0,0,0,0,0,0,0.136721366400133,0,0,0,0.148669140742835,0,0,0,0,0,0,0,-0.070615489840158,0,0,0,0,0,-0.077744618116527,0,0,0,0,0.0130910464347086,0,0.00181542977571282,0,0,0,-0.0344807404170191,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016579210640033,0,0.327519649962566,0,0.0293235385014791,0,0,0,-0.125943256641466,0,0,0,0,0,0.208896405442285,0,-0.0542479312457706,0,0,0,0,0,0,0,0,0,0,0,-0.0619878387601109,0.0976282222992626,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.610181141440434,0,0,0,0.240321583842084,0,-0.0352319862669827,0,0,0.0177551429634908,0.135806303384363,0,0,0,-0.163041677247279,0,0.136514166237467,0,0,0,0,0,0.0530280663929238,0,0,0,0,0,0,0.142767398453579,0,0,0,0,0,0,0,0,0,0,0,0,-0.00490061690398076,0,0,0,0,-0.0647384464503367,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.307347073010873,0.156460510500095,0,0,0,0,0,0,0,0,0.124901551681074,0,0,0,0,0.161280935958838,0.177598747770259,0,0,-0.0451514128449405,0,0,0,0,0,0,0,0.158614932893482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021284411384288,0.0701342406561128,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0238306138100502,0,0.0314267526583842,0,0,0.00589581569539278,0,0,0,0,0,0,0.0225061893831069,0,0,0.0993319245383928,0,0,0,0,0,0.0262385573643127,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.17109317162234,0,0,0,0,0,0.0293038407750538,0,0.031657823741077,0,0,0.0112166824394135,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.531079535664684,0,0,0.121797909556318,0,0.189797538622417,0,0,0,0.155563509201474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107729953863882,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.572265629567367,0.334244153239225,0,0.0471229007873138,0,0,0,0,0,0,-0.0239849278727022,0,0,0,0,0,0,0,0,0.0195511940629371,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362765375107957,0,0,0,0,0,0,0,0,0.122411103759003,0,0,0,0.0269129404740553,0,0,0,0,0,0,0
