,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X601898.SH,X600585.SH,X600795.SH,X600886.SH,X601600.SH,X601991.SH,X600688.SH,X000709.SZ,X600027.SH,X600157.SH,X600111.SH,X600362.SH,X000539.SZ,X600188.SH,X600583.SH,X002075.SZ,X601158.SH,X600352.SH,X600309.SH,X000898.SZ,X600021.SH,X601992.SH,X000883.SZ,X002353.SZ,X000027.SZ,X002470.SZ,X600808.SH,X600660.SH,X000629.SZ,X600863.SH,X000878.SZ,X000792.SZ,X000060.SZ,X600307.SH,X000959.SZ,X600098.SH,X000825.SZ,X600578.SH,X600489.SH,X601918.SH,X300072.SZ,X600547.SH,X600008.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.734848198829241,0.138504435680785,0,0,0,0,0.00465866198622528,0,0,-0.0580898992161783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0882819479589772,0,0,0,0,0,0,0.010950050059862,0,0,0,0,0,0,0,0,0,0,0,0.00849241435264757,-0.00719161322019017,0,0,0,0,0,0
X600028.SH,0.46914613340905,0,0.138305841218338,0,0,0.0796281868526834,0,0,0,0,0,0,0.0380564523993506,0,0,0.0220914840125146,0,0,0,0,0.0403727460807121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549664067396579,0,0,0.0281686529873856,0,0,0.012442848624437,0.123155945587784,0,0,0,0,0
X601088.SH,0.0455702075339827,0,0,0.162088435249303,0.00583279020633528,0.12775227768491,0.141448800524285,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00256716163325938,0,0,0.0209989971735559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0202686484246555,-0.00421698563027718,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.150462234254346,0,0,0,0,0,0,0.0820533664112151,0,0,0,0,0.0409584477317916,0.367842192731483,0,0,0,0,0,0.117226426343683,0,0,0,0,0,0,0,0,0,0,0,0,0.0139023502446036,0,0,0,0,0,0
X600011.SH,0,0,0,0.0149657144520828,0,0.0244014327513175,0.187320113576681,0,0,0,0,0.0741401679276288,0,0,0.119925421207334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.429327045446255,0,0,0,0,0,0,-0.00435463005698158,0.0117412446575301,0,0,0,0,0,0
X600019.SH,0,0.0585037062421813,0.159870359334931,0.00151584923266753,0.175712770191101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239775646455105,0,0,0,0,0,0,0,0,0,0.140349876424828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00245792282294288,-4.33680868994202e-19,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.0348406696469731,0,0.103308153582968,0,0,0,0,0,0,0.174974891394975,0.14955328194413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185872636785759,0,0,0,0,0.270038252005732,0,0.231398525592056,0,0,0,0,0.00947266439280124,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.064024619445599,0.166243248239855,-4.33680868994202e-19,0,0.0187399549119814,0,0.0497497535257822,0,0,0,0,0,0,0,0,0.0129025366442572,0.0199328001769616,0,0,0.066462607305199,0.0501182518681164,0.0915188238390216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0207825414349166,-0.0211990443329745,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0.0402005239738761,0.0778864939805603,0.000984664707633105,0.0122244789469953,0,0.072624442616166,0,0,0,0,0,0.0411837960711717,0,0,0,0,0,0.182965133081324,0,0,0,0,0,0,0,0,0.285411112388066,0,0,0,0,0,0,0,0.111569227513523,0,0,0,0,0,0,0.000873383336308333,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.0913905370159089,0,0,0,0,0,0,0,0.0966456414481369,0,0,0,0,0.081176372321391,0,0,0,0,0,0,0,0.0384856524764293,0,-0.116589760093918,0,0,0,0,0,0,0,0,0,0.119902473008711,0,0,0,0,0.237799854976883,0,0,0,0,0,0,0.00253879382368019,-0.0157216445057544,0,0,0,0,0,0
X601600.SH,0,0,0,0,0.0747717182801884,0,0.129091337453411,0,0,0,0,0,0.0802811682801051,0,0,0,0,0.0324543228074413,0,0,0,0,0,0,0,0.00206804669653736,-1.73472347597681e-18,0.121631727386367,0,0,0.0880268943338762,0,0.0464710083295332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0124546917576193,-0.00106550036745457,0,0,0,0,0,0
