,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X601600.SH,X600688.SH,X600795.SH,X601991.SH,X600027.SH,X600623.SH,X600362.SH,X600157.SH,X600111.SH,X600886.SH,X601992.SH,X600188.SH,X002466.SZ,X600299.SH,X600660.SH,X000792.SZ,X601158.SH,X600547.SH,X000709.SZ,X600309.SH,X600583.SH,X000883.SZ,X000539.SZ,X600489.SH,X000898.SZ,X000027.SZ,X600352.SH,X000630.SZ,X002470.SZ,X000629.SZ,X300072.SZ,X000060.SZ,X600160.SH,X600098.SH,X600176.SH,X600021.SH,X000723.SZ,X000983.SZ,X000012.SZ,X000959.SZ,X002075.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.115752692982103,0,0,0,0,0.0197908249673938,0,0,0,0.17739259517648,0.0542899021717448,0,0,0,0,0,0,0.0165981903463615,0,0,0,0,0,0,0,0,0,0,0.0248999396760157,0,0,0,0.0405920741390433,0,0,0.0289121904124117,0.0351484570801071,0,0,0,0,0,0.0201576575910595,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0313158992049204,0,0,0,0,0.029265653176109,0,0,0,0.0542319203893812,0.0991970301105067,0,0,0,0,0,0,0,0,0.180645637438704,0,0,0,0,0,0,0,0,0.0160229446735498,0,0,0,0,0,0.0450603798587567,-1.73472347597681e-18,0.0397827112127952,0,0,0,0,0.00870008948307932,0.00829295290710296,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.560551498046235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258863021057168,0,0,0,0,0.0285831501617081,0,0,0.0754545845504964,0,0,0,0.112308160754121,0,0.00897639324344274,0,0,0,0,-0.0133380880938644,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0187986128636324,0,0.151230367057965,0,0,0,0,0,0,0,0,0,0,0,0.0902073907312043,0,0,0,0.00888053452996564,0,0,0.00659989502648651,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.223404621332784,0.00747019934347657,0,0.00247486586083716,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232911958438375,0,0,0.113966248511198,0,0,0,0,0,0.0254243511044988,0.0761566842331821,0,0,0,0,0,0,0,0,0,0,0.17440957280295,0,0.197916889905905,0.00684337787966996,0,0,0,0,0,0,0,0,0,0,-0.0134373907940369,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.258326773281482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39819072978292,0,0.0547135670899079,0,0,0,0,0.0456300434039525,0,0,0,0,0.0194925878690736,0.0991544398455136,0,0.124157127432886,0.0181367548991602,0,0,-0.0298115948663522,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0797788076101078,0,0.178494153388737,0.0443642622746947,0,0,0,0,0,0,0.139433947966399,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0598926593384897,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.0479504405865244,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0946776871409274,0,0,0.0182988575419935,0,0,0,0,0,0.114694241749194,0.0219765439453685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780798753269719,0,0.10035806542902,0.0475094419180397,0,0,0,0.153178182809664,0,0.170354933079702,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161059101031788,0,0,0.00521352200184691,0,0,0,0,0,0,0,0,0,0.00318666340772989,1.73472347597681e-18,0,0,0.262663351085167,0,0.094783261673783,0.123827052430088,3.46944695195361e-18,0,0,0.117523011653624,0,0,0,0,0,0,-0.00801336296654282,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0.0185179367974604,0,0,0,0,0,0.130458617577563,0,0,0,0,0.0821731443009798,0,0,0,0.0676097361623152,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.18420592556608,0.131719519031283,0,0,0,0,0.000558155588185913,0.106146548453631,0,0,0,0.0103224783890132,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.073005960827199,0,0,0,0,0,0,0,0,0,0,0.0454492536100884,0,0,0,0.110565357628906,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0177433698874898,0,0.0276543274327131,0.0628365778837772,0,0,0,0.143193158604037,0,0.209055611239415,0,0,0,0,0,0,0,-0.000518817153799093,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223918261476631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123366499385268,0,0,0,0,0,0,0,0,0.0873816655236291,0.00311861678002018,0,0,0.306911867787683,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0.0292044702391167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229064509514043,0,0.121891034927965,0.0168193651675704,0.0260678596655252,0,0.360092409568688,0.0483169620609987,0.0724817467849997,0.00222624464615906,0,0,0,0,0,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,-0.347891291405239,0,0,0,0,0,0,0,0,0.221967790904249,0,0,0,0,-0.226853333946363,0,0,0,0,0,0,0,0,0,0,0,0,0.314145261701807,-0.142723989924316,0,0.220559512300329,0,0,0.503403230064399,0,-6.93889390390723e-18,0,0,0,0.05193791772559,0.0154020471196851,0,0,0,0,0,0
X600362.SH,0,0,0,0,0.0845203423699362,0,0,0,0.15440068822135,0.13457802118518,0,0,0,0,0,0.0709805221720697,0.0585328756236554,0,0,0.141584718265058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453154992079958,0,0,0,0.101794416373657,-0.00483658707175308,0,0,0,0.0707060493977862,0,0,0,-0.0536605876047907,0,0,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00905723477792915,0,0,0,0,0,0,0,0,0,0.0281250756900361,0,0,0,0,0,0,0,0,0,0.281539508011309,0,0,0.0486785290239801,0.139757964175259,0,0.183162155534793,0.0101232691345823,0.0199002974770081,0,0,0.06808132100315,0,0.0699593818744272,0,0,0,0,-0.00596414137437266,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.0928844059974658,0,0,0,0,0,0,0,0,0,0.159805880639865,0,0,0,0,0.0345011504355769,0.0364874691058665,0,0,0,0.102897736870523,0,0.0370660110032135,0,0,0,0,0,0,0,0,0,0,0,0,0.282482056269401,0.0386759328265582,0,0.120259769646877,0,0.029263833669905,0,1.73472347597681e-18,0,0,0,-0.0452225994656931,0.0279104353332399,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209208699271111,0,0,0,0,0,0,0,0.0356931346427532,0,0,0,0,0,0,0.0129096047791621,0,0,0,0,0,0,0.0210758169407271,0,0,0.0327877448846811,0.0416850828245032,0,0.172639179812783,0,0.0450301367125807,0,0,0,0,0,-0.00536570526745978,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0.0645811025516329,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352806835415806,0,0,0.213396485444904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.029218948017946,0,0.174419291958738,0,0.112685100240098,0,0,0,0,0,0,0,0,0,0.0270888526388377,-0.0377942294585873,0,0,0,0,0
