,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X002466.SZ,X600019.SH,X000792.SZ,X600011.SH,X601898.SH,X600111.SH,X600660.SH,X002271.SZ,X600010.SH,X000708.SZ,X600547.SH,X000301.SZ,X600886.SH,X600795.SH,X601600.SH,X000877.SZ,X600426.SH,X600027.SH,X600362.SH,X600176.SH,X601991.SH,X601699.SH,X600803.SH,X600995.SH,X000786.SZ,X000983.SZ,X600160.SH,X000629.SZ,X000408.SZ,X600489.SH,X000723.SZ,X600219.SH,X002080.SZ,X000807.SZ,X600096.SH,X600378.SH,X600348.SH,X600688.SH,X600157.SH,X300037.SZ,X000831.SZ,X000933.SZ,X600486.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0322878149864164,0.310027684647394,0,0.0369704644847456,0,0,0,0,0,0,0,0,0,0.0777744966839223,0,0,0,0,0,0,0,0,0,-0.0306651314653371,0,0,0.136639526599523,0,0,0,0.0197113251845292,0.086105075010038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0133367593959703,0.0108397300546032,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.426266192320617,0,0,0,0,0,0.0196764876843445,0,0,0,0,0,0,0,0,0,0.0273009838799339,0,0,0,0,0,0.0401831651489936,0,0,0.119697843489615,0,0,0,0,0,0.0502969875112121,0,0,0,0,0,0,-0.0661366474762659,0,0,0,0,0,0,0,0,0.00835827359844258,0.030941054495675,0,0,0,0,0,0
X600028.SH,0.31493807931074,0,0,0,0,0,-0.0225131581842172,0,0,0,0,0,0,0,0.0139343932075189,0,0,0,0,0,0,0,0,0,0,0,0,0.148658934049628,0,0,0,0.00879540305905915,0.0908619461955339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000433907232656824,0.00437444295602547,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.257434026821305,0,0,0,0,0.152144515293606,0,0,0,-0.00207407753637636,0,0,0,0.307381205677795,-0.119141715699145,-0.213086045760794,-0.037548070174487,0,0,0,0,0,0.0392255150486809,0,0,-0.0828714764560401,0,0,0,0.0218282400493764,0,0,0,0.00725176012003509,-0.0347321551233062,0,0,0,0,0,0
X600188.SH,0,0.670243313708839,0,0,0,0,0,0,0,0,0,0,0,0,-0.108743561316473,0,0,0,0,0,0,0,0,0,0,0,0,0.029019495842373,0,0.0616320306430474,0,0,0.143204022217672,0,0,0,0,0,0,0,0,0,0,0.0340585114283397,0,0,0,0,0.224987512706053,0,0,0.0132462604688686,0.0276936436381163,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350715963172802,0.232944835291705,0,0,0,0,0,0.214795571640732,0,0,0,0,0.103456034284552,0,0,0,0.270355841374101,0,0,0,0,0,0,0,0.064069177154395,0,0,0,0,0,0,0,0,0.107038081486555,-0.0183467175038613,0,1.99847190540808e-05,-0.00883961958649789,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.57691875351994,-0.0279892260024951,0.0963933217247976,0,0,0,0,0,0,0,0,0,0,0.0462032107287962,0,0,0,0,0,0,0,0,-0.00767044480846555,0.0224387564263923,0,0,0.00840037321872023,-4.33680868994202e-19,0.0130443220541476,0,0,0,0,0,0.0909659082109796,0,0,0,0,0.0774404400124659,-3.46944695195361e-18,0,0,0,0.00759650322566126,-0.0209788067936547,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.605028120608923,0,-0.000708798503125919,0,0,0,0,0,0.106772426178113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127039256581794,0,0.178590483463549,0,0,0,0.0197462207288045,0,0,-0.0305553610100105,-0.0318811732855602,-0.0508690774170539,0,0,0,0,0,0
X600019.SH,0,0,0.0688397380898853,0,0.0217724705790961,0.244269499761118,0,0,0,0,0,0,0,0,0,0,0,0,0.0346633472170208,0,0,0.181650803418665,0,0.0318740747178158,0.0358790633187184,0,0,0,0,0,-0.145710675020872,0.065868395407163,0,-0.0274136022049781,0,0,0,0,0,0,0,0,0,0.0556376861705624,0.0956358197152702,0,-0.0960321642419541,0,0,0,0.0341386512458293,0.0139379859756934,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.437767902775614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12395671031681,0,0,0,0,0.0514656973006952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15251226778507,0.131853890902715,0,0,0.0173655367270728,-0.0180682641556801,0.0112259832467525,0,0,0,0,0,0
