,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X600660.SH,X600688.SH,X601991.SH,X601600.SH,X600188.SH,X600547.SH,X600362.SH,X600886.SH,X600795.SH,X000898.SZ,X600027.SH,X601992.SH,X002466.SZ,X600516.SH,X600111.SH,X600176.SH,X000629.SZ,X300072.SZ,X600299.SH,X000709.SZ,X002460.SZ,X600808.SH,X600339.SH,X000825.SZ,X600352.SH,X600801.SH,X000553.SZ,X600583.SH,X002110.SZ,X600426.SH,X601158.SH,X000786.SZ,X000301.SZ,X600489.SH,X000883.SZ,X000932.SZ,X600219.SH,X000792.SZ,X601699.SH,X000408.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.213367415597849,0,0,0,0.106049222831132,-0.0765062147177128,0,0,0,0,0.110000530603117,0,0,0,0,0,0,0,0,0,-0.0387341504530113,0,0,0,-0.0299841010119811,0,0,0,0,0.0319164379423818,0.180725931242281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.063224088273142,0.0276473583264466,0.0267485466778864,0,0,0,0,0,0
X600028.SH,0.273574944830469,0,0,0.272947215124371,0.135668548248956,0.0725730113845303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292303576393533,0.0940088116036013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155728534050522,0,0,0,0,0,0,0,0,0,0,0,0,-0.0423056156369781,0.0224831285408911,0.00747216799203675,0,0,0,0,0,0
X601088.SH,0,0.0816497467052741,0,-1.73472347597681e-18,0,0,0,0,-1.73472347597681e-18,0,0,0,0.123273611135675,0,0,0,0,0,0.0142306060157904,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00616665832656246,0,0.0355091590786965,0,0,0,0,0,0,0,0.0825964052228163,0,0.0264686153480667,0,0,0.337674398871153,0.0235884718751998,0,-0.0152248026695326,-0.0286819632895996,0,-0.128668807826506,0,0,0,0
X600585.SH,0,0.00905416217863834,0,0,0.175031699472573,0.0207854319411102,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0929710565514251,0,0,0,0,0,0,0.129661926696514,0,0,0.303722736124277,0,0,0,0,0,0.266573397969214,0,0,0,0,0,0.0107959770118016,0,0,-1.73472347597681e-18,-0.00776645126882926,-0.00908626676814219,0,0,0,0,0,0
X600019.SH,0,0.018400102440522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.623948743048303,0,0,0.00204713891112755,0,0,0,0,0,0,0,0,0,0,0,0,0.120346523362341,0.0478913517445609,0,0.0239769370626566,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0390727827912484,0,0,0,-0.00325585705031798,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105098587581951,0,0.0130797920984471,0.784572052166261,0,0,0,0,0,-0.0509228399390687,0,0,0,0,0,0,0,0.0478609578527871,0,0,0,0.00274616575056103,0,0,0,0,0,0,0,0,0,0,0,0,0.0255741492598377,0.040339476750715,0,0,0,0,0,0
X600309.SH,0,0,0,0.0729121166121826,0,0,0,-0.330072414494083,0,0.280606292869337,0,0,0,0,0,0,0,0,0,0,0,0,0.392814179544929,0,0,0,-0.0140785440047093,0.100502401458812,0,0,0,0,0.100528229162698,0.110881377990405,0.0247607712394698,0,0,0,0.0613573570078136,0,0,0,0,0,0.0353869414428105,0,0,0,0,0,0.0168119375155701,0.0335550895945828,0,0.357543239626114,0,0,0,0
X600010.SH,0,0,0,-0.0552544860589584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144481788875622,0,0,0.0708882969367118,0.16495560825384,0,0,0.0191652667599695,0,0,0,0,0,0,0.0674495475585691,0,0,0,0.154228329447863,0,0,0,0,0,0,0,0.0371922742476785,0,0.132818287943301,0,0,0,-0.0101118787470077,-0.0149781640003268,0,0,0,0,0,0
X601898.SH,0,0.125321618844243,0,0,0,-0.0125411164081891,0,0,0,0,0,0,0.185991022198983,0.103800600675074,0,0,0,0,0,0,0,0,0,0,0,-0.0201155644768871,0,0.00502834410213713,0,0.0877515870202335,0,-0.0210311958612298,0,0,-0.0468339397761756,0,0,0,0,0,0.0191484844177281,0,0,0,0,0,0.00783972600623387,0.208526711815708,0,0,-0.0071335393624036,0.00216538692559222,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0688723003077983,0.0365243493051881,0,0,0,0,0,0,0,0.186146890109628,0,0,0,0,0,0,0.189298822047974,0,0,0,0,0,0.0567348204967362,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0.134618460151597,0,0,0,0,0,0,0,0,0,0.151420324564337,0.0429445619516054,-0.00889351266873086,-0.00366691609741493,0,0,0,0,0,0
X600688.SH,0,0.332769047389375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00244706954647783,0,0.010699217258505,0.102712857985276,0.0257811790695899,0,0,0,0,0.0404086533812464,0,0.0203486278210281,0,0.00891072528872341,0,0,0,0,0,0,0,0,0,4.2651619221911e-05,-0.00835345614802396,0,0.0840387536616902,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.247036490776574,0,0,0,0,0.0760889802707957,0,0,0,0,0,0,0,0,0,0,0,-0.00404502623721279,0,0,-0.0249764049474993,0,0,0,0,0,-0.02055171767518,0,-0.00728589390540843,0,-0.0759176915095524,0,0,0,0.0550980007135247,0,0,0.0422753767329091,0,0.0248180330651724,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204152724992853,0.0144371092140128,0,0,0,0.0376560947077965,0,0,0,0,-1.73472347597681e-18,0.0748933461866096,0,0,0,0,0,0,0,0,0,0,0,0.291907538555087,0,0,0,-8.67361737988404e-19,0,0.00863872795527183,0,0,0.155362656991835,0.0015618554462066,0,0,0,0.00987239809310077,0.00373777667385745,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0.017428044701842,0,0,0,0.243690646834309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109794214705131,0,0,0,0.0121958365021686,0,0,0,0,0,0,0,0,0.100067354799513,0,0,0,0.198979829774624,0,0,0.521303643075432,0,0,0.00987395320850163,0,0,0,0,0,0,0
X600547.SH,0,0,0.0756532250141128,0,0,0,0.0803198116585032,0,0,0,0,0,0,0,0,0,0.0540332480198875,0,0,0.0173200738121692,0,0.0236359606146487,0,0,0,0,0,0,0,0,0,0,0.144087862169295,0,0,0,0,0,0,0,0.0121056528665323,-0.00339662097028279,0.6437793729973,0,0,0.154494045580145,0,0,0.061608427096045,0,0.0214459584357346,0.011812330244254,0,0,0,0,0,0
X600362.SH,0,0,0.182436941300419,0,0.119490843453302,0,0,0,0,0,0,0,0.0217495614444434,0,0.0590930844927415,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0590264082033382,0,0,0,0,0,0,0,0,0.0558964267392563,0,0,0,0,0,0,0,0,0,0,0,0,0.0543892385466127,0.0438278722469012,0,0,0.00192571602514785,-0.0310463001738383,0,0,0,0,0,0
