,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600011.SH,X600019.SH,X601600.SH,X600585.SH,X600547.SH,X600660.SH,X600886.SH,X600795.SH,X000792.SZ,X002466.SZ,X600362.SH,X000708.SZ,X002460.SZ,X600010.SH,X600111.SH,X600027.SH,X000301.SZ,X600160.SH,X601699.SH,X000877.SZ,X600803.SH,X600489.SH,X000983.SZ,X601991.SH,X600426.SH,X000786.SZ,X000630.SZ,X000408.SZ,X000807.SZ,X000933.SZ,X601168.SH,X600985.SH,X600176.SH,X002271.SZ,X600612.SH,X600219.SH,X000932.SZ,X002128.SZ,X600096.SH,X600348.SH,X000027.SZ,X000883.SZ,X600378.SH,X600995.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.212190970022077,0.0168941460106653,0.0498058641239254,0,0,0.128325656756598,0,0.107893165599881,0,0,0,0,0,0,0,0,0,0,0,-0.0774229230692988,-3.46944695195361e-18,0,0,0.074221689932205,0,0,0,0.00823149322705339,0,0,0,0,0.0701970735447226,0,0,0,0,0,-0.0457063884974173,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069797542223271,0,0,0,0,0
X601088.SH,0.0935435856367524,0,0,0,0.108517406606041,0,0.247057498009258,0,0,0,0,0,0,0,0,0,0,0,-0.018008543328687,0,0,0,0,0,0,0,0,0,0.136955051368576,0,0,0,0,0,0,0.0106537716568268,0,0.122899559134138,-0.0543346647697344,0,0,0,0,0,0,0,0,0,-0.0496118463219223,0,0,0,-0.0233556162135552,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.165642609623813,0,0,0,0,0,0,0,0,0,-0.120161563821943,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.24834055232783,0.0132333437283342,0,-0.100269423056344,0,0,0,0,0,0,0,0,0.0210382262804996,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571747358588456,0,0,0,0.249571114488218,0,0,0,0,0,0,0.0988414739507446,0,0,0,0.0119005396055963,0,0,0,0.106138357787471,0,-0.0484726303217169,0,0,0,0,0,0,0,0.0746428813246653,0,0,-0.0202192742232609,-0.0645146825784706,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.157900022282983,0,0,0,0,0,0,0,0.0244282291307111,0,0,0,0,0,0,0.00935872276445029,0,0,0,0.344121726098413,0,0,0,0.0562864297118836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066535331564684,0.128816833772728,0,0.105111008936169,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.162477184259488,0,0.604800578828183,0,0,0.0944262558536746,0,0,0,0,0,-8.67361737988404e-19,0,0,-0.0305181633644795,0.061095627608214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0542052565044624,0,0,-0.000295788337983281,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0127624191671583,0.185220439706477,0,0,0,0,0,0,0,0.0648435085894088,0,0,0,0,0,0,0,0.264072053812887,0,0,0,0,0,0,0,0.191526497708689,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0205458554683447,0.0142670178135427,0,0,0,0,0
X600019.SH,0,0,0,0,0.0930398737729842,0,0,0,0,0,0,0,0,0.0100240677766253,0,0,0,0,0,-0.00392064461415188,-0.0570496642444862,0,0,0,0,0,0,0.0842757245579417,0,0,0,0,0,0,0,0,0.108226790205074,0.039522905358307,0,0,-0.0348017812250784,0,0.10964319854955,0,0,0,0,0,0.00224228779176244,-0.0237208537585767,0,-0.00190156926677678,-0.0130402138915714,0,0,0,0,0,0
X601600.SH,0.17553289419498,0,0,0,0,0,0,0,0,0,0,0,0,0.141775337875562,0,0,0,0.0152749077602438,0,0,0,0,0,0,0,0.00897975141256793,0,0.0665311314402165,0,0,0,0,0.189202813057564,0,0.23896577544857,0.0145275782055983,0,0,0.0105831006365055,0,0,0,0,0,0,0,0,0,0,0.0931838824803133,0,-0.00757769197110495,0,0.062950613562406,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105508987936523,0,0,0.0716639615514382,0,0,0,0,0,0,0,0,0.0234540617593904,0,0,0,0,0,0,0.209800727143904,0,0,0,0,0,0,0,0,0,0,0,0,-0.0826195407849323,0.0624262656030394,-0.0338495101832981,0,0,0,0,0
