,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X000792.SZ,X002460.SZ,X600019.SH,X600111.SH,X000877.SZ,X601898.SH,X002271.SZ,X002466.SZ,X600547.SH,X000708.SZ,X600010.SH,X600011.SH,X601600.SH,X600660.SH,X000301.SZ,X600426.SH,X600886.SH,X600362.SH,X600176.SH,X000786.SZ,X000723.SZ,X600096.SH,X600803.SH,X000983.SZ,X601699.SH,X600795.SH,X000408.SZ,X600219.SH,X600801.SH,X600295.SH,X601991.SH,X000807.SZ,X000630.SZ,X000932.SZ,X600141.SH,X600489.SH,X000825.SZ,X002353.SZ,X600486.SH,X600985.SH,X000959.SZ,X002080.SZ,X600688.SH,X600352.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.109711362985247,0,0,0,0,0,0,0,0,0,0.192907691364903,0,-0.0426525855086561,0,0,0,0,0,0,0,0.0085985165981626,0,0,0,0,0,0,0,0,0,0,0,0,0.179888520506951,0.0720254720486725,0,8.67361737988404e-19,0,0,0.0814323870283812,0,0.0620702980893644,0,0,0,0,0,0.051399677855888,0,0,0.0209525340755811,-0.0339990806110098,0.10426748537573,0,0,0,0,0
X601088.SH,0.172294104197695,0,0,0,0,0.029725811115603,0,0,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455691061909474,0,0,0,0,0,-6.95328822881957e-05,0.0318196431754983,0,0,0,0.0873809568120113,0,0
X600028.SH,0.0863743388173437,0,0,0,0,0,0,0,0,-0.0312649991143095,0,0.0799656028441221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00307950398126639,0,0,0,0,0,0,0,0.000975140145231799,0.0381337567602894,0,0,0,0,0,0,0,0,0,0.25302636660352,0,0,-0.0115668296715886,0,0,0,0,0,0,0
X600309.SH,0,0.0576374008914105,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173525710806562,0,0,0,0,0.210239183779167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043121879064407,0.086923179404412,0,0.0698652842264006,0,0,0,0,-0.0103858048692384,0.0249399578347474,0,0,0,-0.0011204337704965,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108411700259379,0,0,0,0,0,0,0,0,0.443456150844642,0.00427519286721745,0,0,0,0,0,0,0.00666304006816561,0,0,0,0,0,0,0,0,0,-3.98800933331589e-05,0,0,0,0,0,0
X600188.SH,0,0.466736561155745,0,0,0,0,0.0117823942433681,0.0713938787536232,0,0,0,-0.181853238665472,0,0,0,0,0,0.0711204321240133,0,0,0,0,0,0,0,0,0,0,0,0.289944387950097,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.29241903243846,0.01019068317744,0,0,0,0,0,0,0.0420048321497598,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0361487059051923,0,0,0,0.238082058278336,0,0,0,0.191583006504483,0,0,0,0,0,-0.0533566290844796,0,0,0,0,0,0,0.375410872789211,0.188824318353266,0,0,0,0,0,0.0211726395988986,0,0.0249745622705634,0,0,0,0,0.125625125369115,0,-0.300577278225881,0,0,0,0,0,0,0,0,0,-0.0105934258517181,0,0,0,0,0,0
X002460.SZ,0,-0.0977154940701645,0,0,0,0,0.0960842311712156,0,-0.0465147431792032,0.294301671028348,0,0,0,0.499616674793263,0,0,0,0,0,0.0579609623917177,0,0,-0.177449089863586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151158942805175,0,0,0,-0.172673254305813,0,0,0,0,0.0738627609267328,0,0,0.109301417474054,-0.0196233087389997,0,0.0349742573514933,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150622394304583,0,0,0,0,0,0,0,0.0225101253828808,0,0,0,0.00342108958523228,0,0,0,0,0.212765534718653,0.000366709377162718,0,0,0,0.32503219874068,0,0,0.0111676062329425,0,0,0,0,0,0,0,0,0,-0.00752364746946169,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.334645197851094,0,0,0.0139128412287551,0,0,0,0,0,0.129996915344781,0,0.201142725599852,0,0.163832620280756,0,0,0,0,0,0.0911526908225824,0,0,0,0,0,0,0,0,0,0,0.0262730197514434,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590978130891184,8.67361737988404e-19,0,0,0,0,0,0
