,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600010.SH,X600585.SH,X601898.SH,X600688.SH,X600547.SH,X601600.SH,X600795.SH,X600362.SH,X300072.SZ,X600188.SH,X600157.SH,X601991.SH,X600027.SH,X601992.SH,X600111.SH,X600886.SH,X600660.SH,X600309.SH,X600489.SH,X000898.SZ,X600299.SH,X000723.SZ,X601158.SH,X000792.SZ,X002075.SZ,X000959.SZ,X002466.SZ,X000709.SZ,X600583.SH,X000408.SZ,X000630.SZ,X000883.SZ,X600352.SH,X600623.SH,X600219.SH,X000983.SZ,X600098.SH,X000539.SZ,X000060.SZ,X000027.SZ,X600021.SH,X000937.SZ,X000935.SZ,X002470.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.393505919277143,0.000515483934012501,0,0,0,0,0,0,0,0.013287903420662,0,0.0262334828680737,0,0,0,0,0,0.039365635822317,0,0,0,0,0,0.0608991498656276,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0988666439894633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.281057965073674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108434708596137,0,0,0,0,0,0,0,0,0,0,0,0.0591530079555746,0,0.0432483167705139,0,0,0,0,0,0,0,0,0,0,0,0.00799588374692386,0,0,-0.0710208641830951,0.0554481433739777,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,2.16840434497101e-19,0.10949070209634,0,0.0307352641780456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119451657823375,0,0,0,0,0,0,0,0,0,0,0.0329554144846842,0,0,-0.036794994725508,0,0,0,0,0,0,0,0.142526541286417,0.0256862381946279,0,0,-0.0851471829643866,-0.056192480072674,0.00127561187909402,0,0,0,0,0,0
X600011.SH,0,0.0455251981055521,0,0,0,0,0,0.0435652100219638,0,-0.0371805375839956,0.0773072988176542,0.109564661915273,0,0.0621325272920496,0,0,0,0,0,0,0,0,0,0,-0.0673783393026807,0,0,0.0451559233736544,0,0,0,0,0,0,0,-0.0778583352971285,0,0,0,0,0,-0.03436075065311,0,0,0,0,0,0,0,0,0.0425369417224989,-0.0433809929171195,0.0807184251954838,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.352195993651218,0,0,-0.194795393011684,0,0,0.0663754065101836,0,0,0,0,0,0,0,0,0,0,0,0.0686366656772989,0,0,0.0710414899475955,0,0,0.112919703751385,0,0,0,0,0,0,0,0,0,0,-0.0766232597479029,0,0,0,0.204349891146361,0,0.00768131609888583,0,0.0590133870387194,0,0,0.023742921397184,-0.418566528561376,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.00892452390651278,0,0,0,0,0.0407532177157238,0,0,0,0,0,0,0,0.101531377995174,0.0060353502623021,0.247532605752144,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0639273357049976,0,0,0,0,0.0528054829895043,0,0,0.038672982995346,0.00363204257836548,0,0,0,0,0.0132937137489423,0,0,0,0,0,0
X600585.SH,0,0.280277125503038,0,0,0.147072717544958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0908097684817034,0,-0.00427342811212211,0.157073554331761,0,0.0478068957520097,0,0,0,0,0,0,0,0,0.0843699291145574,0,0,0,0,0,0,0,-0.140293371705847,0,0,0,0,0.0137084154025624,0,-0.0497313643002617,0,0.0754456562617049,0,0,0,0,0,0
X601898.SH,0,0,0.283142751227034,0,0,0,0,0,0,0,0,0,0,0,0.12558548382382,0,0,0,0,0,0,0.00304733479480226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13453078804577,0.0119113310550224,0,0.128552537844109,0,0,0,0,0,0.0675714622277994,-0.0104065317865912,0,0.101240481722041,0,0,-0.0458627449834771,0,0,0,0,0,0
X600688.SH,0,0,0,0,0.00699007323874897,0,0,1.73472347597681e-18,0,0,0,0,0.0480718087599196,0,0,0,0,0,0,0,0,0,0,0,-0.0365950997307357,0,0,0.0347161910155902,0.277845847755639,0,0,0,0,0.161095945032945,0.00262868003353901,0,0,0,0.0271404146673059,0.0505718394286457,0,0,0,2.16840434497101e-19,0,0,0,0,0.0796376117796383,0,0,0,-0.0118329576131896,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,-0.0360759693889356,0,-0.127163232278804,0,0,0,0,0,0.0540570679302615,0,0.945236412538386,0.0760210160845509,0,0,0.1029426365236,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00886558372925689,0,0,0,0,-0.0045897076517585,0.0896983327123603,0,0,-0.111184363776179,-0.0444834258676664,0,0,0,0,0,0,0
