,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601600.SH,X601898.SH,X600886.SH,X600660.SH,X601991.SH,X600362.SH,X600688.SH,X600188.SH,X600795.SH,X600352.SH,X600801.SH,X600111.SH,X000723.SZ,X601992.SH,X600027.SH,X002271.SZ,X000898.SZ,X600489.SH,X600176.SH,X600516.SH,X000709.SZ,X600299.SH,X002460.SZ,X000786.SZ,X000629.SZ,X000883.SZ,X601158.SH,X600219.SH,X002466.SZ,X002353.SZ,X600985.SH,X000630.SZ,X000553.SZ,X600426.SH,X601699.SH,X600612.SH,X600583.SH,X000027.SZ,X000825.SZ,X000401.SZ,X600808.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,8.67361737988404e-19,0,0,0,0,0.0161485882225965,0,0,0,0.031880711500555,0.0163426706562498,0.0148292625169108,0.0195850108161355,0,0,0,0.0431753022704471,0,0.0793944704291941,0,0,0.00253150806597404,0,0,0.0880904867017837,0,0,0,0,0,-0.00260706958230787,0.00638584968737084,0,0,0,0.00135016772583865,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165602529608463,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0153478985003265,0.0213564804420172,0,0,0,0.0362908521378735,0,0,0,0,0,0.0730780115376623,0,0,0.0897190906645787,0,0,0,0,0,0,0,0,0,-0.0196243001139717,0,0,0,0,-0.00492238628703603,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0972007267485595,0,0.077039562956441,0,0,0.0669856268047462,-1.73472347597681e-18,0.0387685719993369,0,0,0,0,0,0,0.0200006404879675,0,0,0.0167183917498281,0,0.157158131275194,0,0,0,0,-0.0399804596852416,0,0,0.00254215764619742,0,0,0,0,0,0,0,0,0,-0.00728235088207054,-0.002636364751875,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.034091671423262,0.326776849212251,0,0.0503406445013812,0,0,0.113230206872306,0,0,0,0,0,0,0,0.00134849237390838,0,0,0,0,0,0,0.032225647875065,0,0,0,0,0.075756457450207,0,0,0,0,0,0,-0.0109640414142543,0,0,0,0,0.0162585082262543,0,0
X600019.SH,0,0,0,0,0,0,0,-0.0259160562392933,0,0,0,0,0,0,0,0,0,0,0,0.148336521633239,0,0.0626828378683247,0,0,0,0,0,0,0,0,0.0471697223684925,0.11035161018697,0,0,0,0,0,0,0,0,0,0.01002309372296,0,0,0,0,0,0,0,0,0,-0.0137209328616551,-0.00202340718968829,0,0,0,0.0428856339988099,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250887758584278,0,0.0322497354389893,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.0249859341195366,0,0,0.180990367253492,0,0,0.0723005470861687,0,0,0,0,0,0,-0.00612555054742872,0,0,0,0,0.177039924508818,0,0
X600011.SH,0,0,0,0,0,0.0248634689183279,0,0.0151902303833449,0.228653817162871,0,0,0.187549249556312,0,0,0,0,0,0,6.93889390390723e-18,0,-0.0991080154034973,0,0,0.341443344188653,-0.159742777058623,0,0,0,0,0,0,0,0,0.247520599569059,0,0,0,0,0.0655538855309127,0,0,-0.173334574047358,0,0,0,0,0,0,0,0,0,0,0,0,-0.276992469691069,0,-0.0139367342878666,0,0
X600547.SH,0,0,0,0,0,0,0,0,0.0363654647100653,0,0,0.0149652961981741,-4.33680868994202e-19,0,0,0,0,0,0,-0.229614565253094,0,0,0,0,0,0,0.673099117043553,0,0,0,0,0,0,0,0,0,0,0,0.00238564772293439,0,0,0,0,0,0.244888525791641,0,0,0,-0.0125457498861474,0,0,-0.0687492248705668,0,0,0,0,-0.104822951708122,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.210067600730773,0,0,0,0,0.178842541305456,0,0,0,0,0.166015184884186,0.0105240109719896,0.0226078706222721,0,0,0,0,0,0,0,0,0,0.0542460532652072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0435597380666352,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.114528321875909,0,0,0,0,0,0.106821222481414,0,0,0,0,0.0154284069547485,0.0211796360942303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116597751671621,0,0.0251082229434366,0,0,0.344624807468698,0,0,0,0,0,0,0,0,0,-0.038103841740171,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106311648308121,0,0,0,0,0.000674301202688203,0.0585292861228978,0,0,0.0199993564147869,0,0,0,0,0,0,0.0257740974857115,0,0,0.248654048756071,0,0,0,0,0.0712458147174035,0,0,0,0.0492796732357258,0,0,0.108680501299505,0,0.0239573691519967,0,0,0,0.0140952664359424,-0.00694759768364427,0,0,0,0,0,0
X600886.SH,0,0,0,0.131787187780695,0,0.0353869490932492,0,0.0587286822420325,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338249305735266,0,0,0,0,0,0,-0.0609304583883905,0,0,0,0.123475777005177,0,0,0,0,0,0,0.0343405413247839,0,0.125171707038394,0,0,0.00275468041186838,0,0,0,0,0,0,0.00803938867221425,0,0.037050826105031,0,0,0.00958663286755496,0,0
X600660.SH,0,0,0,0,0,0.0414340521841925,0,0,0,0,0,0,0,0,0,0,0,0,0.02788217735778,0.126858068352924,0,0,0,0,0.0400166132865218,0,0,0,0,0,0.00625444043690989,0,0,0,0,0,0,0,0.083772386729038,0,0,0.0501054385871987,0,0.0665208116114433,0,0,0,0,0,0,0,0,0,0,0,0,0.017725326680178,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027683910820641,0.113519246803738,0,0.0417468705410112,0,0,0,0,0,0,0,0,0.103110844149977,0,0,0,0,0,0,0,0.0399580782904298,0,0,0,0.0140667248514717,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340340443880548,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.281785729002078,0.143330297972778,0,0,0,0,0,0,0,0,0,0.011298634112015,0.0425763250049137,0.028477713223341,0.0451010888538861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174201312755843,0,0.161801480277511,0,0.138560867034032,0,0,0,0,0,0,-0.0201981005041472,0.0241634213273096,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00601378888490927,0.00170994418654087,0,0,0,0,0,0,0,0,0,0,0.00518761318584733,0,0,0,0,0,0,0,0,0,0,0,0.216254690270492,0,0,0,0.144311711112063,0,-6.93889390390723e-18,0,0.0121383066492791,-0.00374364115745473,0,0,0,0.0370767518377477,0,0
X600188.SH,0,0,0,0,0,0.0550862593304826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0812826398911381,0,0,0,0,0,0.176045206118881,0,0,0.104632741783516,0,0,0,0,0,0,0,0,0,0,0,0.157451662123517,0,0.0451107764277549,0,0,0,0,0,0,-0.00183064102120473,0,0,0,0,0.00957863430931939,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.00559735327600695,0,0,0,0,0,0.0343509719111235,0,0.0716703331409833,0,0.0343361601572469,0.034559916370006,0,0.0178275338783201,0,3.46944695195361e-18,0,0,0,0,0,0,0.0739927823104422,0,0,0,0,0,0,0,0,0.0179740229722936,0,0,0,0.0835845811575782,0,0,0,0,0,0,0,0,-0.0413349793721574,0,0,0,0.00856311473690596,0,0
X600352.SH,0,0,0,0,0,0.251966028970603,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191801491890571,0,0.364038702633938,0,0,0.296761350727604,0,-0.169066038750347,0,0,0,0,0,0,0,0,0,0,0,0.000124133809173158,0,0,0.0709152717151666,0,0,0,0,0,0,0,0,0,0.0355908532592794,-0.0329439771260336,0,0,0,0.0930880767062182,0,0
X600801.SH,0,0.281938217447514,0,0.322412080267955,0.184379932758328,0,-0.0439689386289908,0,0,0,0,0,0,0,0.184331068055626,0,0,0,0.0664826288650545,0,0,-0.0305306693960898,0,0,0,0,0,0,0.14897999859733,0,0.0262974836966693,0,0,0,0,0,0,0,0.0214726143849957,0.080565969820818,0,-0.0926501190637396,0,0,0,0,0,0,0.314212812512591,0,0,0.0267849326731009,0,0,0,0,-0.0218613076760431,0,0
X600111.SH,0,0,0,0,0,0,0,0.0772243572912007,0.805182089006082,0,0,0,0,0,0,0,0,0,-0.015211652588318,-0.0569107450028928,0,-0.418763134868165,0,0,-0.225667992282176,0,0,0,0.031385241261309,0,0,0,0,0.0937188343999851,0,0,0,0.0348069170177584,0,0,0,0,0.656510926166556,0,0,0,0,0,0.51995979350046,0,0,-0.0225353432551507,0,0,0,0,-0.00674515557016902,0,0
X000723.SZ,0,0,0,0,0,0.707484563358292,0,0,0,0,0,0,0,0,0,0,0,0,0.301074479441488,0,-0.026119896847437,0,0,0,0,0,0,0.593337047480326,0.244428500459541,0,0,-0.408215900917116,0,0,0,0,0,-0.184710959149668,0.236322763130689,-0.0868371302357319,0,0,0.742367935797081,0,0,0,0,0,0,0,0,0.114631615160291,-0.193488415865572,0,0,0,0.00796628074203953,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0419752753982082,0,0,0,0.037998641938704,0.143630549352439,0,0,0,0,0,0,0,0,0.144688276882816,0,0.229523566962423,0,0,0,0,0,0,0,0.032934363279104,0,0,0.0410882225952633,0.00983873541546288,0,0,0,0,0,0,0,0,-0.00424467593556624,-0.00261784565659207,0,0,0,0.00877066274947486,0,0
