,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X002460.SZ,X600011.SH,X002466.SZ,X000792.SZ,X601898.SH,X000708.SZ,X600111.SH,X000301.SZ,X601600.SH,X600660.SH,X600010.SH,X002271.SZ,X600547.SH,X000877.SZ,X600886.SH,X600426.SH,X600795.SH,X600362.SH,X601699.SH,X000983.SZ,X600176.SH,X600027.SH,X600803.SH,X601991.SH,X600160.SH,X000786.SZ,X600995.SH,X000807.SZ,X000629.SZ,X600489.SH,X000408.SZ,X600096.SH,X600219.SH,X600378.SH,X000933.SZ,X000932.SZ,X000723.SZ,X002080.SZ,X600141.SH,X600688.SH,X600348.SH,X000831.SZ,X600801.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.110409947764183,0,0,-0.0695826334731101,0.184902172439581,0,0,0.0567478926650048,0,0,0,0,0.0166925675806192,0,0,0,0,0.0160283027886801,0,0,-0.0442861333152559,0,0,0,0,0,0,0,0,-0.00424101063556931,0,0,0,0,0,0.171881172902563,0,0,0,0,-0.000165532778448213,0.00458285552793435,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.0589904244074953,0,0,-0.0745789329795482,0,0.0211330058895134,0,0,0,0.107238600863628,0,0,0.0665715798493048,0,0,0.139180404531063,0,0,0,0,0,0,0,0,0.0464893252551108,0,0,0,0,0,0,0,0,0,-0.0577045844752737,0,0,0,0,0,0,0,0,0,0,-0.00744706730164425,0.0110922648362848,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0765129414696419,0,0,0,0.103559169705433,-0.0216997458669587,0,0.117804090802806,0,0,-0.0121134598785076,0,0,0,0.024028575577593,0,0.0327439772779174,0,0,0,0,0.108694100638031,0,0,0,0,0,-0.0181248367263216,0.0675956759718891,0,0,0,0,0,0,0,-0.0511791828735123,0.0369705356942466,0,0,0,0,0,0,0,0,0,-0.0177470471410374,0.0144746622095712,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,-0.0867963273584456,0,0,0,0,0,0.235762163013155,0,0,0.0745624599098459,0,0,0.0648868359590158,0,0.265515752255501,0,0,0,-0.114398164500578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.494612252716789,0,0,-0.0604294071424984,0,0,0,0,0,-0.000620004382491889,-0.00347984650609653,0,0,0,0,0,0
X600188.SH,0,0,0.555082984472674,-0.129360072976237,0,0,0,0,0,0,0,0,0,0,0,0,-0.041855163267225,0,0,0,0,0,0,0.375553815902926,0,0.0995528004637155,0,0,0,0.0782691869615177,-0.21329510768281,0,0,0,0.186132536794666,0,0,0,0.0150451443089504,0,0,0,0,-0.0416206617479429,0,0,0,0.0420888811936075,-6.93889390390723e-18,0,0,-0.00103656793700215,-0.0260029254095637,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281561411332057,0,0,0,0,0,0,0.422288474982618,0,0,0,0,0,0.0126106842457474,0,0,0,0,0,0.139581054030371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128905348952171,0,0,0.0195141032985925,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,-0.0150728893307928,0,0,0.15936442753251,0,0,0.0458644922344967,0.13211093295178,0,0,0.175333064264438,0,0,0,0,-0.0373792478845379,0,0.0299844454434483,0,0.175530659695116,0,-0.0310454201983639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0639829020896985,0.0982997423907887,0,-0.0085894717184199,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0123406303726414,0,0,0,0,0.578322992815405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485355112680092,0,-0.0391335389965103,0,0,-0.0184946762188628,-0.020643322691422,0,0,0,0,0.244601306044089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126182158540192,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.160487186561605,0,0,0,0,0,0,0,0.0500764269072275,0,0.603469607288036,0.169988344764307,0,0,0.250343245824558,-0.0319714216760038,0,-0.0162788131926699,0,0,-0.0534193899253423,0,0.193046728694746,0,0,0,0,0,0,0,0,0,0,-0.0160259485127991,0.0200008425256862,0,0,0,0,0,0
X002466.SZ,0,0,0,0,-0.0610918680648539,0,0,0.541817376768297,0,0,0,0,0,0.00537473224074579,0,0,0,0,0,0,0,0,0,0,0,0,0.0630200364591677,0,0,0,0,0,0,0,0.168739567390355,0,0,0,0,0,0.0832025128272176,0,0,0,0.0267658836917634,0,0,0,0,-0.158766492160201,-0.141645866039221,0,0.0124296690005045,0,0,0,0,0,0
X000792.SZ,0,0,0,0.0887609275236223,0,0,0,0.142154618225794,0.110276491739667,0,0,0,0,0.0252196004464054,0,0,0.116759304869237,0,4.27813707355017e-05,0.00718463126910357,0,0,0.163091396776062,0,0,0,0,0,0,0,0,0.148623215575585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00930551811468387,0.00795450043683422,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.298048407929603,0,0,0,0,0,0,0,0,0,0.0131187823313984,0.0622842282619291,0,0,0,0,0,0,0,0,0,0.0829620353101496,0.0543779560504222,0,0.112913923731613,0,0.0259916886140106,0,0,0,0,0.0371083808578658,0,0,0,0,0,0.079036148050723,0,0,0,0,0,0.10205356748812,0.0330867162153363,0,0.0204573761381973,0,-0.00395200618361182,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465642381712833,0,0.114382407386459,0,0,0,0,0,0,0,0,0,0,0,0.0502189301082807,0,0,0,0,0,0.0205640005089752,0,0,0,0,0,0,0.0786643497240513,0,0,0.108477212831382,0,0,0.00518236283263764,0.00684938508807672,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.114133127382485,0,0,0,0.0810406901395342,0,0,0,0,0,0.00094444923183722,0,0,0.0173002395611484,0,0,0,0,0,0.0397748151091552,0,0,0,0,0.142293918231376,0,0,0,0,0,0,0,0,0.100769111827033,0,0.0691931685957472,0,0,0.0277572012950195,0,0,0,0,0.438629680539039,0,0,-0.0163624376235773,0,0,0,0,0,0,0
X000301.SZ,0,0,0,-0.0529255227013816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187054276715547,0,0,0,0.0438469129660847,0,0,0,0,0,-3.46944695195361e-18,0,0.0798898466562309,0.0864678854314832,0,-1.73472347597681e-18,0.505653423026831,0,0,0,0,0,0,0,0,0.318917135509145,0,0,-0.339671144189783,0.0372098865585842,0.0481546640881715,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.108362049103664,0.0342565493823561,0,0.0383954966783186,0,0,0,0,0,0,0,0,0.0831492099990584,0,0.00853876752971101,0,-0.0166798841369485,0,0.314468243281061,0,0,0,0,0,0,0,0,0,0.0438458822798319,0.108993187670517,0,0,0.128280137601625,0,-0.101901731714974,0.141675482260471,0,0,0,0,0,0,0,0,0,0,-0.00175411126073792,0,0,0,0,0,0
X600660.SH,0,0,0,0.0349872367067094,0,0,0,0,0.00527176561142118,0,0.122390523680512,0,0.155521355494332,0,0,0,0,0,0,0.14478596849293,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.00756454620538837,0,0.041324479005806,0,0,0,0.102560195305805,0,0,0.0370035704711753,0,0,0,0,0,0,0,0,0,0,0,0,-0.01928388643637,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169965426126768,0,0,0,0.0266431875295318,0,0.108438852864803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0523980423649205,0,0,0.079606528891313,0,0,0.167581852667563,0.0919390784539298,-0.0923176354503141,-0.0253799346739888,0.007250126049763,0,0,0,0,0,0
