,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X600585.SH,X601600.SH,X600011.SH,X600886.SH,X600547.SH,X000792.SZ,X600010.SH,X600111.SH,X600795.SH,X002460.SZ,X600362.SH,X002466.SZ,X000708.SZ,X600489.SH,X600160.SH,X600803.SH,X600027.SH,X000301.SZ,X601991.SH,X000807.SZ,X000786.SZ,X600426.SH,X600219.SH,X000983.SZ,X000408.SZ,X002128.SZ,X601699.SH,X600176.SH,X000877.SZ,X000630.SZ,X601168.SH,X000933.SZ,X600096.SH,X600985.SH,X002353.SZ,X000831.SZ,X600157.SH,X600378.SH,X002271.SZ,X600995.SH,X300037.SZ,X002409.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.492234628127652,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.0800582763451271,0,0,0,0.344373094048627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122933414086944,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0317329435269704,0,0
X601088.SH,0.0660005341385318,0,0,-0.0692319048799159,0.309569812435996,0,0,0,-1.73472347597681e-18,0.0367004570054657,0,0,0,0,0,0,0,-0.000611419121139245,0,0,0,0,0,0,0,0,0,0,0,0.0548440074123357,0,0,0,0,0,0,0,0,0,0,0,0.154956197909265,0,0,0,0,-0.0417443885363395,0,-0.0203726819602822,0,0,0,-0.016067297633982,0,0,0,-0.0291071153584736,0,0
X600028.SH,0.532181447341944,0,0,0,0.138934370097743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0317914617250361,0,0,0,0,0,0,0.180803254866788,0,0,0,0,0,0,-0.0333300463084646,0.0979385811216709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0509053146441429,0,0,0,0,0,0,-0.00410362686409827,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439547407542383,0,0,0,0,0,0,0,0,0.0687157181617387,0,0.0684381355863968,0,0,0,0,0.0814053914390667,6.93889390390723e-18,0,0,0,0,0,0.115649190243009,0,0,0.0246633885225349,0,0.00551718755053451,0,0,-0.0398547837365761,0,0,0,0,0,0,0
X601898.SH,0.161766609015808,0.153246219481546,0.0707750183329501,0,0,0,0,-4.33680868994202e-19,0.0708790132094262,1.73472347597681e-18,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.0828391330888198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067552534550028,0,0,0,0,0,0,0,0,0,-0.0905109005037532,0,0,0,0
X600188.SH,0,0,0,0,0.118706215469006,0,0,0,0,0,0,0,0,-0.189810420629282,0,0,0,0,0,0,0,0,0,0,0.117171134141804,0,0,0,0,0,0,0.0915995412007126,0,0,0.495410542665427,0,0,0,0,0,0,0,0,0,0,0.202205430409495,0.0469629778128133,0.154821173408472,0,0,0,0,0,0.115315427293138,0,0,-0.044569950742288,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.296227612880256,0,0.154598441002745,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.0119333679335962,0,0,0,0.0446201349033273,0,0,0,0,0,0.0373941667152412,0,0,-0.0285329524751565,0.307907958858646,-0.0579051580088262,0,-0.0193747203678458,0,0,0,0,0.037230365814657,0,0
X600019.SH,0.250923224781306,0,0,0,0,0,0,0,0,0.138687528592832,0,0,0,0,0.0882259489084538,0,0,0,0,0,0.184914463679554,0,0,0,0,0,0,0,0,0,0.077686076695619,0,0,0,0,0,0.00138832725968477,0,0,0,0,0,0,0,0.0748588502576973,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.171266865512751,0,0,0,0,0,0,0,0,0.163963182148465,0,0,0,0.00336710756863489,0,0,3.46944695195361e-18,0,0,0.00349159197411878,0,0,0.133476821087832,0,0,0,0,0,0.0600246140323478,0,0,0,0.28266400434817,0,0,0,0,0.016168354215414,0,0,-0.026576967358749,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,-0.0321299407295079,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.901786135953831,0,0,0,0,0,0,0,0,0,0,0,0.396029064222172,0,0.319849329516126,0,0,0,-0.165553957286881,0,0,0.0682378712081149,0,0,0,0,0,0,-0.143606405461788,0,0,0,0,0,-0.00386900267375987,0,0,0,0.145246322849382,0,0
