,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600688.SH,X600795.SH,X600547.SH,X601600.SH,X600188.SH,X601991.SH,X600157.SH,X600027.SH,X600111.SH,X600362.SH,X600886.SH,X002466.SZ,X601992.SH,X600623.SH,X000792.SZ,X600489.SH,X600309.SH,X600299.SH,X600660.SH,X300072.SZ,X002075.SZ,X601158.SH,X600583.SH,X000709.SZ,X000883.SZ,X600549.SH,X000723.SZ,X000898.SZ,X000539.SZ,X600352.SH,X002407.SZ,X000983.SZ,X000027.SZ,X002470.SZ,X002460.SZ,X000630.SZ,X000012.SZ,X600176.SH,X000060.SZ,X000761.SZ,X600021.SH,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0504793032381887,0,0,0,0,0,0,0,0.0279724188113656,0,0,0,0,0,0,0,0.172504479695433,0,0,0,0,0,0,0,0,-0.0221032591933279,-0.0466018494646351,0,0,0,0,0,0,0.0263445646516625,-0.0223980677129501,0,0,0,0.0346022944828717,0,0,0,0,0,0.0038886276045856,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.18551163703262,0,-0.00170296245850732,0,0,0,-0.0354740113762775,0,0,0,0,0,0,0,0.0254447989328362,0,0.0647433656090983,0,0,0,0,0,0.111516329399497,0,0,0,-0.0837515849809081,0,0,0.00866821474378159,-0.0110315049969939,0,0,0.0117654774821612,0,0,0,0,0,0,0,0,0,0,0.00913777273489358,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.104377603723778,0,0,0,0,0,0,0.0704127505751574,0,0,0,0,0,0,0.052165734138227,0,-0.0210240832195391,0,0,0,0,0,0,0,0,0,0.018746922877138,0.0172000218079925,0,0,0,0,0.0978341004399413,0,0,0,0,0,0,0,0,0,0,0,0.0154263725635158,0.0093187818376826,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0899697995398087,0,0,0,-0.0671635862784254,0,0,0,0.00131645140630552,0,0.0359851485612432,0,0,0,0,0.0460880885778252,0,0,0,0,0,0,-0.0104992815215372,0,0,0,0,0.0252051424057879,0,0,0,0,0.00847973726000125,0,0.258470591645042,0,0,0,0,0,0,0,0,0,0,-0.0163265749321198,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.027647087837659,0,0,0,0,0,0,0,0.4086275686156,0,0,0,0,0.0193756815899808,0,0,0,0.00266170052209198,0,0,0,0,0,0,0,0,0.179021082784131,0,0,0,0,0.0142225043708963,0,0.042238160418872,0,0,0,0,0,0,0,0.0833288057097771,0,-0.0147561426213442,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118552201822368,0,0,0,0,0.0254299509066591,0.0453680860664263,0,0,0,0,0,0,0.0578266162921027,0,0,0,0.0600887592896892,0,0.119200514548285,0,0.112341550950105,-0.0595129549227087,0.0362098479782051,0,0,0,0,0,0,0,0,0,0,0,0,0.0414586890483822,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.115111666860423,0,0,0,0.0504227283872106,0,0.192920359809118,0,0,-0.0776672028002664,0,0,0,0,0.0548492935929282,0,0,0,0,0,0,0.212169143806639,0,0.0466064219200861,0,0,0,0.0245445668449201,0,0,0,0,0.178901994203338,0,0,-0.0943023279824336,0,0,0,0,0,0,0,0.179412692981337,0,0,0.071518512995516,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0584279472594794,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.12330421638572,0,0,0.00503912264660804,0,0.133747153124751,0.0110634016987895,0,0,0,0,0.0457984653479044,0.085364993328628,0,0,0,0,0.184850920010139,0,0,0.0217103462239957,0,0,0,0.011090281833292,0.142809623971999,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.090128518448594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100859547199417,0,0,0.12365422259271,0,0.225921441812492,0.0640642523663688,0,0,0,0.262483281002014,0.0519649664013438,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0450346251254205,0,0,0,0,-0.0318400495879027,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.0145198663666833,0,0,0,0,0,0.056357062918238,0,0.0214185870618222,0,0.0642300252870976,0,0,0.00431313681977239,0,0,0,0,0,0.0498384169267113,0,0.0246239335323795,0,0,0.0797282243535384,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0110019799413584,0,0,0,0,0,0,0,0,0,0,0,0,0.0205966357673638,0,0,0,0,0,0
