,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002271.SZ,X002460.SZ,X600801.SH,X000792.SZ,X601898.SH,X600010.SH,X600886.SH,X601600.SH,X600660.SH,X600362.SH,X600688.SH,X000786.SZ,X600188.SH,X600795.SH,X601991.SH,X600352.SH,X601992.SH,X600299.SH,X600027.SH,X600111.SH,X600489.SH,X600176.SH,X000723.SZ,X002466.SZ,X002075.SZ,X000401.SZ,X600126.SH,X600426.SH,X000553.SZ,X601158.SH,X000898.SZ,X600219.SH,X600516.SH,X002353.SZ,X000932.SZ,X000883.SZ,X600583.SH,X600486.SH,X000709.SZ,X000027.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.103164011045539,0,0.00867800701463419,0,0,0.130431523433301,0,0,0,0,0,0.0282243559285362,0.0151307084930524,0,0,0,0.0371011004457967,0.0613692817065749,0,0,0,0,0,0,0.0414732554056549,0.055319470634641,0,0,0,0,0,0,0,0,0,0,0,0.0380064445653615,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.0963753221640787,0,0,0,0,0,0,0,0.0478948200732087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03623036698216,0,0.0702755644560248,0,0,0,0,0,0,0,0,0,0,0.0625029153670803,0,0.157554796355408,0,0,0.00189941728032091,0,0,0,0,0,0,0,0,0.0237657584416854,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.220358420194106,0,0,0.082238173984371,0,0,0,0,0,0,0,0.0657707473904948,0,0,0,0,0,0,0,0.104526847998001,0,0,0,0,0.0074658560395903,0,0,0,0,0,0,0.174839282965372,0,0,0,0,0,0,0,0,0,0,0,0,0.0228605182370694,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.0127552473892099,0.415501188398908,0.0239889073485178,0,0,0,0,0,0.157039638387454,0.00705389935081193,0.106094380974301,0,0,0,0,0,0,0,0,0,0,0,0,-0.0518103223364904,0.170810288438225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153372420796105,-0.00662198156520963,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0352426201942038,0,0,0,0,0,0,0,0,0,0.0279526302365694,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,-3.46944695195361e-18,0.0772809390474961,0,0,0,0,0,0,0,0,0.0629116548087359,0.0772712024044223,0,0,0.198178483385998,0,0,0,0,0,0.0360763545728997,0.0225755836421078,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.113718914747977,0,0,0,0,0,0,0,0,0.0186315099230772,0,0,0,0,0,0,0,0,0,0.911718004734234,0,-8.67361737988404e-19,0,0.0863945335082502,0,0.0974076251460609,0,0.0409234863266009,0,0,0,0,0,0,0,-0.0618591842350567,0,0,0,0,0,0.00990875294136592,0.0382791402801011,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0075670801816438,0,0,0.0174499370446905,0.0172984824417195,0,0,0,0,0,0.162373301162564,0.25720821937095,0.0220499844580028,0.0215067750710365,0.0162604982163921,0,0,0,0,0,0.101790023645164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437427898487339,0,0,0,0,0,0.00755163275451592,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.160318981081917,0,0,0.138396718829865,0,0,0,0,0,0,0.0513625519434948,0,0,0,0,0,0,0,0,0,0,0.221683892519872,0,0,0.072815143274567,0,0.11848278593045,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0938985202983649,0,0,0,-0.0620628824174032,0.0135203764984033,-0.0281393098725149,0,0,0,0,0,0
X600011.SH,0,0,0.112095735641431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0484897796703347,0,0,0,0,0,0,0,0,0.0551948015431275,0.585109487021861,0,0,0,0.0145508481938976,-0.0176489868741276,1.73472347597681e-18,0,0,0.00967279247149096,0.155767043265165,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0235895865292028,0.00563885404424064,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0.152897358025279,0.238682159878787,0,0,0,0,0,0,0,-0.120683564920563,0.0405395387655441,0,0,0.0852157923259844,-1.38777878078145e-17,0,0,0,0,0.13381037686973,0,0,0,-0.0200876531657535,0,0.0556046449514085,0,0,0,0,0,0,0,0,0,0.0654160202132817,0,0,0,0,0,0.0377166234527418,0.0226281054993432,0,0,0,0,0,0
