,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X601898.SH,X600019.SH,X601600.SH,X600795.SH,X600585.SH,X601991.SH,X600886.SH,X600688.SH,X600027.SH,X600157.SH,X000709.SZ,X600111.SH,X600188.SH,X600362.SH,X600583.SH,X601158.SH,X000027.SZ,X600021.SH,X000539.SZ,X002075.SZ,X601992.SH,X000898.SZ,X600309.SH,X000883.SZ,X601918.SH,X600352.SH,X000629.SZ,X002353.SZ,X600098.SH,X600022.SH,X600307.SH,X000792.SZ,X000060.SZ,X600863.SH,X002470.SZ,X600808.SH,X000878.SZ,X600660.SH,X600578.SH,X600489.SH,X000825.SZ,X600547.SH,X600160.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.953731266483434,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152707169259538,0,0,0,0,0,0,0,0,0,-0.145559953813427,0,0,-0.0118526147865247,0.0323480850999847,0,0,0,0,0,-0.0136795313185161,0,0,0,0,0,0,0,-0.00189413088386478,0,0,0,0,0,0.015113692094529,-0.0600251956561354,0,0.0252859716748362,0,0,0,0
X600028.SH,0.43739791178919,0,0.0280343311211489,0.00734694179386532,0,0,0.194829073999339,0,0,0,0,0,0,0,0,0,0,0.0596170208770589,0,0.0281904973225275,0,0.0728838886684361,0,0,0,0,0,0,0,0.0372146840946007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218456956588068,0,0.0496013769774322,0,0,0,0,0
X601088.SH,0,0.260668824210779,0,0.128821761981937,0,0.0787252378533598,0,0,0,0,0.11216772059766,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0760723150606639,0,0,0,0,0,0,-0.0182042927242444,0,0.0659815565416778,0,0,0,0,0,0,0,0,0,0,0,0,-0.00781511011082979,0,0,-0.00287352309524068,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.148021634330388,0,0,0,0,0,0,0.0796445235048207,0.153366693895753,0.0374542115596694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166453383147445,0,0,0.0476997949761841,0,0,0,0.110412814805376,0,0,0,0,0,-0.0336560689127683,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.212892671041195,0,0,0,0,-2.16840434497101e-19,0,0,0.0577386791702652,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.0297634333309014,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00501563227046393,0,0,0.429042077971869,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.171522809346922,0,0,0,0,0,0,0,0,0,0.318381996917753,0,0.241444996065566,0.000993736692198674,0,0,0,0,0,0,0,-0.143707562126193,0.0856774291047812,0,0,0,0,0,0,0,0,0.199136566389086,0,0,0,0,0,0,0,0,0,0,-0.00311571212625879,-0.0317639675404725,0,0,0,0,0,0
X600019.SH,0.0530504101721584,0,0.182870071247934,0,0.0782899129370177,-1.38777878078145e-17,0,0,0,0,0,0,0.0985082170689713,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368051454676256,0.00280747449326173,0,0.00866729660764764,0,0,0,0,0,0,0.0346600848236094,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0274883066123116,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0551671573808355,0,0,0,0,0,0,0,0.135926782343052,0,0,0,0,0,0.0960558064558296,0,0.0539930736358853,0,0,0,0,0.0681950508001671,0,0,0,0,0,0,0,0,0,0,0,0.0316504349538011,0,0.0451952712230949,0,0,0.122496416687628,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.139581152550428,0,0.201289607114749,0,0,0,0,0,0,0,0,0,0,0,0.0350770297731158,0,0,0.0707618180752129,0,0,0.128584134732378,0,0,0,0.017657839784577,0.00419064722039205,0.16474830790901,0,0,0,0,0,0,0.0203790100130026,0,0,0,0,0.0403319686488815,0,0,0.011976598425302,0.00936453996205096,0,-0.00542124906841321,0,0,0,0,0,0,0
X600585.SH,0,0,0.0398683540117376,0,0.137775471884279,0,0,0.029029044093998,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0.00835231012903428,0,0.020620231884434,0,0,0,0,0.156324962603527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221105014176344,0,0,0,0,0,0,0,-0.0307290005477082,0,0,0,0,0,0
